Ecorr_400,i_400,Ecorr_493,i_493,Ecorr_625,i_625,Ecorr_816,i_816,Ecorr_1111,i_1111,Ecorr_1600,i_1600,Ecorr_2500,i_2500,Ecorr_3600,i_3600
0.732481577,0.1562412,0.732489177,0.06222927,0.732455166,0.149721,0.732471956,0.1185295,0.73272517,0.1500182,0.732685726,0.1463317,0.732696352,0.1563758,0.732723528,0.1896237
0.733462613,0.1556811,0.733477626,0.06291828,0.733557366,0.1284035,0.733461259,0.118168,0.733710477,0.1495949,0.733672012,0.1471187,0.733711011,0.1586163,0.733703917,0.190948
0.734472349,0.1560785,0.73448959,0.06228132,0.734508033,0.1292615,0.734480344,0.1177579,0.734730889,0.1489889,0.734680071,0.1452871,0.734744344,0.1571592,0.734678117,0.1913071
0.73546683,0.1566286,0.735499976,0.06300812,0.735476438,0.1353065,0.735485665,0.1192427,0.735737125,0.1490869,0.735698225,0.1467514,0.735719431,0.1557898,0.735703817,0.1926847
0.73645472,0.1596287,0.736495897,0.06233733,0.736475667,0.1420554,0.736472808,0.1186182,0.736726989,0.1493481,0.736669679,0.1476174,0.736729152,0.1570949,0.736696538,0.1918338
0.737451697,0.1607803,0.737482598,0.06173785,0.737601794,0.1237762,0.737465094,0.1190453,0.737743068,0.1488217,0.737685079,0.1467189,0.737729861,0.158287,0.737698862,0.1900226
0.738464549,0.1594917,0.738493883,0.06246549,0.738577566,0.1061279,0.738479583,0.1182736,0.738729478,0.1503126,0.738703801,0.1473048,0.738695497,0.156948,0.738714538,0.1915941
0.739478714,0.1566383,0.739472907,0.06275034,0.739504107,0.1106544,0.739456714,0.1184948,0.739689202,0.1502384,0.739666912,0.1468792,0.739709982,0.1574359,0.739680205,0.1921524
0.740440708,0.1574203,0.740456411,0.06274766,0.740433774,0.1249858,0.740445063,0.1191837,0.740716658,0.1504444,0.740689714,0.1458601,0.740705642,0.1599149,0.740688462,0.1899626
0.741479198,0.150061,0.741474363,0.06283625,0.741423928,0.1417795,0.741466341,0.119077,0.74171159,0.1508445,0.741702268,0.1479235,0.741685506,0.1580203,0.741725391,0.1907238
0.742449775,0.1548651,0.742475714,0.0623267,0.742425379,0.1442641,0.742449034,0.1190813,0.742718852,0.1502683,0.742674073,0.1469021,0.742698082,0.1618673,0.74269251,0.1907723
0.743432831,0.1567478,0.743466065,0.06271572,0.743474615,0.1373562,0.743446909,0.1192164,0.743728219,0.1509466,0.743684454,0.148411,0.743701529,0.1624376,0.743681322,0.1913041
0.744450727,0.1571694,0.744469875,0.06247012,0.744478735,0.1373444,0.744467977,0.1194748,0.744717728,0.1526178,0.744674077,0.1496546,0.744686033,0.1575853,0.744728771,0.1900775
0.745438795,0.1583863,0.745473785,0.06258377,0.745468778,0.1359411,0.745451278,0.1186959,0.745688945,0.1526077,0.745651017,0.1486123,0.745725571,0.1594188,0.745703256,0.1890083
0.746432115,0.1588534,0.746454889,0.0625816,0.746432586,0.1419246,0.746449464,0.1181655,0.746705057,0.1543373,0.746667389,0.1491082,0.746724318,0.1596301,0.746680491,0.1903049
0.747479739,0.1556652,0.74748621,0.06274851,0.747526463,0.1400219,0.747466058,0.118708,0.747711839,0.1515932,0.747689157,0.1481097,0.74769112,0.1584311,0.747713668,0.1903785
0.748460705,0.1574219,0.748478241,0.06219125,0.748490169,0.1372041,0.748446726,0.1184276,0.748690403,0.1526331,0.748651064,0.1482254,0.748715924,0.1585484,0.74870281,0.189515
0.749465554,0.1572729,0.749474498,0.06221662,0.7494727,0.1350898,0.749447992,0.1188074,0.749723256,0.1533795,0.749674592,0.1486275,0.74971908,0.1589943,0.749704769,0.1888207
0.750464981,0.1549213,0.750477789,0.06198266,0.750453019,0.1426835,0.750460819,0.1199289,0.750702863,0.1534952,0.750679976,0.1488168,0.75067991,0.159635,0.750710252,0.1911666
0.751465065,0.1558293,0.751503235,0.06189495,0.75142644,0.1550057,0.751467026,0.1206433,0.75169848,0.1549224,0.751668596,0.1476672,0.751711995,0.1610807,0.751687857,0.1885886
0.752460026,0.1611221,0.752480006,0.06191243,0.752559514,0.1018478,0.752445736,0.1215952,0.752701481,0.1537239,0.752682527,0.1480076,0.752696257,0.1614627,0.752708494,0.1886262
0.753477673,0.1530698,0.753486625,0.06345819,0.753548471,0.1022929,0.753456529,0.1245936,0.753705552,0.1545196,0.753689914,0.1489738,0.753684071,0.1573825,0.753720645,0.1898533
0.754504008,0.1492168,0.754491446,0.06254759,0.754423048,0.1306301,0.754433972,0.1276217,0.754706406,0.1536491,0.754660549,0.1488928,0.754705376,0.161631,0.754670911,0.1908915
0.755461126,0.1486673,0.755490852,0.06128597,0.755434135,0.13459,0.75543501,0.1265809,0.755707763,0.1542738,0.755692868,0.1484026,0.755704303,0.1610759,0.755686511,0.1886164
0.756501107,0.1493372,0.7565131,0.06209596,0.756525271,0.134808,0.756499956,0.1253559,0.75675211,0.1540059,0.756737468,0.1492409,0.756721882,0.1609686,0.756765063,0.1900819
0.757510221,0.1517841,0.757541172,0.06277137,0.757520456,0.1316432,0.757494356,0.1279902,0.757736072,0.1545674,0.757701169,0.1509169,0.757761281,0.1608497,0.757726436,0.1893197
0.758500066,0.150739,0.758509637,0.06237287,0.758483857,0.1333189,0.758473444,0.1270997,0.758752964,0.1555904,0.758718684,0.1516265,0.758754172,0.1608553,0.758720752,0.1902082
0.759522209,0.1487973,0.759520511,0.06274784,0.759507857,0.1318219,0.759484144,0.1279978,0.759754814,0.1556803,0.75973703,0.1518983,0.759739193,0.1614413,0.759760723,0.1895071
0.760483236,0.152733,0.760527629,0.06339588,0.760425539,0.1516535,0.760489055,0.1284702,0.760754165,0.1543321,0.760703733,0.1492018,0.760760678,0.1603723,0.760744225,0.1879494
0.761499794,0.1492252,0.761531217,0.06286434,0.761537753,0.1354175,0.761468033,0.1309384,0.761763404,0.1552669,0.761728343,0.1502139,0.761743814,0.163225,0.761750541,0.1892567
0.76250586,0.1482875,0.762513946,0.06272711,0.76252619,0.1358743,0.762458989,0.1340183,0.762748454,0.1536803,0.762727657,0.149786,0.762732271,0.1615142,0.762761539,0.189258
0.763509516,0.1486729,0.763534352,0.06302246,0.763510621,0.1398075,0.763504438,0.129019,0.76374152,0.1557964,0.763711874,0.1488182,0.763775106,0.1610145,0.763745845,0.1871587
0.764511199,0.1482041,0.76452319,0.06323942,0.76451312,0.137413,0.764487045,0.1296135,0.7647396,0.1559279,0.764725788,0.1488695,0.764741797,0.1606604,0.764763093,0.1866509
0.765483119,0.1471146,0.765526153,0.06380066,0.76547885,0.1441017,0.76546569,0.1358143,0.76571715,0.157096,0.765731633,0.149202,0.765730099,0.1589824,0.765761879,0.1899526
0.766494105,0.1491586,0.76653301,0.06334727,0.766487322,0.151544,0.766493073,0.1349261,0.766721159,0.1552939,0.766699596,0.1488047,0.7667479,0.1613174,0.766713397,0.1887442
0.767506845,0.1492544,0.767550551,0.06296357,0.767544607,0.1279601,0.767485063,0.131579,0.767747607,0.156403,0.767725588,0.1497079,0.767724601,0.1616758,0.76775218,0.1889938
0.768495186,0.1502478,0.76851675,0.06248497,0.768529213,0.1271779,0.768493885,0.1331829,0.768728046,0.1548229,0.768725395,0.1491648,0.768725557,0.1609838,0.768763433,0.189142
0.769512539,0.1487788,0.769543468,0.06295306,0.769478432,0.1448911,0.769481496,0.1381463,0.769747848,0.1553604,0.769696756,0.1495474,0.76975264,0.1594371,0.769710592,0.1904839
0.770504064,0.1473867,0.770538986,0.06258299,0.770476743,0.1470999,0.770500715,0.1343026,0.770744278,0.1560011,0.770708407,0.1505944,0.770741245,0.1592546,0.770738559,0.1896052
0.77149454,0.1468623,0.771538684,0.06300354,0.771666522,0.1085495,0.771504425,0.1307033,0.771728155,0.1560147,0.771723544,0.1503931,0.771742141,0.1589573,0.771770027,0.1894448
0.772511492,0.1480889,0.772533851,0.06338239,0.772589122,0.1126816,0.772513495,0.1292845,0.772734626,0.1568704,0.772696997,0.1500615,0.772789432,0.1566278,0.772726315,0.1883745
0.773485352,0.1510466,0.773545619,0.0625636,0.773468727,0.1251935,0.773463423,0.1378902,0.773737063,0.1582854,0.7737174,0.1492812,0.773758277,0.157499,0.773727349,0.1894316
0.774490902,0.1514957,0.77450431,0.06202992,0.774480313,0.1302918,0.774490551,0.1345202,0.774721243,0.1593154,0.774700173,0.1508542,0.774747189,0.157791,0.774744804,0.1899979
0.77548973,0.1524372,0.775518774,0.06199182,0.775444217,0.1439418,0.775502529,0.1330966,0.775750828,0.1573483,0.77568613,0.1496226,0.775759899,0.1602998,0.775725204,0.1870033
0.776503304,0.1480217,0.776513176,0.06229003,0.776543613,0.1248427,0.776486161,0.133676,0.776753274,0.1584588,0.776721704,0.1493387,0.776732302,0.1597592,0.776745339,0.1893779
0.777489246,0.1476374,0.77751299,0.06299973,0.777505934,0.1245907,0.777454653,0.1379321,0.777727087,0.1574331,0.777696559,0.1504438,0.777742476,0.1592359,0.777743388,0.1892888
0.778497743,0.1473395,0.778493931,0.0635145,0.778477811,0.1314307,0.778458664,0.1398419,0.778743727,0.1586065,0.778693687,0.1497685,0.778751234,0.1611175,0.778724023,0.1879504
0.779510937,0.1457864,0.779530215,0.06286533,0.779472776,0.1363615,0.779451656,0.1395471,0.77974123,0.1583052,0.779709495,0.1520988,0.779711812,0.1631066,0.779756163,0.1879862
0.78047647,0.1453474,0.780490576,0.06205057,0.780482445,0.1402727,0.780446447,0.1393129,0.780731927,0.1550135,0.780685652,0.1499687,0.780724931,0.1609398,0.780753518,0.1886716
0.78149209,0.1459339,0.78151568,0.06174826,0.781496111,0.1411309,0.781489045,0.1370988,0.781757174,0.1537281,0.781681423,0.1509445,0.781749594,0.1611414,0.781712974,0.1882792
0.782499217,0.1473549,0.782504564,0.06217726,0.782486071,0.1417536,0.782483322,0.136334,0.78274791,0.1571197,0.782700125,0.1501049,0.782708938,0.1614143,0.782748295,0.1880871
0.783488421,0.1472931,0.783520146,0.06242745,0.783497914,0.1389737,0.783470095,0.1357513,0.783718951,0.1566163,0.783691478,0.1490553,0.783706541,0.1651249,0.783756356,0.1890086
0.784486605,0.1471827,0.784501762,0.06313623,0.78452874,0.1352455,0.784479997,0.137846,0.784730498,0.1575463,0.784680682,0.1491725,0.784718259,0.1640965,0.784711658,0.1871511
0.785487768,0.1473243,0.785542363,0.06169874,0.785454901,0.1462272,0.785492795,0.1362906,0.785736908,0.1559231,0.785708453,0.1502674,0.785719901,0.1589215,0.785735177,0.1892951
0.786476768,0.1467855,0.786507397,0.06155857,0.786551885,0.1171349,0.78647781,0.1373593,0.78670764,0.1551255,0.786689736,0.147823,0.786739109,0.1591565,0.786735809,0.1895156
0.787496958,0.1474505,0.787516299,0.06047965,0.787527191,0.1218016,0.787485496,0.1374874,0.787731538,0.158061,0.787684204,0.1493388,0.787748655,0.1614643,0.787712169,0.1882821
0.788499005,0.1464641,0.788511683,0.06162722,0.788435075,0.1450451,0.788490518,0.1366958,0.788726747,0.159912,0.78870224,0.149617,0.788714151,0.1605681,0.788721497,0.1898223
0.789507627,0.1481877,0.789534272,0.06133431,0.789468091,0.1462929,0.789483759,0.136731,0.789725079,0.1591142,0.789686838,0.1501568,0.789752549,0.1601505,0.789717828,0.1905823
0.790447486,0.1528825,0.790482638,0.06231249,0.790562402,0.135388,0.790479278,0.1360009,0.790717346,0.1607511,0.790668344,0.1502133,0.790734675,0.1620511,0.790690378,0.1892949
0.791474967,0.1511573,0.791523115,0.06220652,0.791556994,0.117728,0.791480833,0.1366867,0.79171959,0.1609039,0.791667108,0.1529894,0.791702716,0.161847,0.791718838,0.1902767
0.792484282,0.1485138,0.792487743,0.06147122,0.792496333,0.1201599,0.792448556,0.1369125,0.792688451,0.1605086,0.792665306,0.1499363,0.792716785,0.1631829,0.792692742,0.1900946
0.793470202,0.1483818,0.79348372,0.0617245,0.79341034,0.1447664,0.793476986,0.1363557,0.793714194,0.1618597,0.793676054,0.1490692,0.793729962,0.1611604,0.793681953,0.1903874
0.794476435,0.1492005,0.794481431,0.06273593,0.794395276,0.1511519,0.794474309,0.1364618,0.794726001,0.1598797,0.794688472,0.1503161,0.79470458,0.1604311,0.794725376,0.1897746
0.795464059,0.1487672,0.795499394,0.06185974,0.795544528,0.1204025,0.795449781,0.1368974,0.795702942,0.161292,0.795672382,0.1495318,0.795730367,0.1619957,0.795727458,0.189067
0.796449507,0.1496365,0.796462446,0.06308617,0.796512576,0.1192959,0.796448549,0.1380543,0.796735824,0.1580695,0.796689183,0.1482737,0.796735645,0.1617097,0.79667544,0.1893176
0.797458356,0.152122,0.797498304,0.06257254,0.797447106,0.1329308,0.797463756,0.136553,0.797718124,0.1605845,0.797692837,0.149798,0.797724796,0.1588649,0.797725697,0.189044
0.798489921,0.1483707,0.798492926,0.06178069,0.798456526,0.1356732,0.798463235,0.1357876,0.798697555,0.1599069,0.798657918,0.1498093,0.798751241,0.1603946,0.798725641,0.188059
0.799463351,0.1481134,0.799480392,0.06275924,0.79944674,0.1447663,0.799459623,0.1378902,0.799723247,0.16105,0.799672058,0.1500253,0.799751682,0.1621666,0.799704834,0.1869259
0.800498133,0.1419564,0.800487635,0.06237454,0.800482591,0.1397058,0.80047499,0.1364132,0.800717369,0.1605576,0.80066259,0.1492874,0.800691578,0.1622889,0.800719768,0.1889413
0.801462798,0.1455101,0.801491086,0.06264321,0.801467238,0.1387797,0.801466254,0.1349976,0.8016969,0.1594613,0.801644719,0.1475933,0.801725973,0.1618127,0.801718639,0.1852459
0.802458485,0.1461166,0.802473649,0.06344395,0.802467572,0.1388192,0.80245812,0.1358565,0.802723807,0.1585586,0.802668474,0.1492371,0.802723325,0.1617215,0.802704821,0.1845983
0.803465604,0.1479015,0.803489526,0.06399666,0.803456934,0.1468062,0.803479439,0.135246,0.803703049,0.1612279,0.803671188,0.147971,0.803688453,0.1618244,0.803724395,0.1869492
0.804488353,0.1484114,0.804483043,0.06308823,0.804441855,0.1503861,0.804467948,0.1347619,0.804681452,0.1590707,0.804645684,0.1479738,0.804714105,0.1623925,0.804690355,0.1880508
0.805452033,0.1498007,0.805476473,0.06235141,0.805516021,0.1362151,0.805472937,0.1342891,0.805715137,0.1608161,0.805671782,0.1492924,0.80570786,0.1624792,0.805698521,0.1860954
0.806471636,0.1500985,0.806486689,0.06288101,0.806508164,0.1372069,0.80648129,0.1353951,0.806721185,0.1587515,0.806680059,0.1490665,0.806687849,0.1592523,0.806741638,0.1853666
0.807483242,0.1476995,0.807474259,0.06253957,0.807457041,0.1441072,0.807471996,0.133116,0.807712476,0.1582779,0.807649615,0.1498713,0.807712911,0.1624485,0.80769531,0.1852038
0.808482759,0.1448749,0.808462716,0.06280476,0.808440074,0.1461232,0.808471991,0.1324605,0.808708692,0.1606038,0.808661805,0.14862,0.808702827,0.1642953,0.808681039,0.186264
0.809478258,0.1420612,0.809454781,0.06438288,0.809532575,0.1426495,0.809464384,0.1353388,0.809709676,0.1622901,0.809671089,0.1499466,0.809662021,0.1650775,0.809733878,0.1854025
0.810451394,0.1444944,0.810474484,0.06378192,0.810498,0.1346707,0.810458779,0.1340845,0.810701724,0.1618418,0.810642965,0.1500208,0.810715036,0.1620744,0.810714665,0.1840926
0.811456729,0.1453721,0.811452778,0.06294731,0.811469361,0.1337361,0.811442605,0.1345477,0.811712694,0.1623387,0.811688569,0.1490603,0.811732403,0.1608963,0.811692538,0.1853665
0.812441429,0.1470486,0.812452977,0.06330699,0.812446558,0.1382287,0.812458626,0.1350744,0.81270606,0.1624192,0.812676647,0.1492532,0.812697832,0.1610584,0.812719985,0.1857575
0.813449853,0.1475733,0.813463514,0.06316556,0.813389658,0.1545159,0.813451246,0.1356012,0.813710019,0.1589108,0.813653665,0.1481647,0.813730439,0.1617732,0.813729239,0.1833297
0.814449729,0.1458506,0.814459011,0.06334652,0.814432629,0.1494437,0.814422014,0.1371174,0.814720505,0.1597574,0.814661207,0.1493968,0.814715946,0.1609902,0.814698616,0.183643
0.815462366,0.1434335,0.815461392,0.06443599,0.815489403,0.1459265,0.815474725,0.1332783,0.815715729,0.1596833,0.815663412,0.1496334,0.815705127,0.1603432,0.815726832,0.1853101
0.816460485,0.1419252,0.81648014,0.06362859,0.816464388,0.1468937,0.816455819,0.1338807,0.816702339,0.1609945,0.816601515,0.1501704,0.816714347,0.1617086,0.816692705,0.1844878
0.817462301,0.1423946,0.81745576,0.06277853,0.817453728,0.1417799,0.817437768,0.1334924,0.817699372,0.1598374,0.817652663,0.1502016,0.817689864,0.1608596,0.817699482,0.1851603
0.818454519,0.1421445,0.818460888,0.06324063,0.818432063,0.1520581,0.818447174,0.1337279,0.818675543,0.1616509,0.81863966,0.1499643,0.818674351,0.1596103,0.81872285,0.1862572
0.819471964,0.144273,0.819473426,0.06357695,0.819483546,0.1512899,0.819461702,0.1343101,0.819698312,0.1595737,0.819630497,0.148924,0.8197107,0.1616168,0.819674114,0.1871176
0.820449416,0.149332,0.820481237,0.06333132,0.820480153,0.1395489,0.820446402,0.1334118,0.820699568,0.1619954,0.820641494,0.1511416,0.820683399,0.1620963,0.820689263,0.1855909
0.821468236,0.144589,0.821476393,0.06347711,0.821480074,0.1389378,0.821451396,0.1364094,0.821702501,0.1607778,0.821651286,0.150248,0.821691444,0.1611715,0.821726291,0.1847358
0.822473127,0.1461512,0.822504831,0.06333456,0.822467218,0.14448,0.822463335,0.1333925,0.822694131,0.1614184,0.822631322,0.1502862,0.8227317,0.1586227,0.822693916,0.1857991
0.823472601,0.1449692,0.823482014,0.06244658,0.823435577,0.1498941,0.823461083,0.1344416,0.823726939,0.1594979,0.823657305,0.1507157,0.823714791,0.1582686,0.823684102,0.1857473
0.82450698,0.1448624,0.824528309,0.06274889,0.824657946,0.1145236,0.8245053,0.1361675,0.82473103,0.1609399,0.824716381,0.1490531,0.824760878,0.159175,0.824768834,0.185249
0.825499157,0.1458341,0.825533249,0.06332366,0.825554966,0.1233739,0.825515611,0.1353229,0.82574669,0.1615626,0.825688476,0.1498944,0.825775103,0.1605969,0.825747475,0.1837277
0.826495441,0.1471609,0.826534753,0.06314216,0.82642948,0.1428266,0.826457306,0.1387989,0.826730475,0.1646259,0.826717819,0.1487309,0.826748902,0.1600589,0.826742598,0.1853306
0.8274942,0.146587,0.82750924,0.06374859,0.827458351,0.1482929,0.827485772,0.1370824,0.827726076,0.1643257,0.827717801,0.1497599,0.827755715,0.1600508,0.827771464,0.1850514
0.828496166,0.1480442,0.828542582,0.06318469,0.828453522,0.1591486,0.82848325,0.1375149,0.828729587,0.1648582,0.828674733,0.1499801,0.828767577,0.1628878,0.828748077,0.1841454
0.829509029,0.1475874,0.829521292,0.06335835,0.829462446,0.159134,0.82948336,0.1358322,0.829738197,0.1650915,0.829712789,0.1504255,0.829740204,0.1617938,0.829773532,0.1833342
0.830457703,0.1489203,0.830510294,0.06389584,0.830497611,0.1502931,0.830487198,0.1339531,0.830722976,0.164745,0.830678834,0.1513566,0.830737221,0.1607062,0.830775376,0.1849244
0.831482861,0.1473884,0.831523539,0.06380882,0.831492696,0.1499424,0.831482812,0.1353223,0.831744558,0.1626598,0.83167244,0.1493771,0.831758049,0.1626653,0.831743868,0.1844503
0.832489832,0.1480047,0.832542787,0.06395992,0.832488518,0.1482526,0.832474186,0.136116,0.832769827,0.1633971,0.832702612,0.1504117,0.832722419,0.1641203,0.832773447,0.1833853
0.833461976,0.1487571,0.833499763,0.06409393,0.833448974,0.1567224,0.83347586,0.1328382,0.833733534,0.1629739,0.833683371,0.1495981,0.833740431,0.1626761,0.833780734,0.1854887
0.834484219,0.1502883,0.834527816,0.06478081,0.83454997,0.1446285,0.834483549,0.1331443,0.83475263,0.1619579,0.834674657,0.1479898,0.834738755,0.163919,0.83472565,0.1851798
0.835503958,0.1464925,0.835527471,0.06396934,0.835520967,0.1463072,0.835496332,0.129502,0.835745228,0.1637554,0.835702172,0.1475614,0.835706634,0.1619555,0.835745874,0.1849258
0.836479436,0.1477631,0.836516433,0.0637529,0.836483399,0.1468867,0.836477324,0.130944,0.836712847,0.1635648,0.836680562,0.1493043,0.836715941,0.1634486,0.83677642,0.1844793
0.837497393,0.1498245,0.837525059,0.06391664,0.837491055,0.1442185,0.837502126,0.1316013,0.837738327,0.1633972,0.837687023,0.1487884,0.837749567,0.1617564,0.837727436,0.1844093
0.838522508,0.1471211,0.838543049,0.06476098,0.838522658,0.1540969,0.838489975,0.1323503,0.838738688,0.1636598,0.838691506,0.1490381,0.838730762,0.1600824,0.838736192,0.1852743
0.839495853,0.1488903,0.839523884,0.06420138,0.839540244,0.130153,0.839472069,0.1336111,0.839734449,0.162306,0.839695046,0.1494934,0.83975476,0.1597846,0.839762171,0.185107
0.840494522,0.1498071,0.840541212,0.06454393,0.840539528,0.1291452,0.840499772,0.1323521,0.840756578,0.1614501,0.840667099,0.1498212,0.840765814,0.1611295,0.840741879,0.1828868
0.841476751,0.1520055,0.841521665,0.0647512,0.841463488,0.1453967,0.841481517,0.1316064,0.841749287,0.1618641,0.841669798,0.1501207,0.841712203,0.1619744,0.841739352,0.1852984
0.84247789,0.1529399,0.842505156,0.06475662,0.842448295,0.1495237,0.842481244,0.1305725,0.842717531,0.1613585,0.842637981,0.1517478,0.842732437,0.1611756,0.842738519,0.1850783
0.843472269,0.1545093,0.843500186,0.06420003,0.843506125,0.1493266,0.84348945,0.1315272,0.843743644,0.1618297,0.843658767,0.1508579,0.843735084,0.1636623,0.843718643,0.1838068
0.844497071,0.1534904,0.844518849,0.06512055,0.844501027,0.1499837,0.844490979,0.1292342,0.844739791,0.1622808,0.844677594,0.1489857,0.84470928,0.1604908,0.844750695,0.1829973
0.845471136,0.1528526,0.845504722,0.06429793,0.845509317,0.146337,0.845483565,0.1273863,0.845727886,0.1612661,0.84566191,0.1511916,0.845738641,0.1626703,0.845752478,0.1832467
0.846472798,0.1526362,0.846496493,0.06569262,0.846484582,0.1477953,0.846466377,0.1306724,0.846746897,0.1619779,0.846664127,0.1500439,0.846745607,0.1619716,0.846715859,0.1834378
0.847504096,0.1495834,0.847502108,0.06574382,0.847446782,0.1592323,0.847481817,0.1302293,0.84774584,0.1651258,0.847670959,0.1515215,0.847712464,0.1606205,0.847769048,0.1837438
0.848472245,0.1509311,0.848485804,0.06688365,0.848517965,0.1488835,0.848460212,0.1275379,0.848732747,0.1621877,0.848653546,0.1499722,0.848743087,0.1601875,0.848770861,0.1827777
0.849474441,0.1511732,0.849471878,0.0663008,0.849497292,0.1490465,0.849487476,0.1273799,0.849747668,0.1630732,0.849669325,0.150644,0.849749945,0.16141,0.849713335,0.1833324
0.850454711,0.1535863,0.850491596,0.06682896,0.850513963,0.1435552,0.850474359,0.1294258,0.850738523,0.1614831,0.850693979,0.1491141,0.850717254,0.159249,0.850750601,0.1842507
0.851479532,0.1511785,0.851492381,0.06689743,0.851506515,0.1441225,0.851452558,0.1288875,0.851713823,0.1625608,0.851647835,0.1506379,0.851746245,0.1590748,0.851761861,0.1836163
0.852457478,0.1524081,0.852479791,0.06599313,0.85243606,0.1523592,0.852472528,0.1298038,0.852736102,0.1614961,0.85265796,0.1497842,0.852740657,0.1604452,0.852717244,0.1831471
0.853509739,0.1497369,0.853501955,0.06499679,0.853642492,0.1147352,0.853485967,0.1310979,0.853758087,0.1616246,0.85367119,0.1515627,0.853714491,0.161143,0.85374911,0.1831075
0.854497699,0.1505396,0.854494272,0.066005,0.85454271,0.1202338,0.854486441,0.128059,0.854725559,0.1609829,0.854654823,0.1485491,0.854740322,0.1605854,0.854750307,0.1833492
0.855474294,0.1524586,0.855492546,0.06416421,0.855440512,0.1441244,0.855505306,0.1284995,0.855740544,0.1620694,0.855660194,0.1510213,0.855737902,0.1610765,0.855741438,0.1815938
0.856482473,0.1522316,0.856515017,0.06513979,0.856483624,0.1478302,0.856503197,0.1301213,0.856731518,0.1615462,0.856682864,0.1504408,0.856706488,0.1603666,0.856763444,0.1818299
0.857462879,0.1601923,0.857516067,0.06403188,0.857518382,0.1486338,0.857488098,0.1312589,0.857716834,0.1623147,0.85764688,0.1503111,0.857725383,0.164501,0.857740218,0.1829832
0.858448177,0.1581574,0.85848437,0.06409009,0.858505916,0.134721,0.85845725,0.1319461,0.858721386,0.1630026,0.858630198,0.1514385,0.858708614,0.1634648,0.85870537,0.1823532
0.85948629,0.1573111,0.859491368,0.06445051,0.859502133,0.1337529,0.859494751,0.126257,0.85973244,0.1608742,0.859655661,0.1508017,0.859682558,0.1604443,0.859751367,0.180259
0.860464686,0.1573734,0.860490309,0.06430574,0.860439768,0.1466058,0.860471802,0.1243104,0.860695152,0.1606273,0.860628384,0.1493509,0.86072264,0.1611738,0.860738237,0.1826127
0.861483576,0.1506733,0.861465572,0.06438784,0.861424059,0.1502044,0.861454077,0.1282773,0.861753117,0.1596306,0.861645871,0.1503768,0.861717199,0.1634738,0.861703834,0.1817763
0.862480304,0.1512553,0.862480188,0.06419873,0.862492156,0.1447566,0.862460615,0.1288534,0.8627415,0.1610777,0.862654826,0.1508826,0.862688661,0.1643347,0.862743529,0.1820787
0.863474093,0.1521002,0.863487364,0.06493164,0.863469169,0.1469648,0.863444963,0.1288248,0.863727797,0.1591632,0.863638313,0.1508308,0.863725374,0.1625906,0.863755344,0.1820093
0.864458554,0.1536803,0.864473525,0.06417643,0.86445786,0.1446348,0.86444274,0.1282396,0.864754337,0.1587804,0.864648209,0.1499347,0.864735199,0.1619169,0.864712872,0.1818732
0.865435208,0.1555044,0.865471643,0.06434567,0.865446852,0.1458969,0.865455912,0.1286154,0.865734871,0.1587001,0.865668385,0.1499492,0.865711672,0.160855,0.86575005,0.1826046
0.866463923,0.1555552,0.866485081,0.06468213,0.866437593,0.1535372,0.866439925,0.1291469,0.866730109,0.1603539,0.866627848,0.1488336,0.866736101,0.1604186,0.866730062,0.1828371
0.867451378,0.1546238,0.867459816,0.0646012,0.867468778,0.1545643,0.867437786,0.1300682,0.867739945,0.160392,0.867647792,0.1495854,0.867713762,0.1610407,0.86771346,0.1814011
0.868456332,0.153334,0.868470189,0.06437793,0.868515682,0.1335438,0.868423191,0.1325204,0.868716694,0.1616804,0.868636059,0.1511025,0.868697122,0.1593279,0.86872927,0.1848685
0.869470667,0.1543312,0.869481306,0.06466699,0.869511329,0.1286053,0.869449224,0.1305244,0.86969806,0.1605627,0.86961067,0.1494792,0.869713843,0.1624294,0.869708885,0.18444
0.870457614,0.1513087,0.870489452,0.06392098,0.870372541,0.1549456,0.870438219,0.1302281,0.870726993,0.1613813,0.870646867,0.1496605,0.870698665,0.162117,0.870702477,0.1830079
0.871451743,0.1544055,0.871475804,0.06436881,0.87143676,0.1533774,0.871467094,0.1298839,0.871711904,0.1609558,0.871646476,0.1512717,0.871688198,0.1595822,0.871744344,0.1833871
0.872461977,0.1583371,0.872494435,0.06441004,0.87260993,0.1241739,0.872470978,0.1292946,0.872711503,0.1593995,0.872602737,0.1497384,0.872722976,0.1612118,0.872709561,0.1839752
0.873458853,0.157633,0.873476557,0.06391796,0.87350429,0.1273714,0.873447128,0.1304024,0.873717668,0.1605578,0.873637821,0.1509458,0.873700571,0.1609752,0.873690997,0.1835349
0.874491557,0.1545764,0.874475416,0.0637626,0.874452545,0.1350027,0.874474661,0.1300232,0.874709476,0.1598946,0.874627499,0.1500004,0.874688136,0.1617748,0.874739584,0.180429
0.875472036,0.1549486,0.875466032,0.06519061,0.875434565,0.1442128,0.875451229,0.1310604,0.875710972,0.1628309,0.875619851,0.1496701,0.875730789,0.159348,0.875702599,0.1813777
0.876482953,0.1487709,0.876470823,0.06471687,0.876400299,0.1547909,0.876431229,0.1311206,0.876703985,0.1618654,0.876643173,0.1503157,0.876722216,0.1583138,0.876684245,0.1819494
