0h,0h,8h,8h,24h,24h,40h,40h
626.8148552,1.58862142,623.1424556,2.121105599,627.0231073,2.618574982,619.8178134,3.097376241
630.6639328,1.664193083,626.9930892,2.168943043,630.8720966,2.678292736,623.6661025,3.142955477
634.5113797,1.740895013,630.840216,2.225313826,634.7194554,2.716994033,627.5146383,3.1845776
638.3590709,1.848804072,634.6875883,2.309830824,638.5670584,2.799645029,631.3615441,3.253023256
642.2051319,1.976074383,638.533331,2.396921731,642.4130313,2.893105952,635.2068212,3.346397334
646.0476916,2.161539254,642.3755723,2.511585834,646.2555029,3.001850546,639.0504704,3.375521687
649.8886248,2.392432203,646.2161876,2.663507323,650.0963482,3.149512252,642.8906199,3.459932477
653.7279325,2.682394093,650.0570495,2.876885252,653.935568,3.364368986,646.7310174,3.609620742
657.5656158,3.006362888,653.8944154,3.146923564,657.7750333,3.583333986,650.5697901,3.793490069
661.4035448,3.224870942,657.7320283,3.339766075,661.6110046,3.729733023,654.4050687,3.953519707
665.2379815,3.313517864,661.5661488,3.500981339,665.4453536,3.806874986,658.2405958,4.138405217
669.0707969,3.23993119,665.3986486,3.530962482,669.2780814,3.708351329,662.0726325,4.252747416
672.901992,3.003515144,669.2313961,3.41346238,673.1110555,3.527672243,665.9049182,4.25867592
676.7315679,2.700340386,673.0606567,3.175622728,676.940543,3.305941622,669.7355843,4.119874386
680.5613905,2.412732037,676.8882996,2.925332002,680.7684122,3.074718152,673.5627654,3.921051478
684.3877301,2.164589825,680.716191,2.668156388,684.5946643,2.901084162,677.3901963,3.703165682
688.2124534,1.942759133,684.5406009,2.45434869,688.4211638,2.754570611,681.2160106,3.501898882
692.0355616,1.781077249,688.3652597,2.282452322,692.2441838,2.643207584,685.0383453,3.344009351
695.8551937,1.677680236,692.1845779,2.176257819,696.0637279,2.577730383,688.8590671,3.219527286
699.6769365,1.569989078,696.0041471,2.087272309,699.8853826,2.512790423,692.6781771,3.140039486
703.4952052,1.525792664,699.8239659,2.024688172,703.7035634,2.45989497,696.497538,3.072834941
707.3118629,1.483937193,703.6403123,1.979655178,707.5201332,2.433400542,700.3152875,3.025549934
711.1269105,1.45197513,707.4550492,1.933096433,711.3350929,2.405926656,704.1295665,2.978135465
714.938491,1.405769732,711.2681776,1.898975188,715.1465857,2.379105925,707.9422376,2.940928482
718.7521795,1.389672524,715.0796986,1.880811568,718.9601864,2.365781853,711.753302,2.927487562
722.562403,1.357599237,718.8914704,1.846675811,722.7703222,2.345854651,715.5646185,2.895883406
726.3691648,1.354358361,722.6979223,1.843081102,726.5769964,2.327987652,719.3724716,2.878938869
730.1761781,1.338814341,726.504627,1.826300676,730.3839221,2.329055997,723.1787209,2.85808462
733.9815873,1.32351724,730.3115832,1.824077489,734.1910979,2.322083666,726.9852231,2.854516267
737.7853937,1.323785598,734.1132273,1.814907748,737.9929627,2.318710841,730.7882673,2.849573911
741.587598,1.334585087,737.9151249,1.816309985,741.7950797,2.317981244,734.5897108,2.848510373
745.3863497,1.31126715,741.7154221,1.815144686,745.593744,2.316105545,738.3895546,2.831816717
749.185354,1.348676131,745.51412,1.823110516,749.3945119,2.333914786,742.1877997,2.845022713
752.9809091,1.340024224,749.3093686,1.835280583,753.1899791,2.341711536,745.9844472,2.837723114
756.7785668,1.322144701,753.1067217,1.829769139,756.9856994,2.326441455,749.7813489,2.827178816
760.5709287,1.311570354,756.8987783,1.822777343,760.7779742,2.301828225,753.5729532,2.841659714
764.3635441,1.278169099,760.6929382,1.803318171,764.5723504,2.287317604,757.366663,2.821015137
768.1527176,1.234398998,764.4818067,1.751477085,768.3614361,2.230052584,761.1550806,2.788920994
771.9402987,1.192509709,768.2690834,1.722827878,772.1489295,2.163215262,764.9437549,2.758221715
775.7299796,1.117292259,772.0584619,1.642078851,775.9366772,2.106906805,768.7326845,2.698770833
779.5143775,1.070255121,775.8425565,1.598543523,779.722833,2.060353357,772.5163296,2.65104504
783.2971861,1.029490729,779.6250625,1.537518312,783.5055541,1.995809781,776.300232,2.585224039
787.0802496,0.989443181,783.4096686,1.493387896,787.2885301,1.95976968,780.0825457,2.536486307
790.8598818,0.95007038,787.1889984,1.462205964,791.0680749,1.942905861,783.8632719,2.509172758
794.6397694,0.90369587,790.9667426,1.422634071,794.847875,1.897173674,787.6424114,2.470781153
798.4162292,0.897738326,794.7447436,1.39643689,798.6242475,1.882755841,791.418123,2.439594343
802.1929448,0.870203291,798.5211594,1.371634591,802.4008757,1.858351094,795.1959346,2.414910433
805.9662361,0.857825513,802.2941507,1.351596844,806.1740799,1.841843283,798.9684795,2.391810934
809.7379452,0.829901123,806.0673996,1.330954267,809.9475403,1.820943136,802.7412833,2.379418845
813.5080729,0.812245697,809.8372277,1.327564826,813.7175802,1.814001105,806.5106663,2.366791255
817.2784573,0.813715237,813.6073138,1.308875625,817.4860397,1.799347962,810.2803086,2.349261071
821.0454245,0.798790078,817.3739825,1.299223561,821.25292,1.799096708,814.0483712,2.335059802
824.8108134,0.793421751,821.1390735,1.297962737,825.018222,1.79077098,817.8130183,2.326259112
828.574625,0.799141941,824.9044232,1.289922441,828.7837813,1.784228656,821.5779254,2.32099756
832.3368601,0.786879483,828.6663608,1.283170427,832.5459289,1.778946815,825.3394204,2.308744814
836.0993531,0.767338602,832.4267236,1.267310143,836.3065011,1.772102486,829.1011759,2.305486185
839.8584377,0.7732375,836.1873458,1.272861267,840.065499,1.766894946,832.8613567,2.309007632
843.615949,0.759836921,839.9445612,1.261459434,843.8247552,1.752634703,836.6181308,2.296773678
847.3718878,0.75891193,843.7002047,1.252008573,847.5806067,1.745641788,840.3751659,2.28645432
851.1262552,0.746445951,847.4561083,1.24240448,851.3348867,1.746577771,844.1287978,2.285521543
854.8808815,0.762010914,851.2086103,1.248395164,855.0875964,1.748010898,847.8826912,2.28415217
858.6321082,0.743203751,854.9595435,1.226398461,858.8405652,1.734091599,851.6350149,2.271811965
862.3817664,0.732973019,858.7107373,1.227088732,862.5901363,1.714778358,855.3839405,2.266285616
866.1298572,0.714166885,862.4585349,1.227332868,866.33814,1.718282865,859.1331284,2.262829399
869.8745551,0.721476789,866.2029394,1.217330351,870.082751,1.711556919,862.877094,2.253279693
873.6195146,0.72083434,869.9494331,1.214320979,873.8276235,1.715021251,866.6231508,2.261195902
877.3647344,0.69471218,873.6925358,1.199076592,877.5727562,1.703967558,870.3658165,2.238535897
881.104741,0.709784585,877.4322508,1.224453098,881.312676,1.701681608,874.1069198,2.251302842
884.8450098,0.697080512,881.1740532,1.216343709,885.052858,1.695546574,877.8482865,2.236547189
888.583717,0.67819585,884.9124698,1.202595526,888.7914784,1.691589953,881.5862674,2.222123046
892.3208635,0.698395162,888.6493264,1.190911106,892.53036,1.697076766,885.324512,2.233181243
896.0546295,0.691992179,892.3846238,1.183414006,896.2640385,1.687530708,889.0575518,2.228500132
899.7904787,0.689220247,896.1183632,1.185976067,899.9979802,1.687146499,892.792679,2.22114654
903.5211298,0.689099256,899.8487252,1.189730807,903.7285448,1.693134576,896.5226064,2.233899213
907.2520444,0.686147401,903.5811715,1.175884344,907.4593729,1.687226452,900.2546201,2.221051495
910.9795853,0.683889645,907.3084237,1.177637845,911.1886452,1.685034888,903.9832583,2.222181896
914.7073901,0.684095706,911.0359411,1.181852261,914.9163629,1.690717474,907.710343,2.223851528
918.4336411,0.672086801,914.7619052,1.175584295,918.6407104,1.688453896,911.435875,2.228333732
922.1583393,0.66867657,918.4863171,1.17302732,922.3653223,1.689927764,915.1598555,2.222890051
925.8796707,0.664540128,922.207362,1.173931327,926.0883824,1.678916315,918.8822853,2.225387811
929.6012669,0.663683873,925.9304879,1.173404498,929.8098917,1.680744894,922.6031653,2.223377891
933.3194997,0.667793438,929.6484346,1.168075867,933.5280377,1.676249635,926.3224967,2.220096347
937.0361851,0.655378651,933.3648345,1.175970251,937.2446363,1.673875825,930.0402803,2.22005592
940.7549478,0.664210508,937.0833136,1.212546374,940.9615003,1.679267358,933.7565171,2.218566093
944.4685397,0.658045395,940.7966211,1.159370089,944.6768174,1.668336584,937.4712081,2.224606284
948.180587,0.656211137,944.5083845,1.160103721,948.3887781,1.669858153,941.1825425,2.215869788
951.8929004,0.653287704,948.2222256,1.156692848,952.1010049,1.672220536,944.8959565,2.220309466
955.6018608,0.648084833,951.9309025,1.149370436,955.8098787,1.663957133,948.6042055,2.218532397
959.3092795,0.65762477,955.6380382,1.155582864,959.517211,1.668704093,952.3127236,2.219432655
963.0151575,0.643757054,959.3436337,1.140986349,963.2248099,1.662340359,956.0178918,2.216197686
966.723109,0.652701096,963.0513048,1.154852615,966.9308677,1.665683646,959.7251376,2.213792631
970.425907,0.642650049,966.7538214,1.150012205,970.6335793,1.666439368,963.4272283,2.209217007
974.1271671,0.644910091,970.4548008,1.152661863,974.3347532,1.670901695,967.1295888,2.213903319
977.8268904,0.63606638,974.156049,1.155180491,978.0343903,1.663980538,970.8304122,2.210282449
981.5250778,0.642455644,977.8539559,1.151807229,981.7342952,1.666907017,974.5278943,2.217625768
985.2217302,0.627488143,981.5503284,1.155558925,985.4308608,1.665817692,978.2256469,2.220948958
988.9186507,0.627603179,985.2469703,1.147585871,989.1258924,1.653522529,981.9200617,2.218144402
992.6122354,0.63282751,988.9402762,1.159282094,992.8193911,1.662177358,985.6147474,2.221807352
996.3042879,0.642489764,992.6320505,1.153126319,996.5131583,1.663297636,989.3060986,2.225614755
999.9948093,0.639729206,996.3240948,1.159058186,1000.203593,1.660046564,992.9977212,2.224689589
1003.683801,0.630116617,1000.012808,1.158815957,1003.892498,1.657783285,996.6860128,2.22015482
1007.371263,0.623731485,1003.699993,1.162624512,1007.579873,1.659371988,1000.374576,2.221935239
1011.058994,0.629034928,1007.387448,1.140239636,1011.26572,1.651632307,1004.061611,2.214788995
1014.7434,0.624390986,1011.071577,1.142002148,1014.951837,1.659207208,1007.74532,2.212168154
1018.426279,0.625355813,1014.754181,1.135622002,1018.63463,1.64786797,1011.429301,2.20808546
1022.105837,0.632928083,1018.43526,1.144955862,1022.314102,1.653888981,1015.108162,2.214096697
1025.785667,0.63390222,1022.114814,1.130373856,1025.993846,1.651098166,1018.789095,2.202465144
1029.463974,0.62566939,1025.792846,1.133993022,1029.672067,1.650459528,1022.466707,2.20392321
1033.140758,0.627081221,1029.469356,1.136385019,1033.350558,1.655559462,1026.144593,2.219827597
1036.817812,0.617621175,1033.146137,1.133089634,1037.025733,1.661255383,1029.819164,2.206043832
1040.489762,0.628889624,1036.817812,1.128620209,1040.697596,1.660706512,1033.492214,2.215583177
1044.161983,0.628622566,1040.489762,1.13588904,1044.369732,1.65606224,1037.163747,2.220085006
1047.832686,0.634596379,1044.161983,1.13627118,1048.040349,1.660443393,1040.835553,2.219782126
1051.500082,0.624608138,1047.829106,1.138903738,1051.709448,1.659377956,1044.502259,2.217074613
1055.167751,0.625884232,1051.496503,1.14201156,1055.377031,1.664425813,1048.171031,2.214886836
1058.833904,0.623140224,1055.162385,1.138389216,1059.041309,1.663208926,1051.836497,2.223659504
1062.498542,0.637250948,1058.826752,1.147305281,1062.705861,1.671438778,1055.50045,2.231260677
1066.161666,0.628859896,1062.489606,1.135578638,1066.3689,1.663620088,1059.164677,2.223822957
1069.82149,0.641715208,1066.14916,1.151823539,1070.030425,1.670882077,1062.823817,2.23625955
1073.48159,0.637528858,1069.810776,1.143677139,1073.690437,1.673960508,1066.48502,2.293516556
1077.138393,0.627455308,1073.467309,1.141580476,1077.347155,1.665462166,1070.14114,2.231606486
1080.795471,0.648200651,1077.124119,1.149354341,1081.004147,1.675452727,1073.799322,2.242120915
1084.45104,0.636853332,1080.779419,1.150436656,1084.657847,1.670651768,1077.452426,2.248197362
1088.103318,0.634449011,1084.431429,1.149816625,1088.311821,1.676012152,1081.105807,2.243378812
1091.755871,0.635939172,1088.083715,1.14953521,1091.964289,1.672948896,1084.757682,2.242625987
1095.405138,0.645773343,1091.734495,1.154480657,1095.613469,1.683236946,1088.408052,2.24943584
1099.052899,0.637974558,1095.381989,1.15155685,1099.261145,1.674079676,1092.055136,2.246669037
1102.700937,0.636482087,1099.029761,1.152316672,1102.909097,1.680987904,1095.704279,2.240024803
1106.345693,0.627918858,1102.67425,1.137614971,1106.553767,1.6668462,1099.348358,2.241401964
1109.990724,0.632778408,1106.319016,1.142949168,1110.198713,1.671922096,1102.992715,2.244102521
1113.634254,0.643013287,1109.962281,1.157100131,1113.842157,1.680298206,1106.635572,2.248410083
1117.274507,0.636246043,1113.602269,1.150802403,1117.482324,1.680558833,1110.276929,2.250962415
1120.913261,0.629337146,1117.242534,1.14906735,1121.120992,1.683333052,1113.91501,2.243879347
1124.550517,0.633812258,1120.879526,1.14988956,1124.758162,1.677010914,1117.553371,2.239433203
1128.186276,0.634293897,1124.515021,1.153355397,1128.39561,1.683588989,1121.190235,2.241655726
1131.820539,0.627496687,1128.149021,1.146207306,1132.029788,1.678160621,1124.823827,2.23792635
1135.456853,0.632136477,1131.785073,1.155102456,1135.664242,1.684554142,1128.459474,2.242950612
1139.088126,0.631098757,1135.416083,1.152783624,1139.29543,1.668837807,1132.090078,2.236084591
1142.717905,0.634524751,1139.045601,1.164270803,1142.925125,1.687901589,1135.720964,2.247642587
1146.346193,0.633229821,1142.675398,1.150317698,1146.555097,1.676001429,1139.348584,2.246255024
1149.972989,0.636233908,1146.301933,1.157349454,1150.181808,1.678645399,1142.976486,2.239352497
1153.598295,0.639476631,1149.926978,1.147077095,1153.807028,1.673680845,1146.601126,2.236985867
1157.222112,0.628350333,1153.550534,1.150803821,1157.430759,1.673574855,1150.226048,2.231355411
1160.846207,0.613490145,1157.17437,1.144453818,1161.053001,1.67803661,1153.847712,2.234129089
1164.467047,0.604021817,1160.79495,1.143584638,1164.673756,1.66964019,1157.469658,2.221689342
1168.084634,0.602950739,1164.412277,1.141627175,1168.293024,1.66597199,1161.086582,2.22296868
1171.702502,0.605597808,1168.031652,1.140299785,1171.910806,1.669877018,1164.705557,2.218465241
1175.318885,0.602327944,1171.647777,1.131910278,1175.527104,1.660525247,1168.32128,2.226215587
1178.933784,0.60199728,1175.262418,1.133272736,1179.141917,1.653558177,1171.937285,2.218061772
