name,X,Y,A,mu,sigma,baseline,S_exp,S_theory,FWHM,G2,eta,r2,notes
sample_01827,25,9,0.6069442957900465,353.2055089792943,4.049799713670224,5.019834140013159,0.0100868931252678,0.001235703119533,0.1664441888243054,0.01176358518824626,0.6842148682548432,100.69698337789882,
sample_01828,26,9,0.0906784853101359,88.8925951885821,18.606051661160446,5.114648587753182,0.0009331217958651,-0.002520520225015,0.7646968726654291,0.236982678088351,0.30654379131189036,109.64498221639656,
sample_01829,27,9,0.1571261541922114,141.49448405141203,4.28788580260243,5.215871467128601,-0.0001352399029741,0.0007103145446747,0.17622937543709188,0.013183709321781674,0.6732248784219725,49.0484978662949,
sample_01830,28,9,0.0939798824689767,43.5024749191204,7.365317969517067,5.218021429917663,-0.0019230934772005,0.0005178030876277,0.3027098774122672,0.038702553390612446,0.5539297390228316,47.21711154770633,
sample_01831,29,9,2.269781982362681,91.45532309018756,81.76715912525047,2.7458498289248925,-0.0028278221210943,-0.0043736256729807,3.141592653589793,1.7024143839193155,0.08866814157641126,39.83396979805589,
sample_01832,30,9,2.248166404886473,98.12683283336617,81.96161791317734,2.735820759891201,-0.0023075181749878,-0.0041173890679554,3.141592653589793,1.7024143839193155,0.08866814157641126,43.90352560268501,
sample_01833,31,9,0.2146240120940316,185.58172971012092,23.82520402263481,5.359088783138458,-0.003236563015238,0.0039137532817636,0.9792007105277665,0.3765007076069889,0.24384442637929635,81.92494680012129,
sample_01834,32,9,2.466671615960632,95.29282254014,82.23699798476586,2.5060662625643784,-0.0036331096801059,-0.0044881136443345,3.141592653589793,1.7024143839193155,0.08866814157641126,39.31924557417365,
sample_01835,33,9,2.6630654945124577,91.9792736682468,81.43758615044315,2.2553132217392955,-0.0028667404757029,-0.0053234452454687,3.141592653589793,1.7024143839193155,0.08866814157641126,43.477556431355296,
sample_01836,34,9,2.549650065238385,96.10383125767667,83.10245679547624,2.3939396076002035,-0.0016033361271183,-0.0042624808805096,3.141592653589793,1.7024143839193155,0.08866814157641126,42.57458020127093,
sample_01837,35,9,2.0608462789581803,93.1982177772916,82.03175846351445,2.8375389667850865,-0.0027187855378753,-0.0039661561221546,3.141592653589793,1.7024143839193155,0.08866814157641126,37.96362884240829,
sample_01838,36,9,2.371243541050646,94.67092033419968,83.00900756895673,2.2904472787322976,-0.0018786645906266,-0.0042865731032357,3.141592653589793,1.7024143839193155,0.08866814157641126,41.59497639789118,
sample_01839,37,9,3.240924658181986,95.1973540547782,83.68575715972747,1.5010819400683968,-0.0034618137142848,-0.0052332937550229,3.141592653589793,1.7024143839193155,0.08866814157641126,42.054702213682674,
sample_01840,38,9,2.570156561404409,92.24878046279132,82.96891170719613,2.301547821571158,-0.0021606563362238,-0.0044955038703254,3.141592653589793,1.7024143839193155,0.08866814157641126,40.042062343185584,
sample_01841,39,9,2.4603115217947704,100.9084223741106,84.28372677748294,2.398851892417193,-0.0011195526562975,-0.0035546764493488,3.141592653589793,1.7024143839193155,0.08866814157641126,40.86750224489453,
sample_01842,40,9,2.126782414846754,89.41064429199385,82.18274367554397,2.8902915076680644,-0.0024797669795803,-0.0039624117052511,3.141592653589793,1.7024143839193155,0.08866814157641126,37.84116984487183,
sample_01843,41,9,2.438925770104309,93.85741021849846,82.1961805783261,2.5073013468114205,-0.0026048274816292,-0.0045165766888899,3.141592653589793,1.7024143839193155,0.08866814157641126,47.17982206577494,
sample_01844,42,9,2.292289395607587,93.73300746056508,82.15502575621326,2.7174385312687246,-0.0017900966587337,-0.0042317883892741,3.141592653589793,1.7024143839193155,0.08866814157641126,46.50014839187956,
sample_01845,43,9,2.589388592000444,92.22953006049416,82.38246875529438,2.312542374900565,-0.0025778727592576,-0.0047584977312575,3.141592653589793,1.7024143839193155,0.08866814157641126,40.56523075369262,
sample_01846,44,9,2.291383397333828,95.54290341947456,82.17637073092646,2.6620153711343684,-0.0012046233631158,-0.0042229856082711,3.141592653589793,1.7024143839193155,0.08866814157641126,41.61641679624268,
sample_01847,45,9,1.87454395909802,87.3202134281007,80.90910700282589,3.199370840558272,-0.0019505812731883,-0.0038957102001246,3.141592653589793,1.7024143839193155,0.08866814157641126,40.591902118650886,
sample_01848,46,9,0.1680106328857127,183.56873354924403,26.724557791492025,5.347904337941881,-0.0009153280408404,0.0033584902327836,1.0983623037648755,0.4638610696609919,0.21721460722954963,70.04692226429066,
sample_01849,47,9,0.2662421659260562,16.153169718078132,9.385008758562984,5.410920451127365,-0.0022332488538662,0.0022139397330116,0.38571788245605515,0.06253939551874776,0.4923195951194722,66.15708959678916,
sample_01850,48,9,2.244171136208718,89.93004355061517,81.52463704531154,2.736361471294578,-0.0027350464242075,-0.0044606016693415,3.141592653589793,1.7024143839193155,0.08866814157641126,44.38017019864491,
sample_01851,49,9,1.9658594640643223,91.06049676918911,80.79780396736638,3.120643269516364,-0.0013417004781527,-0.0041224626258903,3.141592653589793,1.7024143839193155,0.08866814157641126,45.618161259980205,
sample_01852,50,9,2.355771018255192,93.2770135573371,81.90883452328917,2.6129318237786,-0.0025925195996375,-0.0044847244735536,3.141592653589793,1.7024143839193155,0.08866814157641126,42.377143310774336,
sample_01853,51,9,2.88890432147664,95.77887766985548,83.02720218322304,1.9902381743784905,-0.0026586532172481,-0.004882654469168,3.141592653589793,1.7024143839193155,0.08866814157641126,48.99437994633841,
sample_01854,52,9,2.3343974745948364,92.63394116022212,82.44124015606268,2.62084417934977,-0.0021901231197547,-0.0042512432779667,3.141592653589793,1.7024143839193155,0.08866814157641126,38.33281085876947,
sample_01855,53,9,2.2201831111183608,93.47226582832448,80.86780891218412,2.803094132343317,-0.0025186755477378,-0.0046192573221865,3.141592653589793,1.7024143839193155,0.08866814157641126,39.500039847436014,
sample_01856,54,9,2.454456692706203,95.40998116299406,82.31342410174793,2.523522727457725,-0.0031385504787632,-0.0044278014469466,3.141592653589793,1.7024143839193155,0.08866814157641126,40.71325339604971,
sample_01857,55,9,2.7260947021975563,92.55232956038778,82.81076833773113,2.1813062848385387,-0.0027730793929597,-0.0047807488676744,3.141592653589793,1.7024143839193155,0.08866814157641126,42.120368303437616,
sample_01858,56,9,2.0401413076503765,92.81253152884696,81.7479659482462,2.998002336672383,-0.0020796691486152,-0.0039334510310931,3.141592653589793,1.7024143839193155,0.08866814157641126,40.670414437946405,
sample_01859,57,9,1.9992660965173823,91.91959436578128,81.43646167081519,3.0343676892788216,-0.0025089962430737,-0.0039848019584036,3.141592653589793,1.7024143839193155,0.08866814157641126,37.57281954866819,
sample_01860,58,9,2.2516992480580598,92.70051245345478,81.81296206072479,2.7680767268636117,-0.0034361141159099,-0.004305722722924,3.141592653589793,1.7024143839193155,0.08866814157641126,37.95400467900215,
sample_01861,59,9,1.7348327540344293,96.22695712080686,81.28775702647931,3.374935898051893,-0.0021882861550621,-0.0034068546683455,3.141592653589793,1.7024143839193155,0.08866814157641126,39.77435482052245,
sample_01862,60,9,0.0407380588190712,48.5918417744233,2.8214615391433258,5.261173287926783,-0.0020628994845472,5.3340922652300726e-05,0.11596027220716228,0.005716589813710979,0.7467524714292635,49.25733269315924,
sample_01863,61,9,2.379784961627824,92.37162446302167,82.79566161909628,2.548885204966442,-0.0019243714602554,-0.0042100161160553,3.141592653589793,1.7024143839193155,0.08866814157641126,39.93006416322876,
sample_01864,62,9,3.330925828940501,100.5363576394708,84.96707063158857,1.3911387520577672,-0.0026249763881993,-0.0044997739952402,3.141592653589793,1.7024143839193155,0.08866814157641126,36.33502773681598,
sample_01865,63,9,0.1109749882235409,38.46116120885648,4.638634696968851,5.325673311982031,-0.0017494463601777,0.0005293846654796,0.19064493159577725,0.015421976269805276,0.6575922856492572,44.77136448583674,
sample_01866,64,9,0.2026357379288866,0.9711413243069658,25.04161242712301,5.391897553273016,-0.002383213296165,0.0038424409421287,1.029194321194655,0.4124018955576653,0.23206779502438846,79.55290173090533,
sample_01867,65,9,2.7104666900494405,94.11697666250905,81.68689804218224,2.216464814299065,-0.0032724171460923,-0.0052361444501835,3.141592653589793,1.7024143839193155,0.08866814157641126,45.607470822414754,
sample_01868,66,9,2.396598003200132,96.90804185928152,82.06506772115488,2.5522833091151576,-0.0026624232294231,-0.0044067289467942,3.141592653589793,1.7024143839193155,0.08866814157641126,38.561281959327616,
sample_01869,67,9,1.7773254160514038,89.60509410526429,81.40516485280116,3.320302152939265,-0.0013288206684615,-0.003539573752001,3.141592653589793,1.7024143839193155,0.08866814157641126,36.86544874713444,
sample_01870,68,9,2.254881153839716,91.15266536066028,82.08775545414407,2.7427002087832646,-0.0018638441276362,-0.0042353626481391,3.141592653589793,1.7024143839193155,0.08866814157641126,44.92828564332262,
sample_01871,69,9,0.3620582397673249,158.93543579329443,2.4281373665373587,5.34504343239331,-0.0023188842183244,0.0010300812349606,0.09979489922997355,0.004235079017055595,0.7693488483124161,58.55263102776928,
sample_01872,70,9,2.4708143981048014,92.50400689289378,82.21916490078759,2.476677003937416,-0.0030887928338472,-0.0045843205249099,3.141592653589793,1.7024143839193155,0.08866814157641126,39.49649796857343,
sample_01873,71,9,0.098421232726594,45.448562332049406,7.513660407241482,5.34646501154652,-0.0030427872567816,0.0004551258740572,0.30880665712014166,0.04026471231527916,0.5490294655855573,46.70192627862207,
sample_01874,72,9,2.511141043519211,90.93628167905234,81.67146728062599,2.445943081217025,-0.0024300673071011,-0.0049057035024073,3.141592653589793,1.7024143839193155,0.08866814157641126,43.24552260084246,
