GH,logK2,logK3,a1,a2,a3,log diff
-4.687669092015379624e-01,2.586777211394004627e+00,-1.935947731986994436e+00,8.985472798262931216e-01,4.990374425840549133e-02,1.014974527850616703e-01,-2.094651017118171143e+00
1.018441111494075013e-01,-9.188500421090473935e+00,-2.587664608480309436e+00,4.071935736595352906e-02,3.586674689607793898e-02,6.623846578479859470e-01,-2.011870344855834158e+00
2.241286568790572531e-01,-3.543481391518926493e+00,-3.049530263128530372e-01,6.436293496715173035e-02,2.341690198406798373e-01,6.061980292636222067e-01,-2.176662027971242530e+00
2.401227968233636823e-01,-6.935622686041849505e+00,-2.168220607528819954e+00,1.071718910600706343e-01,4.718050540215383837e-01,8.503532508118439859e-01,-2.123369103036537364e+00
5.119601925879573301e-01,-4.369429603868518086e+00,-1.607293304923272936e+00,2.589749113366984767e-02,8.477886334616047126e-01,8.952890508130636471e-01,-2.176536990254758219e+00
-3.081623141091777152e-01,2.697733058225006975e+00,2.468144009693606922e-01,8.814078511084590950e-01,8.876584824468741752e-02,7.897894806533389822e-01,-2.109115663742549884e+00
9.475029040749061160e-02,-9.092665280024508689e+00,-3.036605548663563248e+00,4.213301951569892179e-02,7.827589380199128088e-01,4.942012123821451497e-01,-1.953672066887821579e+00
6.284025727046842480e-01,-9.137825655514586476e-01,7.975340709042784582e+00,3.955172334890516561e-02,1.241369970565440184e-01,4.552122635505537196e-01,-2.186711080173968202e+00
1.419017237417614652e-01,-6.961422054559916361e+00,-2.079368622322882665e+00,2.555249654076130472e-02,5.927008519970272671e-01,7.512674218886010724e-01,-2.150041930170446758e+00
5.502350890357829982e-01,-7.980603416036158748e+00,-1.908990983640685979e+00,1.399192292637257973e-01,5.034486450190853724e-01,8.827594253541752867e-01,-2.063873492915733632e+00
1.954129097127934589e-01,-3.152368171110551121e+00,-2.938750062118921313e+00,1.399929514331380576e-01,9.697329990921762510e-01,6.267444474032435320e-01,-2.192548943568482844e+00
7.412722104645459442e-01,-3.121475783794168457e+00,-2.823987120229525249e+00,4.361467052863921001e-02,6.256933297233763236e-01,9.663596360830388754e-01,-2.185282992943331948e+00
2.581215623806174531e-01,-9.458630817651576095e+00,-2.833235923236375520e+00,1.099242352946114276e-01,3.263838392706303049e-02,9.378810674407305203e-01,-2.126892044099866652e+00
1.302970565470866759e-01,-9.115869898540310601e+00,-2.853127417433726443e+00,3.957431312075093688e-02,7.212487425609204195e-01,8.877481650329889229e-01,-2.125873193618763146e+00
-1.952041938889018946e-01,3.041275172167348106e+00,-7.023607099754528349e+00,9.514460271429565630e-01,1.130932225369560840e-01,9.541520581869812334e-01,-2.183236878393570723e+00
3.419665893370651411e-01,-6.357147163091148023e+00,-2.608409773730518744e+00,3.337687646777176553e-02,3.312510001221963818e-01,9.363561944287188687e-01,-2.184786873088477410e+00
3.719205862719801026e-01,-6.317223165304626242e+00,-2.844772329442202263e+00,5.822721334433547669e-02,7.689420740402781451e-01,9.531260186961284520e-01,-2.183418523192431238e+00
6.998963830297504352e-01,-3.402694210936167973e+00,-2.026471316479805385e-01,4.028090746202050987e-02,8.380533090662256601e-02,8.562009797035352587e-01,-2.187098088982566413e+00
