GH,logK2,logK3,a1,a2,a3,log diff
7.159855953794900252e-01,-2.283495968686171107e+00,2.647695708519810509e+00,1.250634731361661145e-01,6.026939797580976865e-01,7.104152220853447997e-01,-2.085311109960836795e+00
2.065387612198223422e-01,-9.372911330856442902e+00,-2.388065381080635152e+00,6.873888673812143801e-02,2.128210491425712725e-01,8.726146056162723541e-01,-2.175113496250171252e+00
1.889694503818739602e-01,-3.064246429940821415e+00,5.611156671029626786e-01,1.112936895301154250e-01,9.490090154912086406e-01,3.926218993739549745e-02,-2.172196559191751142e+00
7.510193878459432426e-01,-3.695574942602011248e+00,-8.414988399803464247e+00,1.055410215778934124e-01,9.552780052231517605e-01,6.672485889849558705e-01,-2.143956651862769736e+00
4.297135730898703487e-01,-3.511623542242147789e+00,-2.945695527693697358e+00,4.223300843558776968e-02,6.181484247081668604e-02,9.675746366922369779e-01,-2.187336001079891901e+00
3.311203768543282688e-01,-7.722144513435359237e+00,-2.589306120416068335e+00,6.314952602154361161e-02,5.409907663446749115e-01,9.259218208575837883e-01,-2.178457534771337745e+00
1.128672951119487067e-01,-5.918072695365175662e+00,-1.341429335326144168e+00,9.005920125673960719e-02,2.395558249641875914e-01,4.555073296208572153e-01,-2.058856032695107086e+00
2.540753865149222857e-01,-3.359139613458110851e+00,-4.805600693263164302e+00,1.849087843281982391e-01,9.798157871671379082e-01,5.954043985622993196e-01,-2.158775922699151195e+00
3.196233825422805097e-01,-9.448266630820956635e+00,5.355618101589620927e-01,4.027544033785360883e-02,9.323378557783443266e-02,6.399386839257532600e-01,-2.187251312633971878e+00
1.013295456101711706e-01,-9.346959040340903968e+00,-3.263232341678718562e+00,7.658785377702714836e-02,8.364513463484578304e-02,8.639079551159083437e-01,-2.002327674606407815e+00
1.101523128370240495e-01,-7.399497259238172475e+00,-1.758061239003101628e+00,2.515564180821568130e-02,1.676910724045482248e-01,5.238773887320621325e-01,-2.065177452453247131e+00
-6.203892624981959258e-01,1.795331116227987245e+00,-5.746060515151556025e+00,8.065201373629879988e-01,9.741609759550401426e-02,5.510867053486028233e-01,-2.022170781013418406e+00
9.989199374760469874e-02,-9.034408204861971825e+00,-1.747557818323159928e+00,8.662280142309794484e-02,2.835510349867466084e-01,4.006629462703113487e-01,-1.993652548561786642e+00
2.949808709262374817e-01,-8.196172338660423051e+00,-2.836698475085992044e+00,9.321668536737542921e-02,3.126548875391445548e-01,9.414322361059843658e-01,-2.152675075274266270e+00
1.027620373036442630e-01,-8.577329313745407191e+00,-3.152922707313391193e+00,8.833294752765781521e-02,1.143870276214711823e-01,8.566611422052951008e-01,-2.008937397981786166e+00
4.582519202797101232e-01,-3.202734587596076210e+00,2.509135276232655976e+00,1.391248870891666212e-01,9.212245711750799426e-01,3.285641552947977662e-01,-2.146877692944273441e+00
1.298838675775400020e-01,-2.686066349716078605e+00,-1.710939545745737700e-01,7.446482640674456643e-02,1.275114278413935764e-01,2.679629970558389251e-01,-2.072892489900350022e+00
3.324435729400574413e-01,-2.845106774076292755e+00,-5.932487108452379587e+00,1.142130806013727795e-01,8.957852251493897411e-01,2.794279343365448365e-01,-2.127467522544025158e+00
4.729664969983011225e-01,-3.617669833277227465e+00,-1.910465835230380716e+00,1.212877248012630416e-01,9.780528576321609879e-01,3.248467454018837408e-01,-2.211688286517280222e+00
9.363689527980985083e-01,-3.722289834921581608e+00,5.639891111777261656e+00,6.188603360472905157e-02,9.102383058681999817e-01,6.922748044559285940e-01,-2.177111661054158986e+00
3.327039533884152966e-01,-2.833369499670899128e+00,3.910466458083992070e+00,4.577151007703150754e-02,3.552558154142171354e-02,3.444746662500390855e-01,-2.146914322621803706e+00
3.197088263604728198e-01,-3.144665228176619198e+00,-5.723467267067164244e+00,1.230920398587396491e-01,9.402298429137244673e-01,2.816888212522923873e-01,-2.175265088279720871e+00
-2.079320208072588105e-01,2.484152636734298536e+00,-2.250905327527288335e+00,8.197637984122205790e-01,8.566544470175561921e-02,6.675870439206836870e-01,-2.036998431535471887e+00
-1.388557524021224454e-01,2.895177906003725710e+00,-8.723560767110914327e+00,9.306321443277857375e-01,1.144464619144465595e-01,9.318367596716744528e-01,-2.129245252988310355e+00
9.600971723684259551e-02,-9.485202325661363787e+00,-2.906928371743674688e+00,1.402648043846171366e-01,8.873580402469033457e-02,6.218362568385467082e-01,-1.959584362602309504e+00
-6.248839380779592778e-01,4.003238997696522361e+00,2.812123536933086587e+00,9.610878595154827009e-01,1.633847225483696652e-01,7.682136654693537681e-01,-2.170388260036744121e+00
7.725822637268515702e-01,-1.388921633350285179e+00,-3.058229775145767881e+00,9.930597419157721761e-02,2.196907659901191634e-01,9.526640901014349350e-01,-2.108947241106289727e+00
-2.951512401411149344e-01,2.658704693643307859e+00,-7.072628935791957616e+00,8.601160236617744204e-01,1.291191433461281179e-01,6.685383318083810700e-01,-2.076088324677864527e+00
9.908228017531930942e-02,-9.498647242929864731e+00,-2.268845422945128476e+00,6.123006232504814295e-02,3.607099885473158407e-02,5.134285713155174458e-01,-1.987838435793733760e+00
-1.685475535138277470e-01,2.894226451537367240e+00,-4.539164679218188336e-01,9.139126577883055491e-01,1.003300802257995339e-01,6.653677919214250336e-01,-2.139995747248328861e+00
-5.333976372935047561e-01,3.334570664242358262e+00,8.762230122581193825e-01,9.530809861259955662e-01,9.713922678317626902e-02,8.787768638794312137e-01,-2.181640619534769954e+00
2.996789646153351083e-01,-5.161908910229119130e+00,1.851453240908579101e+00,7.524452198478255582e-02,3.421226335124413764e-02,4.797042767299105614e-01,-2.172541018527144097e+00
6.908265856332793664e-01,-2.925377804036578766e+00,-1.762729705459167295e+00,1.269984074037442401e-01,8.849796268849884351e-01,6.622722020542471943e-01,-2.099335854813810798e+00
-7.868583992177667907e-01,2.325256147540236018e+00,6.467257944028654393e+00,9.085739822243923403e-01,3.811189710872464609e-02,3.147504108136832124e-01,-2.087225412043991923e+00
-4.681755047095020883e-01,1.591206477966813360e+00,-5.304057063775547753e+00,7.604364114534888364e-01,7.900441360817084258e-02,7.917968420877290470e-01,-1.951626190454016641e+00
1.698502416458005371e-01,-7.437989607345935283e+00,2.482828096133027351e+00,3.496304948544803892e-02,7.676946196386714716e-01,2.636505602677391424e-02,-1.948971707582910273e+00
-7.696703011597367805e-01,4.166446984928664499e+00,-2.527588614319761007e+00,9.425024337384920736e-01,1.747596965724704798e-01,3.711084331862684049e-01,-2.133125077107155931e+00
6.322719242001269002e-01,-4.123696801023348790e+00,6.694715955222497072e+00,6.090761410159162281e-02,3.702041675574350710e-01,5.109409141234613205e-01,-2.182441433129465036e+00
1.306090232718994104e-01,-3.073689370531682563e+00,-2.703178107148551668e+00,8.571409723020073645e-02,9.670413332630132253e-01,5.980810857188773033e-01,-2.162411100243842643e+00
3.804451902459066170e-01,-8.604706011685109956e+00,-2.232289522891247380e+00,5.614682161269499844e-02,5.709938846745211266e-02,9.066312878208454551e-01,-2.184700902587394467e+00
2.229916894682784090e-01,-2.709766881576072262e+00,3.898092575428380169e+00,4.995443273144739571e-02,1.574337651623851642e-01,4.739046663350676702e-02,-2.171606711338634366e+00
-4.387079325220505366e-01,3.520490444604533753e+00,-8.429353477204565293e-01,9.445401597342186761e-01,1.752041351906353794e-01,2.904603302455139868e-01,-2.133207889214802311e+00
8.390599064884627367e-01,-4.400078030885834934e+00,7.729784769821305801e+00,1.310572227967071179e-01,4.585709179423614335e-01,5.626702150548317238e-01,-2.032775510341227054e+00
5.900057451296557565e-01,-6.109263079958973996e+00,1.833316924681137827e+00,8.200922365779472756e-02,1.764078215206260347e-01,7.157627640703674299e-01,-2.166058147116284083e+00
1.284775230279533442e-01,-3.098157213850024405e+00,-2.073917532089675220e+00,7.089961647226883379e-02,1.229763118802522648e-01,7.298148226853393705e-01,-2.098939924367698495e+00
9.800919607824680468e-02,-7.281043345402625988e+00,-2.519022607579650241e+00,6.447791376881030490e-02,5.022460226470241984e-02,5.642257807832986582e-01,-1.980973816537230814e+00
-3.540727130657757016e-01,2.261761028830520548e+00,-7.495570271957734398e+00,8.169157449616640809e-01,9.349976547309392372e-02,9.680786229891371608e-01,-2.036390305063176420e+00
1.397291778147762564e-01,-2.888126365802313522e+00,-7.735285710562879835e+00,1.193448010210390736e-01,9.303047390266833139e-01,1.357948226554067106e-01,-2.125574363814090706e+00
1.963112615292792462e-01,-7.055780030217019494e+00,-5.493097757603038200e-01,1.162155142760278870e-01,6.820352917620942090e-01,5.637431844292839500e-01,-1.950431643377830371e+00
9.468602132408432404e-02,-9.326851982292218679e+00,-2.897114699489721446e+00,3.167009577493373751e-02,5.030645788189758161e-02,4.277046406717533999e-01,-1.952873291570621728e+00
1.101871794756289075e-01,-8.629397282451670037e+00,-2.286894671852238936e+00,2.671304199134182100e-02,6.146360374683975669e-01,6.664448055892722156e-01,-2.064644497069663576e+00
9.411146318458274429e-02,-9.127765371714431808e+00,-4.719713428127215060e+00,1.377022933562488949e-01,4.125103779114103197e-02,8.777262783736782259e-01,-1.947310612005624053e+00
-5.473061418549742818e-01,2.066387871510177998e+00,8.179208305242613442e-01,8.360640973790911534e-01,7.666272054676093184e-02,3.863578763774502822e-01,-2.057575956542163631e+00
1.002986685610800510e-01,-8.229167865938229909e+00,-1.964079611408683812e+00,3.595746404639724864e-03,6.762474031436706279e-02,4.385066599423940170e-01,-2.003924247024875260e+00
1.289556132149060619e-01,-5.080330330438113329e+00,-2.500256937574793170e+00,9.174351356336132857e-02,9.478357423899107237e-02,8.193751676805351991e-01,-2.103666432365479899e+00
9.114579328777152600e-01,-2.808478657728699979e+00,3.164476103435467369e+00,7.160872546047941656e-02,1.030068745085238602e-01,7.640215730568303831e-01,-2.147916602644198036e+00
-4.363829568240376044e-01,2.529149103435829105e+00,-7.205377858277013381e+00,8.527371008929713891e-01,1.154333420664930415e-01,5.083229506425703814e-01,-2.076185527281048326e+00
3.538287691364323528e-01,-3.368564177028285922e+00,-8.479652395405164356e+00,1.685657709956535077e-01,9.541731662364548727e-01,1.735617284267862992e-01,-2.140624374335838187e+00
4.431685469457304904e-01,-5.156574375592432702e+00,-8.029881670348804068e-01,5.415320257482475474e-02,7.008462099217538377e-02,8.256243353963947929e-01,-2.129593474633276973e+00
3.761381151345808416e-01,-2.651801515184142310e+00,1.748606138707065050e-01,9.740356063315547264e-02,2.263827230316839967e-01,7.052511894533101122e-01,-2.146673425441952610e+00
2.307262034990628929e-01,-2.942805767613994039e+00,-9.113436883412944667e+00,9.580424163754733269e-02,9.251556802434015570e-01,3.301997969746769263e-02,-2.154687611834933847e+00
-1.624046077703420188e-01,3.007202772629453680e+00,-6.778913157676321966e+00,9.521201456211989544e-01,1.034926046153004514e-01,9.536746353616888383e-01,-2.175940835619714520e+00
1.253984877412315235e-01,-8.138682877994865450e+00,-2.849328954848995732e+00,8.462705522943113345e-02,2.049752817890901080e-01,8.907630463718041458e-01,-2.100849154143555886e+00
3.091977059927806248e-01,-7.268118441714426226e+00,-2.558379291204399220e+00,3.932068279824370294e-02,3.274636847806049467e-01,9.264810977312636364e-01,-2.187172039271862989e+00
1.727125821350425916e-01,-5.330790727696605558e+00,-1.980711656638652896e+00,7.541054543145103706e-02,3.879523078675191639e-01,7.809778091934128641e-01,-2.162165117023262084e+00
8.733011085392741180e-01,-3.001182682424446746e+00,-1.952612791874017706e+00,4.865531860447547263e-02,9.571351090006404716e-01,1.440992598143209791e-01,-2.002670362371117285e+00
4.047342627921865499e-01,-3.369770766084686286e+00,-1.283473851797419574e+00,9.860031441895114601e-02,9.714971000238191712e-01,6.268590184138616017e-01,-2.197022164817659107e+00
4.418138583543779752e-01,-6.416203271127405294e+00,-2.086277288386033213e+00,8.740142477137592680e-02,6.948478691221858794e-01,8.965957329443021706e-01,-2.160023624110570140e+00
9.571338383704923458e-02,-9.253148333248596202e+00,-3.825940419547860127e+00,4.988447544900742603e-02,3.687454928152107680e-02,8.386740518267646882e-01,-1.961111599040328723e+00
-4.809449140797737998e-01,1.778212302322204064e+00,2.171518628473956269e+00,7.939876255065080324e-01,6.860603426724382059e-02,5.679724780118832195e-01,-2.002021784004493821e+00
6.856293104871997723e-01,2.885112103087195123e+00,-2.771258754413910008e+00,1.080313991737805734e-01,5.066955018622931739e-02,9.435465818387469561e-01,-2.075901517496682835e+00
5.843813494064358238e-01,1.472974894029646098e+00,1.517798455064860441e+00,6.071949577207985671e-02,2.365836010914299514e-01,7.377573236536569823e-01,-2.178597396090140137e+00
1.056695108652785930e-01,-7.283420228052551515e+00,-1.619479098953576113e+00,2.351513645513617773e-03,1.502721228969972067e-01,4.294682554697676347e-01,-2.040574706049543163e+00
2.688549858465978382e-01,-3.149097363634312252e+00,-7.511467419107976440e+00,6.412537518342342757e-02,9.495042702267978418e-01,4.170733108358563590e-01,-2.046550952802574042e+00
2.018682562774780365e-01,-8.598876035966448228e+00,-2.665879481418951702e+00,3.647421523533427024e-02,8.681841306961524118e-02,9.129723612630350482e-01,-2.183811004079217355e+00
2.240348955757939797e-01,-3.104267339414180871e+00,-2.550085903832070677e+00,1.294471465735590188e-01,9.482649042559608832e-01,3.083858089317933482e-01,-2.175170761607364334e+00
1.109730343905178801e-01,-9.215718567651958182e+00,-1.700920399663825355e+00,3.413748828750719222e-02,3.141197721182757419e-01,5.187551679173977304e-01,-2.068723977717661366e+00
1.485490170108459962e-01,-9.057625778537721217e+00,-1.671767773301919835e+00,1.235098668638848346e-01,7.067723060780980449e-01,6.894731582405955184e-01,-2.087740881565182338e+00
1.045210970512536613e-01,-9.238234485333981283e+00,-2.707689513165454809e+00,5.320639213520127198e-02,5.117206629533166407e-01,7.379806048790686912e-01,-2.027996808361490100e+00
2.675298825430423300e-01,-2.470536561473006820e+00,-3.512239903213504100e+00,5.280838787739328133e-02,8.548399468689574787e-01,5.094459996871203433e-02,-2.025435211754755382e+00
3.390789377382396053e-01,-6.280059377092456430e+00,7.438193040599916372e+00,4.001042891258603518e-02,2.976954344475074565e-02,5.365872665177994633e-02,-2.187253525565678647e+00
1.506043517672431831e-01,-4.188078798573044104e+00,-2.603481265539326017e+00,2.861255805988861811e-02,9.141478107436576961e-01,8.685616891428450392e-01,-2.167910001969973521e+00
1.217418306000010997e-01,-9.475941478178187438e+00,-2.695971987343913412e+00,4.913347193591732776e-02,7.700533276953190898e-01,8.533626599833914472e-01,-2.097193888143692231e+00
9.705751520490001061e-02,-9.084068004389871831e+00,-3.194674299675339668e+00,-1.124712652082821007e-02,3.831924501904742653e-01,6.949507514060473401e-01,-1.974656176007385522e+00
4.350485259410519223e-01,-4.658255772572506892e+00,3.115798428037113155e+00,9.665787268268793975e-02,4.571699217009447258e-01,5.401129591090122473e-01,-2.131223667634280616e+00
3.159370689346785444e-01,-8.143938950351728323e+00,-1.207664779541823163e+00,7.497450613500117322e-02,8.228372827290353353e-01,7.927316657945976397e-01,-2.172807381335411403e+00
4.434221368686885323e-01,-4.073643572470627028e+00,-1.422523650024395625e+00,6.939495598606998383e-02,1.921952371264029624e-01,8.576198877647798202e-01,-2.177333160395943157e+00
-7.410609742020863866e-01,2.683405941379946924e+00,-1.040736226535308173e+00,8.839573208016915373e-01,1.057447550437976558e-01,8.845816603480997076e-01,-2.115545943445698907e+00
9.075578667719719217e-01,-6.577033372774677034e+00,7.283707659262259604e+00,7.884801999136092920e-02,3.749878911936643799e-02,6.232555374195380971e-01,-2.169002465895669030e+00
1.830094252820153589e-01,-6.728320580312297849e+00,-9.878799470420096540e-01,1.091361020383789793e-01,2.135560027727079202e-01,6.459438570721953710e-01,-2.063048712169829990e+00
9.393185611011545255e-02,-8.575376404186700441e+00,-4.120432306732585204e+00,3.312622122711015860e-01,7.006078871468720548e-01,4.827755802146958541e-01,-1.945446570287717947e+00
5.468686702350853412e-01,-2.482092871301126991e+00,2.910155427312197673e+00,6.806261106257686933e-02,7.946290083593183784e-01,6.407048358899141149e-01,-2.152401713278659479e+00
9.890128645625362314e-02,-9.239353846790626434e+00,-2.197750001276102427e+00,5.338910500710397633e-02,1.352786425336281462e-01,4.849570200228182637e-01,-1.987574138102306875e+00
-4.903737032236865634e-01,3.349840523099005818e+00,-3.748356605954778153e+00,9.538998570298087287e-01,1.021907706994977239e-01,9.634612065876168030e-01,-2.183105108211006673e+00
-3.580180526470825297e-01,3.186553213618776859e+00,-6.946826713529389075e+00,9.411316768834243618e-01,1.209089088508309429e-01,3.922957741651734720e-01,-2.176425204624718557e+00
-3.291670615669580191e-01,3.130599317796104231e+00,-6.490359135300357352e+00,9.468783957202383528e-01,1.009442914101262301e-01,7.484320192083570022e-01,-2.178079564182395345e+00
1.022078098696861392e-01,-8.460469522267159093e+00,-5.535546125321211264e-01,8.756477371760351680e-02,2.277536195563218402e-01,9.797709222226902437e-02,-2.007931730628038203e+00
1.553760970302559552e-01,-8.636787506367873846e+00,-2.690386309389479980e+00,5.312680555738787808e-02,7.992541642118196066e-01,8.992532263788766134e-01,-2.155379306508442561e+00
-2.446255418289882966e-01,2.324008527284294523e+00,-8.326067617386199160e+00,7.911766772243880030e-01,1.148371268921846294e-01,6.311336236841211811e-01,-1.995351405165996406e+00
6.895769877843813678e-01,-5.739277065306831460e+00,5.722057720759350374e+00,4.579969510592846182e-02,9.439649042075903829e-02,5.940529236496276955e-01,-2.156664584783476446e+00
