GH,logK2,logK3,a1,a2,a3,log diff
9.946536985586140744e-02,-6.766777227328757860e+00,-1.389769784991614854e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.693144607014146485e+00
8.489647559794881726e-01,-6.571573098819477821e+00,5.433654421843374216e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.246369171756032124e+00
-6.291427112995974236e-01,1.311417243493844920e+00,-7.187683729042350755e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.157476394300297917e+00
8.526615103048977851e-01,-8.606387699634010957e+00,5.464709743259129837e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.246369685697452656e+00
-8.444715490511205402e-01,1.337871120833228789e+00,-8.951330452891868461e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.158947590899509938e+00
8.361036191554438446e-02,-4.917930661827448979e+00,-2.801006580324415296e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.589491401149372818e+00
4.356784129509034820e-01,-5.178331521023873840e+00,1.961968339637339076e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.246357519046784601e+00
2.193802453040114009e-01,-9.482371394414670362e+00,1.475695897099754683e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.249166686507304114e+00
9.565004749167482778e-02,-5.597691087227736340e+00,-3.769194115884586527e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.889721122355827232e+00
8.336964257390344635e-02,-6.446307025387609357e+00,-4.917278083766952967e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.615691369792770615e+00
-8.315545663295997869e-02,2.390406101916602299e+00,-8.539434053027010307e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.159221804030476477e+00
9.596177504034031358e-02,-8.905814394454674598e+00,-1.947904961838989868e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.873491192565116314e+00
1.584428191578053924e-01,-8.586983406818855968e+00,-3.492587594191465250e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.273523901327468622e+00
3.902833305505419847e-01,-6.585223344729718598e+00,1.580702752156370794e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.246372995348733914e+00
6.638701160836294468e-01,-9.140270269299859862e+00,3.878849083470476522e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.246369689181166196e+00
8.752149957449353312e-01,-1.885282141796464028e+00,5.529830967445600542e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.220855274546072344e+00
4.797841184575073470e-01,-1.595595493229996498e+00,2.160689969980973402e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.195504598479888880e+00
8.806593510393317947e-02,-6.008432894027702531e+00,-5.553507064902311718e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.456654123914087773e+00
8.695147473835618257e-02,-9.037280797884113426e+00,-5.464503443356914403e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.739784584066847106e+00
4.088580049945527151e-01,-9.076666601257119993e+00,1.736731861582397229e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.246371544940054532e+00
8.159149760385397965e-02,-5.921324713667036832e+00,-6.796870241480624131e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.179810098385731587e+00
3.066020714206895703e-01,-7.873085439002958985e+00,8.778999447787683152e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.246466547659370816e+00
1.764938919009847451e-01,-1.352524446025104687e+00,-2.716874542367234469e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.159306504114462344e+00
-8.011990980142016383e-01,1.333353319104561896e+00,-6.518590038226156125e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.158785585220005965e+00
5.320707118470386909e-01,-7.749169864971107380e+00,2.771724862439977066e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.246369671821092373e+00
7.601450772627968977e-01,-7.344330501511640463e+00,4.462907566045261731e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.203627073612048459e+00
1.367406242033031294e-01,-9.470254200704534497e+00,-2.036136426149037781e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.182905032928042610e+00
1.008936031000932654e-01,-6.586767319388442843e+00,-2.208552343782643756e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.777839491953053130e+00
-8.065978864933109893e-02,9.374421899798607072e+00,-7.064379403276141112e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.159221804060702077e+00
-4.638257257821735702e-01,1.287754665698782830e+00,-6.885181794819178691e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.155116755939724404e+00
7.664347293569727659e-01,-2.222266005947382439e+00,4.685517947294854046e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.234642994686265371e+00
9.710612517872069249e-02,-8.856308042954639248e+00,-6.480627229933207722e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.883254164911921436e+00
2.317217084888562595e-01,-5.884206866624072774e+00,2.503269353177275947e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.248109891013983397e+00
8.981409923380201388e-02,-8.652838354618971550e+00,-5.674170936925648334e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.861449111219715347e+00
8.643520110545055424e-02,-4.398925107599693796e+00,-3.302485632378555191e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.687590325736989305e+00
7.571867177783868641e-01,-8.163021825742063697e+00,4.662714905443247737e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.246369677198705617e+00
8.923990665198899830e-02,-7.374687112108929021e+00,-6.728389216857370236e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.547684687759995237e+00
7.025464345128584753e-01,-2.530187380642211714e+00,4.177063581266082792e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.240624439301182491e+00
9.438219301954731133e-02,-7.485239532623478631e+00,-5.250250484969290810e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.932587191550876105e+00
5.481666041507922138e-01,-3.575799151021516575e+00,2.904562603535699061e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.245855620586394652e+00
2.285687535109645063e-01,-8.098719614234253683e+00,2.240426475297169207e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.248336764142028432e+00
5.228780564736230652e-01,-5.894930287887386378e+00,2.459495833365505923e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.199657687126372441e+00
9.856978066346605560e-02,-9.427534228119469617e+00,-5.508555467816877993e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.842269304958453535e+00
9.688768031485049670e-02,-8.943107601172513910e+00,-1.734947287520021808e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.824236203075223939e+00
1.466785330356864536e-01,-7.838458670007228513e+00,-4.450114597496737656e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.287821290404873587e+00
8.212733210951550511e-02,-8.355531358623036198e+00,-6.062329802024050807e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.527994144300149237e+00
9.474477979453950205e-01,-7.767844910446173756e+00,6.263752970230661354e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.246363094303833297e+00
9.389688236952967171e-02,-7.430204283162693990e+00,-3.016153495936714002e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.940381979578018390e+00
8.939157254160634558e-02,-7.588415560192820486e+00,-5.499979168317379319e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.848188521004094698e+00
2.434934909264707681e-01,-4.665033695241226575e+00,6.191067398987137871e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.196166712087168182e+00
1.172291775843431472e-01,-3.142383818578150745e+00,-7.630804050939747896e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.373305322368392201e+00
7.853503771536751721e-01,-1.402525007159085346e+00,4.109493461297454076e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.171244951644320853e+00
8.469005829792219942e-02,-9.290297418483863368e+00,-7.560452841933131829e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.662904254104746293e+00
8.632530625807466329e-02,-6.341779478060950659e+00,-4.477137383621068167e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.728563452431486791e+00
2.796036799711389409e-01,-7.941339199848685304e+00,6.512308009862024516e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.246644824753896597e+00
-1.098034769937478172e-01,1.524796907005634194e+00,-5.144504597576555760e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.159221475739282914e+00
7.650940707067332980e-02,-4.684871455468923251e+00,-3.186824432446338839e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.349366631918897275e+00
9.693287348118978519e-02,-8.013928607451555663e+00,-2.126457556517294734e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.887422601356610663e+00
9.956627573672083287e-02,-6.629142448962277001e+00,-2.024044511724892637e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.825689704173606209e+00
-7.541877220477289923e-01,1.321439156467016707e+00,-4.428656912340048990e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.158181235583784607e+00
-8.065998057183443315e-02,6.483600873820065225e+00,-8.997394758576266582e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.159221804060701189e+00
1.715905334358822087e-01,-6.624860436435690225e+00,-2.437719494076942550e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.263220338594679859e+00
8.948619061215742909e-02,-8.222776572928532701e+00,-7.534130164159213550e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.568660867161572936e+00
9.227573278737766227e-02,-9.124970733996425665e+00,-6.744843887234951652e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.926228402950648899e+00
8.989306499762003688e-02,-6.010804885042565715e+00,-5.249575150198638518e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.604668659108730910e+00
-1.720002985209662105e-01,1.381880491844647896e+00,-7.197773335477072543e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.159051153855266802e+00
2.425617368853901779e-01,-1.427396441765959478e+00,-1.775031665559967387e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.177128525523561065e+00
8.389508158791317838e-01,-1.379009919325543176e+00,4.651926992097743074e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.169895084262607243e+00
8.803005944186572673e-01,-1.380793990617690481e+00,1.263478415330221871e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.158607843724812403e+00
-8.994470901372675353e-02,1.874859424552301812e+00,-8.487222687742434601e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.159221803962806829e+00
-8.065997538212221762e-02,6.495269745145491491e+00,-6.763293650339434748e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.159221804060553529e+00
9.482475333510698157e-02,-7.831766127833683200e+00,-4.304200144867573741e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.941178418549315499e+00
4.515862745265027400e-01,-2.166356776959461605e+00,2.032973846596832335e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.233021670042372175e+00
2.469879749660376378e-01,-1.331873295153778392e+00,-8.494261883291698290e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.161381572960322739e+00
