E vs SHE,j / mAcm2
1.6499620000000002,0.19448426136363636
1.750456,0.8763528409090909
1.850532,2.6500232954545453
1.950744,4.931991477272727
2.050633,7.445255681818182
2.150519,10.072960227272727
2.250577,12.775880681818181
2.35052,15.521840909090907
2.4503779999999997,18.29507386363636
2.550322,21.094289772727272
2.6505609999999997,23.900056818181817
2.7504399999999998,26.725886363636366
2.8504419999999997,29.558346590909093
2.950627,32.401613636363635
3.050519,35.25234090909091
3.1504499999999998,38.12559659090909
3.2504139999999997,41.04460795454546
3.350492,43.96964204545455
3.450398,46.9773409090909
3.5502979999999997,50.00355681818183
3.6504499999999998,53.01218181818182
3.750375,55.993874999999996
3.850205,59.209999999999994
3.950367,62.16778409090909
4.050351,65.45215909090908
4.150268,68.1065340909091
4.25022,70.24011363636363
4.350423,73.39875
4.450346,76.06386363636364
4.55025,78.70295454545455
4.650475,81.87732954545456
4.7503899999999994,85.09886363636365
4.850284,88.52852272727273
4.950257,92.31181818181818
5.050356,94.85232954545455
5.150204,98.2859659090909
5.1477379999999995,99.03232954545454
5.046631,96.30767045454546
4.946387,93.40017045454546
4.846381,90.36607954545454
4.746496,87.33369318181818
4.646513,84.28551136363636
4.546307,81.34744318181819
4.446448,78.29539772727273
4.3465419999999995,75.22000000000001
4.2463619999999995,72.1597159090909
4.1464170000000005,69.10664772727272
4.046508,66.01221590909091
3.9465,62.939375000000005
3.8463469999999997,59.83505681818182
3.746511,56.75642045454545
3.646584,53.6880625
3.5464309999999997,50.58794318181818
3.446529,47.55365909090909
3.346619,44.555426136363636
3.246549,42.254386363636364
3.1465799999999997,39.114687499999995
3.0466759999999997,35.974397727272724
2.946792,32.86034090909091
2.846605,29.760624999999997
2.7465979999999997,26.676221590909098
2.646699,23.611073863636364
2.5465,20.581477272727277
2.4465559999999997,17.567301136363636
2.3467,14.60381818181818
2.246724,11.700380681818183
2.14666,8.880914772727273
2.046763,6.193761363636364
1.9468400000000001,3.728018181818181
1.8466040000000001,1.6607210227272726
1.746667,0.36113579545454544
