E vs SHE,j / mAcm2
1.648182,0.13945897727272724
1.749528,0.645590340909091
1.8496670000000002,2.3345829545454544
1.9498980000000001,4.803518181818181
2.049801,7.6347499999999995
2.149685,10.648079545454546
2.249751,13.777681818181819
2.3497079999999997,16.97325568181818
2.449562,20.22055113636364
2.549509,23.492562500000002
2.649736,26.80757386363636
2.7496099999999997,30.145369318181817
2.8495969999999997,33.47201704545454
2.94975,36.79303977272727
3.049652,40.138954545454546
3.149515,44.18703409090909
3.2495429999999996,48.190670454545455
3.3496669999999997,51.59556818181819
3.449532,55.034278409090916
3.54946,58.41636363636363
3.649596,61.87823863636364
3.648898,61.68329545454545
3.547322,57.95198863636364
3.4471909999999997,54.28732954545455
3.347312,50.72542045454545
3.247223,47.09890340909091
3.147232,43.51901704545454
3.047348,40.06760795454545
2.9474329999999997,36.55071022727274
2.8472579999999996,33.05354545454546
2.7472559999999997,29.582369318181822
2.647373,26.148005681818184
2.54717,22.749960227272727
2.447237,19.384454545454542
2.347378,16.07403977272727
2.2474049999999997,12.864642045454543
2.147321,9.80140340909091
2.047413,6.805551136363636
1.947487,4.060294886363637
1.8472410000000001,1.7788948863636365
1.747324,0.3823478977272727
