E vs SHE,j / mAcm2
1.649675,0.12461619318181817
1.7501200000000001,0.8748420454545455
1.8502210000000001,2.8483517045454545
1.950441,5.426149431818182
2.050325,8.28359090909091
2.150173,11.279801136363636
2.250224,14.369193181818181
2.350177,17.500982954545456
2.45001,20.673232954545455
2.549947,23.85667045454546
2.650166,27.061681818181818
2.750025,30.260011363636362
2.8500229999999998,33.46755113636363
2.950193,36.64597727272727
3.050086,39.82382954545455
3.1499539999999997,42.97691477272728
3.2499789999999997,46.09142045454546
3.350071,49.096863636363636
3.449926,52.107028409090915
3.549829,55.24934090909091
3.559068,55.58213636363636
3.456814,52.38776704545454
3.356661,49.225403409090916
3.256626,46.0238465909091
3.1565429999999997,42.78214204545454
3.0566869999999997,39.510397727272725
2.9567699999999997,36.21469318181818
2.8566219999999998,32.91701704545454
2.756677,29.81031818181818
2.6567939999999997,26.49263636363636
2.5566389999999997,23.18009090909091
2.45673,19.898176136363634
2.356849,16.631977272727273
2.256903,13.409767045454545
2.156805,10.2506875
2.056942,7.214051136363636
1.957057,4.383586931818182
1.856856,1.980160227272727
1.756914,0.4529342045454545
1.657094,-0.017776125
