wavelength (nm),0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0
200.0,3.65692,0.38835,-0.50298,6.6708,0.12125,6.81759,0.78647,6.84767,10.0,0.25885,7.14243,6.76431,0.21483,0.18558,-0.24764,0.07481,3.3217,0.00688,0.08975,0.04716,0.29231,-0.01733,3.2339,0.30308,3.05419,0.18501,-0.06432,-0.30843,3.21796,0.26169,0.4468,-0.18598,0.09251,3.15343,0.408,0.10227,0.91942,3.38904,0.13167,3.36424,0.56564,-6.38261,-6.66947,-0.09692,-0.02008,-0.03229,0.11397,10.0,0.22528,0.04598,0.03862,1.21679,0.52079,-0.11693,0.36948,0.25963,3.56645,3.10739,0.00224,-6.43421,0.87598,6.6964,3.05693,-0.17295,-0.16478,-0.3646,-0.10177,-0.12902,2.91259,3.51848,4.06268,-0.04618,-0.09567,0.1308,6.66418,-6.57936,0.70252,-0.09318,3.3477,-0.32383
201.0,3.17659,0.12025,-0.16523,-0.15745,0.5607,0.13855,0.1934,0.35143,3.1606,-0.01543,0.74859,0.13591,0.20398,0.38668,-0.03087,0.50698,3.151,0.63507,0.24896,-0.10473,1.03845,0.26162,3.59372,0.32018,3.26238,0.10899,3.58346,3.27894,6.73509,6.68652,0.55994,3.5022,3.31697,3.52552,0.4938,0.1905,0.58155,3.22969,0.292,3.37623,0.3472,0.23291,3.35683,0.37512,3.41653,0.4938,3.44248,6.81935,0.31047,0.383,0.59131,0.31923,0.61237,6.65414,3.77493,0.37343,3.76926,3.70864,0.34348,3.63447,3.26216,0.01129,6.73117,6.7222,0.39474,-3.34287,3.68233,0.28179,6.72214,7.00287,3.74292,-0.02748,3.35106,-0.04596,0.41602,0.33077,0.14858,0.22717,6.74814,0.06224
202.0,0.07842,0.0458,-3.10157,0.03723,0.6131,0.23011,3.61618,0.48288,0.44055,0.34665,0.7884,0.70756,0.26727,0.50435,0.34078,0.33899,0.30126,3.66049,0.33143,0.40635,1.1383,0.47763,0.69798,3.55608,3.70948,3.50519,0.38721,0.39121,3.54061,3.86497,4.03844,0.73449,6.88398,1.48953,3.7115,0.43921,0.44963,3.65837,0.39221,0.49718,1.02067,0.68749,3.75764,3.77927,6.99741,1.01106,3.80833,3.86272,0.3482,0.57462,0.84237,4.10021,0.90461,6.8992,3.96522,3.54037,0.59486,3.6344,0.82722,0.69322,3.68349,0.74123,7.06171,6.88387,0.71321,0.59524,4.57249,0.5408,3.65953,4.11747,0.63197,0.29715,3.67649,0.20015,0.69315,3.57839,0.53875,3.68296,3.63088,0.38484
203.0,0.08252,0.1062,0.23731,0.33635,0.52405,0.57939,0.51945,0.50801,0.46475,0.55184,0.94658,0.42504,0.42036,0.44671,0.75785,0.79121,0.5103,3.6836,0.59991,0.56929,0.93966,0.55639,0.52804,0.62561,4.05629,0.72976,0.59947,3.82712,3.95538,0.68635,3.73779,4.00557,3.69831,0.75915,4.01514,0.60063,1.07383,3.92694,0.67255,0.82924,0.94585,1.17119,4.4294,3.94055,3.69406,0.81413,0.88029,1.35506,3.77317,1.07407,1.05719,1.13425,0.97565,4.1339,0.9795,6.95505,0.81765,7.00663,1.34265,0.64452,3.72223,7.01906,1.23406,3.64398,7.04105,6.81036,1.08584,4.0912,3.70906,1.41397,0.87891,3.8643,3.97304,1.16723,0.79682,3.81179,3.80987,4.06957,1.19982,0.73496
204.0,0.00693,0.02574,0.11312,0.51058,0.43688,0.41401,0.44088,0.54626,0.51635,0.40297,0.63498,0.53357,0.51549,0.65162,0.69222,0.68027,0.49876,0.85164,0.69792,0.59352,0.85173,0.60971,0.51879,0.79327,1.06008,0.6501,0.82527,0.77217,1.0562,0.78053,1.17174,4.0056,0.80018,0.79224,1.01251,0.81052,0.78054,1.2793,0.79134,1.00444,0.9132,1.26775,1.54511,1.08848,1.04325,0.94937,1.07955,1.46623,1.00397,1.42588,1.2998,1.5392,0.96843,1.05692,1.3163,0.93549,1.13406,4.37537,1.7222,1.16619,1.43831,4.29522,1.39983,1.01794,4.09056,4.35431,1.18096,4.17003,3.93289,1.3049,1.27295,1.24592,1.54347,1.27364,4.09177,3.85858,4.15073,1.19477,0.93607,0.99851
205.0,0.03058,0.01229,0.12519,0.44026,0.40836,0.40935,0.3738,0.50777,0.58668,0.46746,0.49029,0.58761,0.48067,0.61545,0.59661,0.64334,0.66561,0.74693,0.65984,0.73485,0.78539,0.72738,0.60908,0.73853,0.78908,0.78101,0.86479,0.78392,0.89282,0.92107,1.15977,0.98922,1.06765,1.18927,0.82332,1.12786,0.98215,1.71521,1.08649,1.01097,1.24347,1.36627,1.18901,1.13041,1.30994,1.12054,1.24647,1.05001,1.2094,1.82627,1.01427,1.20604,1.26305,1.87835,1.39929,1.38632,1.29006,1.26706,1.30599,1.17379,4.73056,4.39103,1.30375,1.06465,1.1804,1.42402,4.07445,1.28,1.17499,1.24561,1.55057,1.40051,1.72007,1.62751,4.70998,4.57951,4.53924,1.33718,1.30546,1.08073
206.0,0.00803,0.0248,0.12483,0.36977,0.39516,0.36652,0.39243,0.44778,0.50738,0.48368,0.52689,0.52892,0.5495,0.52327,0.52619,0.61143,0.60954,0.58246,0.67396,0.6634,0.67907,0.75033,0.64103,0.74876,0.78083,0.83154,0.83998,0.73332,0.94379,0.98277,1.08602,0.88091,0.94701,0.96392,0.94389,1.16236,1.04064,1.40418,0.97019,1.14136,1.02233,1.28809,1.14755,1.20638,1.01732,1.24945,1.24127,1.12414,1.28702,1.41563,1.17421,1.41756,1.36044,1.34358,1.33237,1.43467,1.26195,1.36512,1.32458,1.39099,1.56043,4.29607,1.44504,1.35771,1.40049,1.47713,1.26673,1.46466,1.56104,1.33239,1.25952,4.59869,1.82966,1.68192,1.54774,1.64903,4.30322,4.49729,4.3844,1.43189
207.0,0.00671,0.02674,0.09315,0.35922,0.3411,0.36466,0.34942,0.40081,0.47099,0.46186,0.47288,0.52529,0.45582,0.53201,0.52102,0.6149,0.61305,0.59036,0.64786,0.65607,0.6108,0.69393,0.65468,0.69655,0.7652,0.80131,0.82662,0.77586,0.80708,0.80858,0.93185,0.87261,0.8534,0.95639,0.97102,1.01057,1.00617,0.94778,0.99265,0.95308,0.9096,1.16655,1.20495,1.03468,0.96301,1.20014,1.15057,1.13543,1.31822,1.55229,1.25245,1.56247,1.31152,1.24921,1.24336,1.3476,1.36202,1.31572,1.2935,1.42921,1.4925,1.31743,1.37899,1.37592,1.28428,1.62736,1.52267,1.85532,4.51806,1.5237,1.30574,7.20352,2.01071,1.57247,1.58925,1.60017,4.46158,1.84793,7.2802,1.60748
208.0,-0.01343,-0.00963,0.05556,0.30427,0.30728,0.31296,0.32382,0.3168,0.40765,0.38747,0.41685,0.44806,0.45246,0.48,0.50487,0.51281,0.52096,0.5376,0.51025,0.58795,0.56716,0.66725,0.6178,0.63226,0.65119,0.64753,0.76546,0.7145,0.71786,0.74771,0.77437,0.81637,0.86308,0.77176,0.82163,0.82366,0.81828,0.80635,0.94376,0.92296,0.90952,0.96953,1.16101,0.97037,1.01825,0.99425,1.05809,0.99203,1.12372,1.21083,1.10146,1.10017,1.13743,1.10161,1.19201,1.03957,1.1658,1.20164,1.25093,1.21908,1.20467,1.04142,1.21158,1.30423,1.23058,1.26921,1.34047,1.53219,1.61479,1.57056,1.77208,1.96798,1.80854,1.81155,1.71682,4.59226,4.49823,4.50361,4.80938,1.7049
