t/hr,j/mAcm2
0.002777777777777778,39.62144318181819
0.005555555555555556,39.49128977272728
0.008333333333333333,39.21454545454545
0.011111111111111112,38.892301136363635
0.013888888888888888,40.06996022727273
0.016666666666666666,39.55235227272727
0.019444444444444445,39.148869318181816
0.022222222222222223,38.81823295454546
0.025,38.97295454545455
0.027777777777777776,38.74438636363637
0.030555555555555555,38.645107954545445
0.03333333333333333,38.860437499999996
0.03611111111111111,39.00201136363637
0.03888888888888889,38.686499999999995
0.041666666666666664,38.936647727272735
0.044444444444444446,38.51021590909091
0.04722222222222222,38.158267045454544
0.05,38.04876136363636
0.05277777777777778,39.351681818181824
0.05555555555555555,38.95372159090909
0.058333333333333334,38.75101704545454
0.06111111111111111,38.444278409090906
0.06388888888888888,38.25978977272727
0.06666666666666667,38.14402840909091
0.06944444444444445,38.393551136363634
0.07222222222222222,39.05196590909091
0.075,38.54002840909091
0.07777777777777778,38.295312499999994
0.08055555555555556,38.0533125
0.08333333333333333,38.18002840909091
0.08611111111111111,38.18947727272728
0.08888888888888889,38.87064772727273
0.09166666666666666,38.40980113636363
0.09444444444444444,38.152414772727276
0.09722222222222222,38.346005681818184
0.1,37.95825
0.10277777777777777,38.16344886363637
0.10555555555555556,38.63645454545455
0.10833333333333334,38.225244318181815
0.1111111111111111,38.192767045454545
0.11388888888888889,38.153914772727276
0.11666666666666667,37.9906875
0.11944444444444445,38.09977840909091
0.12222222222222222,38.53652272727273
0.125,38.459505681818186
0.12777777777777777,38.27930681818182
0.13055555555555556,37.990903409090905
0.13333333333333333,38.089096590909094
0.1361111111111111,37.912676136363636
0.1388888888888889,38.36797727272727
0.14166666666666666,37.91470454545454
0.14444444444444443,38.080982954545455
0.14722222222222223,37.904085227272724
0.15,37.645005681818176
0.1527777777777778,39.29890909090909
0.15555555555555556,38.8105
0.15833333333333333,38.437073863636364
0.16111111111111112,38.18341477272727
0.1638888888888889,38.11198863636364
0.16666666666666666,37.85842613636363
0.16944444444444445,37.95140340909091
0.17222222222222222,38.392687499999994
0.175,38.2263125
0.17777777777777778,37.96085795454546
0.18055555555555555,37.73513068181818
0.18333333333333332,37.560034090909085
0.18611111111111112,38.68631818181817
0.18888888888888888,38.39057954545454
0.19166666666666668,38.07292045454546
0.19444444444444445,38.00513068181818
0.19722222222222222,37.718505681818186
0.2,37.84435795454546
0.20277777777777778,38.353238636363635
0.20555555555555555,38.38921590909091
0.20833333333333334,38.08539772727273
0.2111111111111111,37.83357386363637
0.21388888888888888,37.690920454545456
0.21666666666666667,37.867022727272726
0.21944444444444444,38.30859090909091
0.2222222222222222,37.93052272727273
0.225,38.00575568181819
0.22777777777777777,37.800698863636356
0.23055555555555557,37.73102272727272
0.23333333333333334,38.444375
0.2361111111111111,38.14460227272727
0.2388888888888889,37.793931818181825
0.24166666666666667,37.81786931818183
0.24444444444444444,38.23888068181818
0.24722222222222223,38.5535625
0.25,38.04380113636364
0.25277777777777777,37.81510227272727
0.25555555555555554,37.52557386363636
0.25833333333333336,37.629613636363636
0.2611111111111111,37.488875
0.2638888888888889,38.15407386363636
0.26666666666666666,38.24194886363636
0.26944444444444443,38.020590909090906
0.2722222222222222,37.73032954545455
0.275,38.32323295454545
0.2777777777777778,38.080960227272726
0.28055555555555556,37.83044886363636
0.2833333333333333,37.942448863636365
0.2861111111111111,37.747960227272735
0.28888888888888886,37.915977272727275
0.2916666666666667,38.24764204545455
0.29444444444444445,37.89847727272727
0.2972222222222222,37.623431818181814
0.3,37.52353409090909
0.30277777777777776,38.67363068181818
