wavelength (nm),0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,7.666666666666667,7.833333333333334,8.0,8.166666666666668,8.333333333333334,8.5,8.666666666666668,8.833333333333334,9.0,9.166666666666668,9.333333333333334,9.5,9.666666666666668,9.833333333333334,10.0,10.166666666666668,10.333333333333334,10.5,10.666666666666668,10.833333333333334,11.0,11.166666666666668,11.333333333333334,11.5,11.666666666666668,11.833333333333332,12.0,12.166666666666668,12.333333333333332,12.5,12.666666666666668,12.833333333333332,13.0,13.166666666666668,13.333333333333332,13.5,13.666666666666668,13.833333333333332,14.0,14.166666666666668,14.333333333333332,14.5,14.666666666666668,14.833333333333332,15.0,15.166666666666668,15.333333333333332,15.5,15.666666666666668,15.833333333333332,16.0,16.166666666666668,16.333333333333332,16.5,16.666666666666668,16.833333333333332,17.0,17.166666666666668,17.333333333333332,17.5,17.666666666666668,17.833333333333332,18.0,18.166666666666668,18.333333333333332,18.5,18.666666666666668,18.833333333333332,19.0,19.166666666666668,19.333333333333332,19.5,19.666666666666668,19.833333333333332,20.0,20.166666666666668,20.333333333333332,20.5,20.666666666666668,20.833333333333332,21.0,21.166666666666668,21.333333333333332,21.5,21.666666666666668,21.833333333333332,22.0,22.166666666666668,22.333333333333332,22.5,22.666666666666668,22.833333333333332,23.0,23.166666666666668,24.166666666666668,25.166666666666668,26.166666666666668,27.166666666666668,28.166666666666668,29.166666666666668,30.166666666666668,31.166666666666668,32.16666666666667,33.16666666666667,34.16666666666667,35.16666666666667,36.16666666666667,37.16666666666667,38.16666666666667,39.16666666666667,40.16666666666667,41.16666666666667,42.16666666666667,43.16666666666667,44.16666666666667,45.16666666666667,46.16666666666667,47.16666666666667,48.16666666666667,49.16666666666667,50.16666666666667,51.16666666666667,52.16666666666667,53.16666666666667,54.16666666666667,55.16666666666667,56.16666666666667,57.16666666666667,58.16666666666667,59.16666666666667,60.16666666666667,61.16666666666667,62.16666666666667,63.16666666666667,64.16666666666667,65.16666666666667,66.16666666666667,67.16666666666667,68.16666666666667,69.16666666666667,70.16666666666667,71.16666666666667,72.16666666666667
200.0,0.14922,0.32967,0.37936,0.42323,0.58765,0.46458,0.52592,0.44251,0.51901,0.68035,0.46593,0.46934,0.55012,0.63972,0.43532,0.57111,0.52084,0.25062,0.31227,0.28966,0.32306,0.41536,0.39504,0.43366,0.42841,0.3685,0.34106,0.36894,0.40184,0.39924,0.37048,0.46973,0.37642,0.48104,0.41621,0.44599,0.45308,0.40666,0.44741,0.45369,0.47703,0.41787,0.4309,0.45776,0.42942,0.46379,0.51945,0.53461,0.4728,0.44179,0.50276,0.52917,0.39817,0.38124,0.43013,0.41476,0.40818,0.49421,0.43985,0.46341,0.4407,0.46877,0.50471,0.47574,0.43741,0.4892,0.42536,0.5266,0.44155,0.5042,0.45445,0.52073,0.48549,0.50494,0.4654,0.49198,0.55649,0.57763,0.51347,0.42598,0.41779,0.40113,0.4289,0.49296,0.51058,0.36609,0.50465,0.49739,0.52736,0.48349,0.5139,0.58718,0.54603,0.66869,0.44488,0.59938,0.54328,0.56491,0.63123,0.45062,0.51248,0.53834,0.64369,0.50233,0.56568,0.57071,0.62083,0.44672,0.5725,0.59256,0.6597,0.55804,0.53613,0.7353,0.59052,0.59397,0.54031,0.62404,0.74499,0.68335,0.67751,0.73722,0.98744,0.69712,0.76421,0.70729,0.85246,0.68854,0.75326,0.82497,0.74658,0.79761,0.77679,0.67715,0.79547,0.80125,0.6776,0.67367,0.85762,0.86212,1.16137,0.69467,1.01828,0.91837,0.8925,0.91051,0.93357,1.02798,0.92125,0.82521,0.87007,0.71368,1.1031,0.87234,1.11619,0.84871,0.87086,0.76488,0.76318
201.0,0.11016,0.33647,0.38024,0.41558,0.5157,0.43851,0.48055,0.46837,0.48771,0.5925,0.47669,0.50067,0.54518,0.58512,0.48876,0.59081,0.54557,0.19993,0.29578,0.30166,0.33669,0.36157,0.36505,0.40453,0.39085,0.36658,0.34455,0.35733,0.38262,0.37773,0.35709,0.42028,0.36609,0.42436,0.38443,0.40131,0.40281,0.38594,0.4029,0.41228,0.44379,0.40699,0.41926,0.42317,0.4122,0.43234,0.46924,0.46851,0.45819,0.42818,0.4258,0.46758,0.40877,0.38828,0.4508,0.40924,0.41086,0.45607,0.44778,0.45314,0.4284,0.45229,0.46805,0.46027,0.44512,0.46754,0.46239,0.48978,0.42617,0.49182,0.45807,0.50739,0.48664,0.48184,0.45692,0.47711,0.51555,0.5426,0.49918,0.44953,0.47277,0.44998,0.44341,0.51957,0.50491,0.44144,0.50581,0.50307,0.52115,0.49393,0.51416,0.55142,0.52369,0.59438,0.51431,0.56492,0.56653,0.55811,0.58107,0.48932,0.52545,0.54226,0.60403,0.55938,0.59033,0.58872,0.60693,0.49912,0.58522,0.57969,0.60426,0.59623,0.54907,0.71327,0.67385,0.64684,0.62569,0.67285,0.77564,0.77389,0.71785,0.74661,0.9813,0.74388,0.84897,0.75816,0.90367,0.79968,0.8023,0.89046,0.8687,0.91301,0.896,0.81614,0.92068,0.91464,0.83422,0.9925,1.18646,1.08378,1.25193,0.96627,1.01516,1.00073,0.96433,1.11548,1.08105,1.03888,1.1654,1.04356,0.98801,0.89538,1.1658,1.00249,1.0658,0.93233,0.99687,0.95802,0.97142
202.0,0.07832,0.33601,0.37299,0.40252,0.46239,0.4278,0.44194,0.48473,0.46763,0.50838,0.49515,0.50456,0.55229,0.53399,0.52441,0.58163,0.55729,0.15158,0.26003,0.29819,0.34448,0.32143,0.34236,0.35347,0.35071,0.35388,0.34718,0.33196,0.35081,0.34647,0.34852,0.36722,0.35487,0.35601,0.35546,0.35804,0.36071,0.34618,0.36389,0.37174,0.40296,0.40983,0.4096,0.37199,0.38485,0.41104,0.40977,0.38553,0.42402,0.39746,0.37399,0.39911,0.40737,0.38079,0.447,0.40399,0.39854,0.41502,0.44154,0.4302,0.43371,0.44808,0.4266,0.44135,0.4586,0.43234,0.48564,0.44532,0.42233,0.47094,0.44607,0.49164,0.48854,0.45984,0.45413,0.46363,0.46133,0.51559,0.46854,0.47582,0.5062,0.48783,0.45087,0.52029,0.4928,0.47588,0.50386,0.50053,0.51018,0.51986,0.52033,0.51079,0.51657,0.51695,0.55469,0.53049,0.56783,0.53901,0.55728,0.53472,0.53365,0.5575,0.57467,0.60647,0.61036,0.56947,0.58998,0.56218,0.58853,0.58415,0.5628,0.62058,0.57996,0.69449,0.72463,0.70233,0.68001,0.71488,0.79484,0.80624,0.78359,0.80138,0.96373,0.84015,0.91239,0.81797,0.95347,0.91822,0.86314,0.96019,0.99968,1.13037,1.05059,1.05367,1.0877,1.02809,1.09225,1.2746,1.4717,1.33805,1.35081,1.25811,1.06439,1.1546,1.20953,1.26652,1.28967,1.12479,1.38383,1.33779,1.14308,1.20286,1.27359,1.20206,1.1675,1.13264,1.21598,1.2347,1.16525
203.0,0.08062,0.26919,0.38073,0.39066,0.40885,0.44007,0.43272,0.47282,0.46503,0.46653,0.48295,0.52102,0.53368,0.5313,0.55859,0.572,0.57959,0.16268,0.24614,0.29351,0.29116,0.31122,0.31166,0.33904,0.31738,0.34134,0.32253,0.3263,0.33415,0.34205,0.33225,0.35467,0.33817,0.35319,0.34779,0.33026,0.36759,0.34671,0.35371,0.35819,0.39004,0.3582,0.37068,0.37531,0.38413,0.38431,0.3806,0.38024,0.40077,0.39003,0.36993,0.3897,0.38269,0.39534,0.418,0.40113,0.42489,0.40813,0.4243,0.42786,0.41929,0.42387,0.43146,0.4253,0.45553,0.42809,0.45452,0.44826,0.43269,0.46796,0.4531,0.45075,0.46334,0.47045,0.45486,0.47462,0.48611,0.47363,0.48646,0.47687,0.50077,0.50235,0.4602,0.50368,0.50526,0.50534,0.5193,0.51411,0.53015,0.52495,0.52649,0.50817,0.53477,0.54724,0.55658,0.53591,0.5487,0.53628,0.53744,0.56432,0.54666,0.5881,0.55174,0.58667,0.56365,0.59592,0.64057,0.58826,0.57513,0.59028,0.59527,0.59159,0.60465,0.6875,0.74609,0.68787,0.70572,0.7361,0.82144,0.79846,0.81872,0.82766,0.89057,0.89506,0.9374,0.87399,0.94906,0.97868,0.94296,1.06202,1.05471,1.16368,1.16712,1.21481,1.21776,1.14933,1.33293,1.40468,1.59971,1.49855,1.46034,1.4585,1.22811,1.42188,1.35084,1.43462,1.47261,1.31865,1.4941,1.60864,1.39611,1.43941,1.35979,1.47065,1.43613,1.41283,1.40896,1.54317,1.50259
204.0,0.082,0.26205,0.35478,0.37139,0.40522,0.43165,0.4268,0.45473,0.45822,0.46623,0.48212,0.48045,0.52951,0.52027,0.53508,0.53552,0.56368,0.15764,0.22479,0.27321,0.27424,0.30893,0.3073,0.31385,0.3078,0.31766,0.31739,0.30941,0.32417,0.31947,0.32877,0.33586,0.33363,0.32947,0.34171,0.32906,0.35679,0.32993,0.34647,0.3493,0.36575,0.35135,0.35501,0.35729,0.37134,0.37402,0.35963,0.36533,0.38334,0.3704,0.37836,0.37719,0.36957,0.37746,0.39678,0.38929,0.40632,0.39844,0.39532,0.40987,0.42146,0.41868,0.41476,0.40727,0.44416,0.40784,0.42999,0.42911,0.42821,0.44566,0.44129,0.44703,0.45263,0.45643,0.45156,0.46856,0.46784,0.46654,0.47129,0.47591,0.47509,0.48371,0.45602,0.46992,0.49162,0.47625,0.50226,0.49552,0.52082,0.52081,0.51733,0.50901,0.53863,0.5213,0.51813,0.52636,0.52623,0.51935,0.54043,0.55218,0.54728,0.57191,0.55468,0.56117,0.56194,0.55905,0.60965,0.5878,0.56091,0.58424,0.59723,0.57866,0.62083,0.67091,0.69669,0.69025,0.67723,0.73555,0.79708,0.76985,0.82575,0.85352,0.87354,0.91267,0.8944,0.9045,0.92998,0.96231,0.97175,1.06314,1.07956,1.23197,1.20669,1.29129,1.27948,1.21937,1.42558,1.39548,1.51073,1.55293,1.49523,1.50015,1.41772,1.56723,1.54403,1.48957,1.64502,1.52545,1.56568,1.7289,1.54108,1.61909,1.55471,1.64766,1.65873,1.64808,1.65081,1.72799,1.6322
205.0,0.07684,0.25771,0.33258,0.35168,0.37855,0.40145,0.41383,0.43933,0.43245,0.44966,0.46327,0.46221,0.49663,0.50029,0.52772,0.52185,0.5388,0.14635,0.21619,0.25334,0.25776,0.28266,0.29019,0.2997,0.29713,0.30191,0.30381,0.30012,0.31868,0.30944,0.31011,0.31452,0.32024,0.30961,0.32085,0.31841,0.33057,0.32669,0.33032,0.34011,0.34264,0.33078,0.33234,0.34598,0.35929,0.34699,0.33756,0.35557,0.37497,0.35752,0.35341,0.36443,0.35675,0.36394,0.38473,0.36892,0.39603,0.38528,0.37721,0.39721,0.40421,0.40056,0.39862,0.38783,0.41716,0.39764,0.40745,0.41134,0.40528,0.42691,0.44446,0.43413,0.42916,0.44638,0.43714,0.45402,0.45449,0.44599,0.46633,0.46707,0.45962,0.46756,0.46575,0.45531,0.47597,0.48043,0.48671,0.48311,0.51006,0.49166,0.50174,0.50691,0.51589,0.499,0.51201,0.50511,0.51781,0.51811,0.51394,0.52854,0.53873,0.53661,0.53679,0.53924,0.55247,0.5517,0.56406,0.56938,0.55548,0.55363,0.57188,0.56953,0.61676,0.63363,0.66699,0.67465,0.67834,0.72356,0.76397,0.77175,0.80011,0.8288,0.85919,0.86652,0.88443,0.91737,0.9009,0.91988,0.97811,1.05805,1.09245,1.18668,1.2169,1.24492,1.30572,1.32753,1.41163,1.41781,1.45064,1.55383,1.50563,1.5951,1.59543,1.6615,1.59273,1.59434,1.74781,1.703,1.68714,1.81579,1.68001,1.69849,1.70075,1.7786,1.75387,1.80657,1.81701,1.87169,1.90738
206.0,0.06973,0.24774,0.29769,0.33615,0.35965,0.37992,0.3828,0.4054,0.40849,0.41986,0.43649,0.44523,0.46937,0.48882,0.4962,0.49253,0.51121,0.13307,0.20108,0.22973,0.24833,0.26613,0.27244,0.27985,0.2787,0.28319,0.2865,0.28012,0.29372,0.2836,0.29101,0.28226,0.30053,0.29275,0.30516,0.30171,0.30114,0.30572,0.30631,0.31146,0.30469,0.30996,0.31744,0.32146,0.33099,0.32922,0.31779,0.32002,0.34423,0.33362,0.32703,0.34735,0.3398,0.34071,0.35476,0.34256,0.36407,0.36012,0.35782,0.37143,0.37403,0.37013,0.37854,0.37323,0.38328,0.37984,0.38627,0.38136,0.38676,0.40192,0.41026,0.40969,0.4117,0.41916,0.41806,0.43203,0.42425,0.43157,0.4388,0.44549,0.43203,0.43927,0.44592,0.43853,0.45304,0.45987,0.47248,0.44641,0.4783,0.47207,0.47203,0.4773,0.49053,0.47052,0.49006,0.48169,0.49265,0.49633,0.49224,0.49992,0.5185,0.50254,0.51473,0.51745,0.52883,0.52991,0.5339,0.55216,0.54302,0.53392,0.54855,0.5497,0.59626,0.59183,0.64205,0.63861,0.66049,0.70613,0.7318,0.76304,0.77573,0.78776,0.82388,0.8195,0.83753,0.89053,0.86899,0.88591,0.91794,0.98788,1.07192,1.15955,1.21886,1.22795,1.30286,1.35069,1.40682,1.45373,1.43708,1.51824,1.56153,1.60174,1.67609,1.65939,1.62429,1.67211,1.73869,1.78087,1.74458,1.83151,1.78091,1.81536,1.87229,1.84159,1.85528,1.85279,1.93004,1.91943,1.93739
207.0,0.06772,0.23754,0.28033,0.31572,0.34011,0.36039,0.36577,0.37567,0.38592,0.39419,0.4161,0.42801,0.43708,0.46335,0.4735,0.47169,0.47478,0.12285,0.18686,0.20985,0.23078,0.24743,0.25537,0.25828,0.26608,0.26802,0.27041,0.26447,0.27426,0.2759,0.26963,0.26671,0.27951,0.27928,0.27954,0.28158,0.28342,0.28811,0.29073,0.2955,0.28754,0.29818,0.30142,0.3035,0.31086,0.3104,0.30234,0.3002,0.31324,0.31093,0.30552,0.32483,0.31751,0.32271,0.3314,0.32441,0.34869,0.34608,0.34734,0.34995,0.35514,0.35544,0.35981,0.35599,0.36037,0.3651,0.3644,0.36881,0.37212,0.3852,0.3905,0.38668,0.38997,0.3995,0.40077,0.4117,0.40591,0.41032,0.41351,0.42069,0.41309,0.41689,0.42983,0.41849,0.43413,0.44161,0.45086,0.43089,0.45514,0.44841,0.45525,0.4615,0.46284,0.45276,0.47004,0.45502,0.46516,0.47493,0.47238,0.47977,0.48897,0.48349,0.48933,0.49932,0.50247,0.50985,0.5122,0.52593,0.51445,0.50692,0.51855,0.52538,0.57005,0.56146,0.61056,0.6104,0.63424,0.66569,0.68266,0.71247,0.74233,0.75172,0.78414,0.79255,0.81057,0.84613,0.83557,0.84362,0.87823,0.96015,1.04753,1.13479,1.18917,1.19751,1.28636,1.3528,1.3969,1.4355,1.43204,1.46164,1.52979,1.62586,1.66015,1.6875,1.65912,1.71563,1.72709,1.85328,1.77202,1.83707,1.84952,1.8459,1.92526,1.88487,1.93722,1.88995,1.95418,1.97198,2.01255
208.0,0.06509,0.22442,0.26422,0.29722,0.32058,0.34221,0.34309,0.35073,0.36847,0.37319,0.3977,0.40317,0.41291,0.43642,0.44206,0.44956,0.45225,0.11063,0.17698,0.19749,0.21194,0.23235,0.23757,0.2442,0.2511,0.25461,0.25765,0.25384,0.25849,0.25968,0.25293,0.25271,0.26615,0.26668,0.26309,0.2661,0.26467,0.26977,0.2725,0.27209,0.27199,0.27922,0.28518,0.29027,0.29329,0.29389,0.29186,0.28787,0.29295,0.29128,0.29165,0.30043,0.30289,0.30675,0.31488,0.31207,0.32584,0.32731,0.33063,0.32909,0.33134,0.33287,0.34001,0.3403,0.34385,0.34387,0.34343,0.35253,0.35702,0.36473,0.3624,0.36542,0.37484,0.36829,0.38357,0.38953,0.38288,0.39102,0.38636,0.39804,0.39366,0.39615,0.39952,0.39857,0.41554,0.42244,0.419,0.41143,0.43074,0.43158,0.42941,0.44092,0.43951,0.43252,0.44474,0.43429,0.43667,0.44222,0.45155,0.45448,0.46407,0.46481,0.46389,0.47874,0.48118,0.48537,0.49381,0.49474,0.48314,0.48348,0.49305,0.50612,0.53552,0.54368,0.5818,0.587,0.60433,0.62925,0.64268,0.68172,0.70363,0.71061,0.73722,0.76104,0.76327,0.79458,0.80253,0.81189,0.83888,0.92257,1.02311,1.10847,1.14971,1.19545,1.2567,1.31466,1.36754,1.39253,1.42003,1.42476,1.51692,1.55259,1.60362,1.67845,1.65708,1.71872,1.7289,1.81466,1.74921,1.78847,1.87349,1.86198,1.96218,1.88453,1.95263,1.90417,1.95517,1.98571,1.94155
