wavelength (nm),0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0
200.0,10.0,1.15075,0.89557,1.18093,10.0,1.89358,-3.33333,3.35077,-5.72415,0.87158,1.54912,7.61533,7.76514,1.10342,1.08149,3.38086,1.53215,1.61638,1.37501,1.37553,3.44355,7.72162,7.71977,1.25481,10.0,7.50761,3.37178,-3.33333,-3.33333,7.68102,-3.33333,3.10356,1.69635,1.27814,1.58602,7.839,7.77865,1.32874,1.47192,1.33847,10.0,1.01753,1.10153,1.26117,10.0,1.1565,3.47377,1.27418,7.66205,1.18578,10.0,3.22951,7.74591,7.7898
201.0,10.0,1.48942,4.43108,4.51586,6.81604,4.62134,6.84416,7.17369,1.34907,7.52317,1.29181,1.32983,1.88009,4.56746,4.57583,10.0,1.92375,1.6918,1.42183,4.70808,3.6407,1.28524,1.41836,4.35798,10.0,4.26016,6.83863,3.66149,7.0448,1.23854,7.01697,6.74255,1.43188,1.57637,1.88926,7.839,4.5957,4.77778,2.11186,4.63572,3.8251,4.49398,4.61455,4.69237,6.99417,1.27771,6.90461,1.30803,1.34175,4.64651,3.68879,6.90738,4.57536,4.64922
202.0,6.80477,7.00549,3.80227,0.6586,3.78507,4.2423,0.46533,4.25723,1.14783,3.61728,0.71266,3.91926,3.85316,3.88407,3.68377,3.73194,0.77728,3.89458,3.75875,3.84595,0.58001,0.83842,0.62843,6.97615,3.83177,3.65138,1.38821,3.78544,7.0448,6.71783,1.46024,0.71393,6.61564,1.04524,4.38946,7.09952,0.74855,1.13078,1.35239,6.98239,3.72224,4.41295,3.8743,3.7262,4.14662,0.67253,0.99162,3.63212,0.882,0.63308,0.7214,6.78674,0.58722,3.85147
203.0,3.74696,3.8055,6.98096,3.88238,10.0,4.24482,3.80442,4.1204,6.95888,0.92733,4.08063,4.33961,3.93593,0.99369,4.13475,1.12671,3.89459,4.23864,1.35796,6.90865,0.86995,4.17502,0.95759,0.89323,1.30671,4.01312,5.61699,4.0996,7.41784,4.14837,1.82891,0.84085,7.19508,1.47632,6.91002,4.19357,4.05122,1.79162,1.17486,4.2987,4.09504,1.5653,4.20419,4.04834,1.39987,3.97453,1.1223,1.58319,4.00367,4.43621,6.97717,3.96225,6.86477,7.14927
204.0,4.15837,4.32452,4.31398,1.67071,4.42896,4.41768,7.05371,4.06013,7.00976,4.26577,4.30744,4.37077,4.45722,4.11985,1.71255,4.34269,1.20952,1.6571,4.45891,7.24968,1.44585,7.14724,1.36286,4.45491,1.21664,7.11429,4.222,7.31203,4.62589,4.20581,1.19333,1.44544,4.90461,1.37287,4.45471,4.56839,1.33862,2.21249,4.46158,7.31631,4.53733,1.55809,4.4408,4.38033,4.26511,1.39279,2.00348,4.51361,4.41547,4.57721,7.16612,1.52587,7.05209,4.37466
205.0,4.62851,1.68005,7.21692,7.51871,4.45954,10.0,7.05371,1.73975,1.43251,4.14406,1.61585,4.67009,4.60825,1.53662,4.48245,7.46843,1.66382,2.00193,7.82911,1.91634,4.31388,4.42289,4.33243,4.65162,4.39332,4.39405,1.66828,4.43844,7.2149,4.54081,4.63228,1.91609,5.09585,1.68854,1.66949,1.83994,7.19537,1.99014,4.51679,4.40574,4.55772,1.8363,4.67173,7.15382,1.7625,7.1477,2.5528,7.23834,1.85519,7.34126,7.28393,4.39995,1.71054,2.18519
206.0,1.69182,1.85855,4.45479,4.46739,7.31909,4.35668,4.26395,4.69593,7.21616,1.53766,4.55733,2.07152,1.99364,1.9819,1.99512,4.77228,1.89643,1.7105,2.14077,4.47538,7.18837,7.50627,1.91393,7.26402,4.70823,4.48747,4.61068,1.98897,1.56367,4.60013,4.68513,7.35921,5.06949,1.90243,1.58687,4.56708,4.65463,7.26532,2.91501,4.40051,2.40466,1.97515,4.61888,7.65688,4.65058,7.22021,1.89718,4.52899,4.80063,1.99017,7.28393,4.43925,4.53724,2.29827
207.0,1.44798,1.75901,2.29183,2.02324,4.54879,1.77772,1.75877,4.43051,10.0,4.59617,2.01106,2.03421,1.98738,2.04638,2.07145,2.27386,2.16554,1.82784,2.04883,4.68343,1.75252,7.50627,2.06587,10.0,2.07621,2.1729,2.37255,2.07576,4.462,7.21518,2.11447,4.79533,4.92956,1.93619,1.84429,7.39409,2.04944,5.28004,4.71365,4.90509,2.43652,2.62458,1.99907,2.85813,7.22251,4.58743,7.28256,4.87353,4.80266,2.32195,7.36612,1.90888,2.14309,4.87225
208.0,1.54714,1.70189,2.19511,2.23886,1.89069,1.9493,1.81271,1.76887,4.53322,4.44615,1.84241,1.79833,1.86279,2.12753,1.9647,2.09258,2.16478,4.74234,2.27161,2.29135,2.25793,7.36339,2.16935,7.43488,4.66061,4.7889,2.31716,4.94916,4.62508,4.70595,2.0755,2.19403,10.0,5.07076,2.43765,7.33083,2.44101,2.19267,2.1811,4.76795,2.17938,2.56093,2.58344,2.18686,7.42496,7.40017,4.79778,7.40072,2.42869,2.12416,4.75706,7.35732,5.18816,4.88994
