E vs SHE,j / mAcm2
1.6492710000000002,0.17927613636363637
1.749976,0.1883661931818182
1.850023,0.1843484659090909
1.9502920000000001,0.16764602272727272
2.0502029999999998,0.13479289772727274
2.149971,0.3132296590909091
2.2497469999999997,1.4289255681818185
2.34998,3.4115971590909093
2.449836,5.7800625
2.549791,8.346022727272729
2.650007,11.018329545454547
2.7498739999999997,13.765232954545457
2.849862,16.553301136363636
2.950014,19.37155681818182
3.0499159999999996,22.20578409090909
3.1498,25.046363636363633
3.249784,27.898511363636363
3.349882,30.758517045454546
3.449751,33.74623863636364
3.549649,36.494778409090905
3.649804,39.339931818181824
3.749716,42.207823863636364
3.8495809999999997,43.907562500000004
3.9497,45.865272727272725
4.0496870000000005,48.84490340909091
4.149635,52.60769318181818
4.147233,53.20084659090909
4.046018,49.76326704545455
3.945782,47.02577272727273
3.84564,44.159937500000005
3.7458,41.21739204545454
3.64592,38.32898863636363
3.5457449999999997,35.395579545454545
3.445859,32.479988636363636
3.3459779999999997,29.56938068181818
3.245917,26.669284090909088
3.1459099999999998,23.770875
3.0460089999999997,20.91017045454545
2.946096,18.047795454545454
2.845916,15.217045454545454
2.7459249999999997,12.419051136363636
2.64609,9.686261363636365
2.5458619999999996,7.051488636363637
2.4459039999999996,4.553192045454546
2.346047,2.336455681818182
2.246075,0.7036999999999999
2.146025,0.05380670454545454
2.046142,-0.08972664772727272
1.946204,-0.14693392045454545
1.845962,-0.24051267045454547
1.746054,-0.3691856818181819
