,III_H2SO4,VII,Baseline,III_H3PO4,r2
0.0,-4.1795742247675867e-07,5.532052763040403e-08,-5.7692119438571984e-05,0.0,113.29977966969224
1.0,3.1972027696160846e-06,2.2449340010910305e-06,0.005149924396048572,0.0,56.796787101973266
2.0,-7.85500092295209e-06,9.826187027125512e-06,0.10246556900401618,0.0,110.27269302401359
3.0,-4.04118277753725e-06,1.607859954652968e-05,0.06607784661484693,0.0,69.93670662841244
4.0,-7.633045236727394e-06,1.1075573353443482e-05,0.09539060726245685,0.0,53.760271055135746
5.0,-1.8150496051914715e-05,2.5952763759145817e-05,0.1547140436443089,0.0,30.297453149983937
6.0,-5.2393068835070014e-05,3.2558491257817095e-05,0.21915987908388987,0.0,106.90097931146204
7.0,-2.080246393615682e-05,3.409199486370026e-05,0.1512613017536374,0.0,17.030779890862604
8.0,-2.047650507870119e-05,4.141180319484403e-05,0.1622877289177132,0.0,6.935709305910961
9.0,-2.6812296733247613e-05,4.7772460262361924e-05,0.20959151119868108,0.0,39.4669494655182
10.0,-3.0619924355899406e-05,5.049369639396556e-05,0.19688346981276605,0.0,61.09811462913777
11.0,-3.154864164729091e-05,5.6894805158325606e-05,0.1900810045711568,0.0,70.7036075324274
12.0,-3.081886343510211e-05,6.0069046718541643e-05,0.20176084218999513,0.0,38.10743178902068
13.0,-3.164324867795958e-05,6.700662226488486e-05,0.21331197546261366,0.0,23.58626620959692
14.0,-3.7592843412322596e-05,7.062848394735439e-05,0.22591210474831275,0.0,140.50613540579155
15.0,-1.676438233489242e-05,7.433458774959102e-05,0.15454925171806133,0.0,92.34961343958325
16.0,-3.0068983042489517e-05,8.029769520372664e-05,0.14357664035201564,0.0,54.93570898512723
17.0,-2.7890622749793592e-05,8.618523272237006e-05,0.206302773216911,0.0,46.03751237852855
18.0,-1.4764936714058453e-05,6.296502137010012e-05,0.12838148821582449,0.0,30.68503642334157
19.0,-2.3540512048260077e-05,8.558994069691497e-05,0.17947866629824286,0.0,17.33497398805524
20.0,-7.271743389623158e-05,9.734591134757026e-05,0.21477762568362463,0.0,72.66878906772108
21.0,-3.007480401714018e-05,0.00010510631062562014,0.18106086709041583,0.0,28.594854740889737
22.0,-2.6057702093029793e-05,0.00010967332223225868,0.19945175370502563,0.0,50.64882541823328
23.0,-2.5233360338321848e-05,0.00011124377187419305,0.20812943150950852,0.0,90.37433974352543
24.0,-3.0278388047783533e-05,0.0001177506623794044,0.18593420933958862,0.0,41.92578052111556
25.0,-1.687367187780131e-05,0.00012416249679524056,0.14797733773202584,0.0,93.86547488460768
26.0,-2.5362683872884593e-05,0.0001269078658887503,0.19644391641816789,0.0,227.44184556263954
27.0,-3.2139410028653146e-05,0.0001369401438047958,0.20349385394872024,0.0,189.8845580169621
28.0,-2.406482642235564e-05,0.00011956078159491435,0.1745944385153046,0.0,155.15540510402542
29.0,-1.2430742735148627e-05,0.00014123583391612013,0.11490868398796815,0.0,10.298811386613515
30.0,-7.747321565199933e-06,0.00015022919723429483,0.08828786203967583,0.0,104.09382163952372
31.0,-3.390616764526035e-05,0.00015063476327359284,0.2323346042116597,0.0,32.801767453883215
32.0,-2.3686855378257096e-05,0.000157340757402099,0.18976426581582956,0.0,37.817933233247274
33.0,-2.1958242381775745e-05,0.00016161044599814406,0.17734564606334668,0.0,79.91788473363427
34.0,-2.834786398401411e-05,0.0001689045343210852,0.15903436246164113,0.0,103.02474020067099
35.0,-1.7265553326602766e-05,0.00017196267951189175,0.15689494878364313,0.0,29.22547152674238
36.0,-2.2032334219535814e-05,0.00017584862160716295,0.1716287097479765,0.0,123.34696246576138
37.0,-2.1597066674501806e-05,0.00018190530816239935,0.16091235894923192,0.0,54.950595729134356
38.0,-2.6559504481780807e-05,0.0001859911974087217,0.17887181563892007,0.0,120.70230191286721
39.0,-1.4778877164106496e-05,0.0001887975709297811,0.1814583406541212,0.0,91.66885221625452
40.0,-1.2809009068879181e-05,0.0001989383205769162,0.14683399400667674,0.0,132.80470627771143
41.0,-7.408497745808738e-06,0.00020075932462402594,0.12940494275665704,0.0,97.52631492285572
42.0,-1.7816978693408044e-05,0.00020421457292717956,0.1889657847691858,0.0,34.13272285487741
43.0,-1.918651064584835e-05,0.00020937439510031885,0.17564524824826738,0.0,48.9566355898826
44.0,-3.673419634326641e-05,0.00021306833136214772,0.22618258292270255,0.0,130.9872711392877
45.0,-3.184614414141643e-05,0.00019392823787001015,0.1559408243621037,0.0,24.692310270714877
46.0,-1.3882337706944872e-05,0.0001944957957838478,0.19008724307148703,0.0,182.4051566083026
47.0,-5.935402356300526e-06,0.00022960031296288995,0.11322006118599677,0.0,18.049327684257143
48.0,-2.647334206549904e-06,0.00023572829741133264,0.11993328486528074,0.0,151.27036794318863
49.0,-1.7977702342306073e-05,0.00023965414173695486,0.16040787510759208,0.0,204.24989703740957
50.0,-1.4506208813922152e-05,0.00024253901605537784,0.14770023693153603,0.0,147.30035296071563
51.0,-3.276746526218126e-05,0.00023797787621607696,0.21894929355689036,0.0,82.71004040556731
52.0,1.929365684101248e-05,0.00022451769262512306,0.07871352829052772,0.0,112.59896878644761
