E vs SHE,j / mAcm2
1.649134,0.12575869318181818
1.749651,0.8457670454545454
1.849703,2.743315909090909
1.949892,5.232956818181819
2.049748,7.9999261363636345
2.149614,10.905
2.249668,13.90896590909091
2.349627,16.962073863636366
2.4494719999999996,20.06082954545455
2.54942,23.18684090909091
2.6496389999999996,26.347181818181816
2.749504,29.682596590909093
2.849481,32.92248863636364
2.9496789999999997,36.230090909090904
3.0495989999999997,39.57301136363636
3.1494389999999997,42.924210227272724
3.249418,46.24381818181818
3.349496,49.587011363636364
3.44937,52.920624999999994
3.5492329999999996,56.247073863636366
3.6493849999999997,59.57744318181819
3.749317,62.83375000000001
3.8491549999999997,66.06255681818182
3.9493039999999997,69.11772727272727
4.049299,72.16176136363636
4.1492,74.93613636363635
4.24919,77.32482954545455
4.349333,80.71494318181819
4.449267,83.69437500000001
4.549117,86.86772727272728
4.649341,91.15295454545453
4.646894,90.82761363636364
4.545417,89.55590909090908
4.445373,84.53903409090908
4.345463,80.91164772727272
4.245282,77.42335227272727
4.145358,74.26670454545454
4.045448,70.95994318181819
3.9454219999999998,67.61852272727273
3.8452759999999997,64.9640340909091
3.745437,61.58784090909091
3.645513,58.23267045454545
3.545358,54.8124375
3.4454879999999997,51.437749999999994
3.3456159999999997,48.12582954545454
3.2455399999999996,44.79057386363636
3.1455569999999997,41.451221590909086
3.0456809999999996,38.14680681818182
2.945764,34.96071022727273
2.845567,31.637079545454547
2.745605,28.343801136363634
2.645721,25.095142045454544
2.545514,21.855414772727272
2.445605,18.65791477272727
2.34576,15.501801136363637
2.2457849999999997,12.388943181818183
2.145688,9.369852272727272
2.045815,6.493306818181818
1.94592,3.862795454545455
1.8457080000000001,1.6895562499999996
1.74578,0.36517653409090906
