wavelength (nm),0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0
200.0,0.67629,3.55637,6.9364,0.2124,0.36418,0.2051,0.29376,0.47933,3.61209,0.53397,0.62013,1.387,10.0,0.71804,6.7367,6.71237,0.12631,3.91306,-3.29786,0.24775,10.0,6.56758,1.52589,0.21274,3.5325,0.27055,-3.08726,-0.00862,0.42096,0.28358,0.85951,3.6585,3.33333,6.63537,3.66924,0.45298,3.87444,0.41828,3.9838,0.5809,0.33149,3.7315,0.28449,0.59918,6.70387,-0.00499,0.04903,3.7069,3.81002,1.19948,0.43261,6.6565,0.57143,0.62763,0.41231,10.0,0.69042,0.27635,3.55456,6.68944,6.65135,0.3958,0.45809,3.45409,0.53047,6.86737,1.01636
201.0,3.56885,3.10174,0.43908,-0.19993,0.10486,-3.29094,0.43987,-0.01105,3.97236,0.44233,3.4584,3.3211,3.33719,0.14512,6.7367,0.19733,3.63673,6.57063,0.15283,3.25776,6.95543,-3.38774,0.35106,3.35045,3.33333,0.61627,0.0574,3.17149,0.00476,0.29392,0.62627,3.42276,0.43856,3.35863,3.44687,0.77616,0.58698,0.17336,3.59457,-3.39973,0.29078,3.48236,-0.01104,3.23947,6.70387,-0.07918,-3.40883,3.10538,3.33333,0.41195,3.59649,3.39002,6.88029,0.64981,0.20413,0.25239,3.15235,0.35354,3.41136,-0.01636,0.25389,0.07131,0.03297,6.45259,0.53825,0.38229,3.46064
202.0,3.49255,0.02072,3.55352,0.42781,0.40784,3.68924,1.01322,0.31129,0.76825,4.48455,3.79258,3.80885,0.50244,0.65608,3.68096,0.63529,0.48655,7.00231,3.86283,6.91614,6.95543,3.65756,0.63268,4.04679,10.0,3.97929,6.72407,4.41962,4.12277,3.69196,0.92095,3.65367,4.02463,0.38916,6.60517,1.2771,1.10394,3.61262,3.89092,3.68041,0.8464,3.6166,3.79293,3.77314,10.0,6.97144,3.50232,3.68834,4.28682,6.95229,10.0,6.88113,6.97437,3.73682,0.64317,3.88776,4.27956,0.82178,3.9967,6.75359,3.96814,0.60911,0.38937,3.94411,0.70631,0.57143,3.68763
203.0,0.04801,0.16246,0.57693,0.50746,0.73721,3.8229,0.72441,0.88738,0.37206,1.42636,0.70976,1.0016,0.74361,0.67374,0.70221,1.02061,0.87535,10.0,3.95613,3.93847,4.11679,1.01748,3.96237,1.34706,4.07505,0.95964,7.06318,1.61714,7.07412,4.24488,1.15066,7.27609,4.11089,1.24656,7.10812,4.08725,6.95,3.96845,4.51494,4.12377,4.09212,4.77062,4.1136,1.02035,10.0,0.89392,4.14659,1.08732,1.43324,3.92239,4.05478,0.93961,10.0,4.4908,3.75069,6.9687,4.50978,1.10017,7.17679,6.94511,7.24509,6.91914,3.89752,4.0349,6.96031,1.0019,7.55547
204.0,-0.02541,0.20941,0.42366,0.4498,0.5982,0.85763,0.60114,0.73964,0.51968,0.72976,0.83639,0.80258,0.64652,0.64467,0.94594,0.72404,0.87412,7.03092,4.46571,4.2198,4.14855,1.72329,4.20999,7.08165,1.66423,4.18741,1.19198,4.12569,1.52668,7.03466,4.1136,1.55565,7.08524,4.55546,7.16178,2.03219,3.98945,1.45391,4.57053,1.0957,4.04758,2.12324,4.14897,4.04059,7.04887,3.99691,1.40933,4.23383,4.42578,1.28653,1.1425,7.08054,7.25325,1.61041,4.49641,4.25437,4.41326,4.76107,4.24959,4.35069,4.46395,7.29871,7.20191,7.15581,7.15462,4.34896,4.1032
205.0,-0.04209,0.11744,0.33272,0.40543,0.54779,0.62005,0.66538,0.61516,0.64209,0.60741,0.75025,0.6277,0.68349,0.84206,0.76577,0.71994,0.86794,7.36107,1.66726,7.28158,10.0,7.33195,4.21185,4.43991,4.60222,7.21394,1.3696,4.35108,1.68575,5.03137,7.33183,7.13429,4.41088,7.37928,10.0,5.05906,7.02247,4.49311,4.19326,1.67379,4.17264,7.16471,7.12253,1.62276,1.3977,1.23355,4.12344,4.33285,4.3482,4.60913,1.66268,7.00987,4.41742,4.3685,1.64566,1.44289,4.44525,7.15794,7.18463,4.95114,4.94228,4.72134,1.65243,4.41755,1.53115,4.87582,1.57096
206.0,-0.04717,0.06762,0.27954,0.45586,0.53179,0.54739,0.66456,0.50692,0.60679,0.58912,0.60885,0.6392,0.64368,0.7886,0.86668,0.71386,0.8589,1.99313,1.82579,1.98817,10.0,7.26664,4.23071,4.50342,7.22812,4.43955,4.24943,2.30769,4.51549,2.51984,2.33194,10.0,4.47252,2.22706,4.93061,4.57184,10.0,2.1296,4.39041,7.30529,7.28116,5.08114,4.29182,2.15964,4.94036,4.87145,7.37584,2.44121,7.08915,4.61313,1.8195,7.5182,1.92225,4.87645,5.02742,4.82859,5.01718,4.79553,4.4761,2.62128,4.79038,4.51736,1.68911,4.58872,1.83016,4.55699,7.30754
207.0,0.02739,0.11871,0.35172,0.46471,0.55669,0.61079,0.70383,0.59862,0.57189,0.63582,0.61144,0.63966,0.76016,0.75686,0.72592,0.74502,0.76057,2.09292,4.99698,1.86951,7.31948,1.94647,2.01811,4.39927,10.0,4.85659,7.32601,7.88654,4.82148,2.10237,2.04661,4.76701,1.82378,1.95164,5.1657,5.02453,5.42415,5.11713,4.69337,4.67092,5.16192,3.10798,1.72964,4.429,4.98827,5.17334,1.91684,2.97212,4.69924,4.71226,7.34576,2.10106,4.57821,2.08575,4.71016,5.10568,1.92714,5.16553,5.01775,4.63273,2.13745,4.52682,1.91892,7.26035,1.75245,4.48249,4.54884
208.0,0.02158,0.1096,0.30238,0.43542,0.49303,0.50752,0.68698,0.56427,0.52738,0.54304,0.55377,0.61383,0.69596,0.70583,0.75934,0.67254,0.75734,1.94472,4.89665,4.42845,7.27997,2.3918,2.1457,4.72453,4.59241,5.08865,4.69025,4.73139,2.1645,2.27861,4.80553,2.23963,2.30093,2.05792,7.42676,4.96097,4.87516,4.54891,4.6914,2.39479,2.42773,5.29714,1.53493,4.47982,5.0836,2.24497,2.13956,5.00014,5.04921,2.11022,4.5446,2.36616,7.3273,2.03584,2.17375,7.32433,2.32552,7.5293,5.40336,4.60691,4.73462,10.0,4.59183,7.41911,4.70061,4.75559,4.90913
