wavelength (nm),0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0
200.0,0.08388,0.10939,0.36206,0.35411,0.39305,0.26184,0.36688,0.35538,0.45274,0.47879,0.47281,0.34592,0.37585,0.5498,0.36091,0.55935,0.38565,0.55554,0.48713,2.21997,1.00237,0.85562,0.36422,0.63314,0.46226,0.73759,0.54518,0.81709,0.70629,0.65523,0.52326,0.46776,0.60796,0.52839,0.69665,0.57758,0.57864,0.65108,0.62964,0.41931,0.72141,0.51509,0.41952,1.04463,1.34189,0.87173,1.03523,0.50897,0.91688,0.78674,0.66477,0.58631,0.44888,0.70294,0.52306,0.73374,0.72033,0.74665,0.68392,0.57521,0.76065,7.02482,0.74425,0.7125,0.7076,0.66079,0.59511,0.58943,0.73963,0.36516,0.74115
201.0,0.06966,0.19072,0.36178,0.3462,0.40024,0.33173,0.40856,0.4069,0.45582,0.48486,0.48725,0.40931,0.44385,0.53568,0.43926,0.56635,0.50694,0.58864,0.5171,1.50217,0.8367,0.84471,0.53312,0.68905,0.66119,0.7024,0.6751,0.81664,0.77364,0.76774,0.6496,0.66517,0.70806,0.65895,0.75651,0.7447,0.73051,0.82622,0.79241,0.76479,0.81642,0.83931,0.66299,0.97881,1.39734,0.83882,1.03215,0.7089,1.02278,0.98045,0.78766,0.7989,0.66665,0.86451,0.6896,0.91197,0.88778,0.81311,0.77176,0.73397,0.87485,4.0528,0.86444,0.86471,0.88869,3.77435,0.78571,0.72675,0.87412,3.60524,0.89343
202.0,0.05424,0.25758,0.34479,0.34127,0.39145,0.39119,0.42977,0.45779,0.44756,0.48272,0.49546,0.47596,0.52731,0.51793,0.51481,0.58048,0.604,0.61722,0.56381,0.75377,0.70797,0.74293,0.69291,0.72733,0.83705,0.7051,0.76665,0.79494,0.82569,0.91731,0.77599,0.85037,0.84901,0.81418,0.85281,0.89054,0.89853,0.94944,1.04736,1.01835,0.9569,1.06365,0.96979,0.93184,1.49028,1.002,1.08642,0.95773,1.13588,1.25634,0.93129,1.08779,0.91028,1.05952,0.95047,1.05402,1.10626,0.97491,0.94741,0.96464,1.08612,1.13391,1.03666,1.12277,1.24534,3.86534,1.09691,0.89961,1.12603,4.08168,1.03777
203.0,0.06748,0.3055,0.33873,0.33494,0.38797,0.41237,0.44504,0.4659,0.48153,0.50733,0.5278,0.50895,0.55503,0.56364,0.57393,0.57992,0.67237,0.61395,0.6128,0.74025,0.6871,0.82923,0.77287,0.78319,0.84347,0.77996,0.86521,0.88309,0.8904,0.902,0.90332,0.95629,0.97156,0.9123,0.98164,1.02343,1.03167,1.01226,1.13863,1.1602,1.05662,1.22499,1.24847,1.30491,1.11335,1.18815,1.13538,1.12516,1.24218,1.20458,1.15926,1.19947,1.13715,1.21298,1.09463,1.20749,1.2531,1.13676,1.21319,1.18623,1.2396,1.19809,1.15123,1.17796,1.36702,4.04668,1.21198,1.09481,1.20603,4.29807,1.24694
204.0,0.07166,0.28747,0.3171,0.34564,0.38493,0.41043,0.43861,0.45741,0.47735,0.50209,0.5336,0.52561,0.56012,0.56766,0.58368,0.58841,0.65402,0.6272,0.66536,0.72118,0.7076,0.7555,0.77267,0.78982,0.81899,0.83002,0.84336,0.89221,0.90376,0.92684,0.93877,0.96498,1.02721,0.96286,1.0443,1.05735,1.07828,1.02964,1.20314,1.12163,1.15322,1.24372,1.37519,1.39381,1.27982,1.39688,1.24548,1.27517,1.30005,1.28624,1.27125,1.3167,1.29913,1.30265,1.22132,1.26106,1.39242,1.30265,1.36344,1.34858,1.31478,1.31713,1.25882,1.29382,1.46281,1.16768,1.34571,1.2423,1.42831,1.47919,1.27048
205.0,0.07276,0.27503,0.30631,0.34648,0.39086,0.4121,0.44738,0.44324,0.48436,0.49501,0.54201,0.53444,0.54106,0.56081,0.59657,0.59477,0.64687,0.6487,0.67503,0.71045,0.69095,0.75584,0.77456,0.79702,0.80591,0.8291,0.86125,0.91019,0.92645,0.91018,0.97162,0.97299,1.02177,0.99547,1.05961,1.09433,1.10702,1.08051,1.14771,1.15828,1.19519,1.36281,1.433,1.54693,1.42787,1.43171,1.31875,1.36169,1.34206,1.31254,1.38219,1.33408,1.42906,1.36928,1.29272,1.36325,1.4549,1.36532,1.43119,1.43445,1.33298,1.37001,1.36808,1.35009,1.38897,1.28015,1.34136,1.42149,1.42811,1.35597,1.33343
206.0,0.0732,0.27085,0.30046,0.33472,0.38459,0.40199,0.43599,0.43331,0.47573,0.4886,0.5175,0.52909,0.53648,0.55243,0.59475,0.60201,0.62979,0.64951,0.66213,0.70177,0.69945,0.72408,0.77185,0.78847,0.7977,0.82835,0.84499,0.88592,0.88891,0.91665,0.96441,0.9744,1.02341,1.00904,1.06436,1.06122,1.07989,1.10082,1.13653,1.16186,1.23853,1.40284,1.38908,1.40604,1.5028,1.3885,1.4091,1.4104,1.35023,1.33847,1.38575,1.37804,1.43167,1.37547,1.37097,1.40466,1.47535,1.41869,1.41174,1.43566,1.35662,1.43787,1.4174,1.38559,1.40291,1.33026,1.43191,1.42988,1.48431,1.41035,1.36634
207.0,0.06807,0.2537,0.29227,0.32471,0.37529,0.38561,0.41814,0.42182,0.45556,0.4656,0.4968,0.51106,0.51847,0.52714,0.57568,0.5937,0.60136,0.63249,0.62891,0.66487,0.68892,0.69631,0.74738,0.74513,0.76625,0.79911,0.82285,0.85524,0.85902,0.90025,0.93251,0.94563,0.9745,0.98758,1.02264,1.01993,1.04639,1.0773,1.08982,1.11641,1.22261,1.37527,1.39585,1.45231,1.48357,1.39725,1.4165,1.37527,1.35523,1.35901,1.40927,1.36024,1.41337,1.381,1.3936,1.3946,1.42662,1.41695,1.40388,1.42565,1.39175,1.41787,1.42568,1.40163,1.37848,1.32243,1.4176,1.43858,1.37931,1.3372,1.39775
208.0,0.0694,0.24569,0.28656,0.3188,0.36328,0.36984,0.40262,0.41479,0.43241,0.44961,0.4756,0.49071,0.50619,0.51111,0.55033,0.57306,0.58225,0.60754,0.61095,0.64429,0.66611,0.67871,0.71809,0.71952,0.74454,0.77413,0.78581,0.82585,0.82697,0.87071,0.89221,0.91093,0.94021,0.95277,0.97932,0.98924,0.99342,1.04817,1.05541,1.06993,1.20198,1.34602,1.37319,1.39366,1.40893,1.3604,1.38448,1.34842,1.37589,1.35988,1.39389,1.36252,1.37546,1.36571,1.36437,1.3534,1.38574,1.38538,1.37815,1.40507,1.37357,1.41141,1.37526,1.36147,1.35622,1.35272,1.39732,1.36192,1.38698,1.31602,1.36258
209.0,0.07215,0.23609,0.27385,0.3108,0.3515,0.36006,0.38829,0.39723,0.41307,0.43496,0.46112,0.47096,0.47949,0.48992,0.52368,0.54712,0.55482,0.57702,0.5912,0.61403,0.6326,0.65699,0.68201,0.68652,0.71043,0.73369,0.74056,0.78422,0.79576,0.83269,0.84345,0.86656,0.90022,0.90728,0.92465,0.95272,0.95193,0.99942,1.00139,1.02221,1.17609,1.2893,1.35032,1.35374,1.35081,1.35695,1.34987,1.33312,1.34366,1.33472,1.35617,1.35705,1.34122,1.34403,1.33609,1.32512,1.36398,1.35268,1.34794,1.36885,1.36024,1.36053,1.35175,1.33629,1.33295,1.33346,1.34357,1.32693,1.33638,1.3017,1.32998
210.0,0.07109,0.23127,0.26414,0.29802,0.33575,0.34462,0.3735,0.38362,0.39675,0.41627,0.44826,0.45444,0.46273,0.47346,0.50338,0.5235,0.53724,0.55797,0.56495,0.58675,0.6038,0.62747,0.6483,0.66076,0.68267,0.70985,0.70612,0.75163,0.76625,0.78308,0.80875,0.82333,0.85659,0.87123,0.88478,0.92151,0.91152,0.94815,0.96693,0.98439,1.13108,1.26711,1.29313,1.30135,1.30231,1.30815,1.30592,1.29299,1.31562,1.31052,1.30962,1.32516,1.29677,1.31123,1.29766,1.30353,1.31273,1.30022,1.31053,1.32292,1.32635,1.33172,1.32664,1.3159,1.29865,1.30076,1.29812,1.28839,1.30511,1.2702,1.27638
211.0,0.06863,0.22216,0.25499,0.28642,0.32718,0.33258,0.35777,0.36888,0.38068,0.39614,0.43006,0.43509,0.44403,0.45504,0.47617,0.4995,0.51474,0.53144,0.54298,0.56032,0.58109,0.60019,0.616,0.62665,0.64954,0.67618,0.67921,0.71967,0.73181,0.74196,0.77483,0.78555,0.8151,0.83111,0.84938,0.88646,0.87775,0.90926,0.93154,0.95491,1.09122,1.21929,1.2519,1.26324,1.26888,1.27108,1.26782,1.252,1.25821,1.2588,1.26905,1.29067,1.26388,1.27946,1.26234,1.27848,1.26849,1.27648,1.27951,1.28466,1.28932,1.28809,1.28576,1.28238,1.25176,1.25224,1.25544,1.25406,1.2525,1.25255,1.24398
212.0,0.06282,0.21499,0.24542,0.27435,0.31448,0.31603,0.34603,0.35328,0.36782,0.37589,0.40757,0.41438,0.42527,0.43309,0.45359,0.47556,0.49118,0.50376,0.51821,0.53792,0.5537,0.56671,0.58929,0.59785,0.61822,0.64381,0.65079,0.68496,0.69718,0.70967,0.74252,0.75405,0.77797,0.79195,0.80874,0.84768,0.84231,0.86981,0.8938,0.91242,1.04403,1.18729,1.19828,1.22275,1.23049,1.22219,1.22233,1.21169,1.22175,1.23253,1.23213,1.24378,1.23067,1.24008,1.23164,1.23718,1.22174,1.24566,1.23591,1.25166,1.24273,1.24642,1.23913,1.25281,1.20873,1.21544,1.21689,1.22342,1.2139,1.21192,1.2126
213.0,0.06174,0.20614,0.23622,0.26361,0.30354,0.30431,0.33195,0.33941,0.35436,0.36015,0.38585,0.39221,0.40751,0.41285,0.42971,0.4505,0.46421,0.47656,0.49447,0.51562,0.52837,0.54341,0.5647,0.57105,0.59191,0.60853,0.62483,0.65424,0.66531,0.68358,0.70622,0.7189,0.74761,0.76027,0.77654,0.8047,0.80809,0.83255,0.8523,0.87423,1.00772,1.13756,1.15378,1.18118,1.17847,1.18094,1.18942,1.18522,1.18032,1.18925,1.20007,1.20534,1.18923,1.20448,1.19975,1.19106,1.18695,1.20703,1.20694,1.21792,1.21217,1.20396,1.19846,1.20681,1.18141,1.18643,1.17277,1.18957,1.17458,1.18067,1.17725
214.0,0.05734,0.19901,0.22541,0.25159,0.29154,0.29105,0.31644,0.32361,0.33845,0.34473,0.36911,0.37339,0.38719,0.39586,0.41316,0.42632,0.44105,0.45551,0.47098,0.49015,0.50283,0.51678,0.53972,0.54473,0.56453,0.58337,0.59789,0.62305,0.63597,0.65458,0.67533,0.68738,0.71069,0.72703,0.74214,0.77057,0.77755,0.79744,0.81287,0.83491,0.97492,1.10281,1.12015,1.1374,1.13692,1.1432,1.15722,1.1515,1.14845,1.15817,1.16661,1.16659,1.15678,1.17245,1.17019,1.16021,1.16138,1.17057,1.17065,1.17992,1.17975,1.17043,1.16817,1.17741,1.14926,1.15315,1.14714,1.16246,1.14103,1.14578,1.14493
215.0,0.05284,0.19378,0.21912,0.23981,0.27957,0.27723,0.30278,0.30759,0.32339,0.33016,0.35315,0.35558,0.36875,0.38064,0.40269,0.40594,0.41925,0.43603,0.44853,0.46441,0.48074,0.49556,0.51175,0.52232,0.53842,0.56064,0.57155,0.59509,0.60932,0.62615,0.64798,0.65493,0.67846,0.69325,0.71249,0.73945,0.74562,0.76757,0.78093,0.80385,0.93835,1.06055,1.08414,1.10626,1.1053,1.10456,1.12083,1.11758,1.11484,1.11953,1.12764,1.13305,1.12514,1.13313,1.13028,1.13144,1.13579,1.13418,1.13936,1.13687,1.14532,1.14103,1.14046,1.13747,1.11505,1.11773,1.11285,1.11946,1.10546,1.10797,1.11415
216.0,0.04762,0.18673,0.20843,0.22908,0.26682,0.26424,0.28932,0.29375,0.31012,0.31649,0.33736,0.33972,0.35065,0.36368,0.38635,0.38698,0.40266,0.41749,0.42921,0.44305,0.4602,0.47353,0.48815,0.50061,0.51506,0.53604,0.54666,0.56942,0.58337,0.59962,0.62293,0.63276,0.6493,0.6639,0.6844,0.71554,0.71687,0.74122,0.75142,0.77429,0.91035,1.02961,1.05232,1.07046,1.07439,1.07644,1.0837,1.08431,1.08152,1.09202,1.09254,1.1037,1.09683,1.10059,1.10145,1.09971,1.1102,1.10882,1.10495,1.10536,1.10773,1.11285,1.10947,1.11043,1.08497,1.08308,1.08679,1.08345,1.07534,1.0784,1.08037
217.0,0.04453,0.18024,0.19931,0.21929,0.25638,0.2532,0.27953,0.28034,0.29712,0.30278,0.32407,0.32517,0.33592,0.34708,0.37143,0.37215,0.38665,0.39998,0.41122,0.4258,0.44136,0.45723,0.46814,0.47969,0.49412,0.51435,0.52239,0.5471,0.56019,0.57602,0.59599,0.61132,0.62417,0.64077,0.65951,0.68609,0.69069,0.71265,0.73058,0.74835,0.87917,0.99763,1.01929,1.04041,1.04361,1.04546,1.05135,1.05518,1.05237,1.0631,1.0661,1.07141,1.06627,1.06845,1.0686,1.07096,1.07729,1.07722,1.0776,1.07614,1.08195,1.08166,1.08239,1.08051,1.05851,1.05355,1.05594,1.04478,1.04514,1.04629,1.04642
218.0,0.04282,0.17321,0.18911,0.21147,0.24671,0.24386,0.26831,0.27008,0.28346,0.28999,0.31064,0.3108,0.32339,0.33274,0.34731,0.35796,0.37155,0.38386,0.39618,0.41003,0.42347,0.43858,0.45098,0.46116,0.47448,0.49234,0.50304,0.52902,0.53745,0.55353,0.5752,0.58983,0.60354,0.62077,0.63583,0.66164,0.66418,0.68748,0.70683,0.72153,0.85477,0.97357,0.98889,1.00591,1.0136,1.02183,1.02063,1.02553,1.02921,1.03775,1.03729,1.04425,1.03981,1.04038,1.0412,1.0461,1.04572,1.05049,1.05281,1.054,1.05286,1.05546,1.05434,1.05072,1.03163,1.02585,1.02951,1.02051,1.02049,1.01885,1.01746
219.0,0.04061,0.16793,0.18192,0.20443,0.23873,0.23545,0.25994,0.25983,0.27083,0.27956,0.29915,0.29818,0.31061,0.3209,0.33317,0.34528,0.35803,0.36999,0.38226,0.39505,0.40913,0.42254,0.43363,0.44504,0.45803,0.47677,0.48474,0.51162,0.51856,0.53266,0.55599,0.56608,0.58388,0.60053,0.61488,0.64073,0.64269,0.66075,0.68522,0.70053,0.82881,0.94436,0.9642,0.9822,0.98737,0.99356,0.99341,0.99879,1.00498,1.01193,1.01408,1.01739,1.01442,1.01547,1.01233,1.02413,1.01837,1.02404,1.02986,1.03115,1.02974,1.02708,1.02714,1.02416,1.00535,1.00008,1.0039,0.99502,0.99574,0.99324,0.99109
