wavelength (nm),0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0
200.0,1.955,2.59278,10.0,1.87535,5.02892,3.33333,1.66542,4.89935,4.90639,10.0,7.12636,6.7682,2.31186,2.46827,2.29778,2.44034,2.39299,1.97291,2.47593,2.33472,5.31762,2.23256,6.74216,6.79206,5.03236,2.05574,2.13834,2.50213,1.9651,1.84161,7.12628,10.0,2.08402,4.85877,1.9122,1.96659,2.1803,5.20602,2.6339,6.52181,2.39656,1.93587,2.31565,1.98347,1.90085,1.93372,2.472,3.06323,2.11205,5.21994,10.0,2.01972,3.43042,2.22534,2.37669,2.59912,5.18093,5.11894,2.59133,7.49123,5.2102,2.48979,6.77962,6.95155,1.77308,2.03388,6.77695,2.14641,10.0,2.02919,1.75426,5.18929
201.0,3.51564,0.95375,6.7663,1.14297,4.6614,-1.60052,3.64732,7.87791,6.75421,7.51735,7.12636,1.43216,1.49018,1.33964,1.15714,1.07924,3.52733,1.48732,1.98283,3.4197,4.40237,4.11102,4.278,4.4283,6.82635,1.27786,1.86667,1.25868,6.89622,3.99999,7.12628,6.99945,1.3059,4.43821,6.91097,1.06003,3.57716,7.76994,4.67143,4.46484,3.85677,1.41697,1.00122,4.4758,3.63897,1.72382,1.19739,1.35935,4.33634,4.3794,6.94934,1.24738,1.70313,1.49987,6.79049,3.99153,4.50086,6.74021,1.67878,5.22395,10.0,4.51345,3.50608,1.84593,1.04497,4.52725,4.32066,4.4076,4.47077,1.37888,0.95656,10.0
202.0,0.05788,0.44638,0.78523,0.34955,0.64753,3.59514,0.51933,6.89442,0.65386,3.51263,3.54562,0.4576,3.57366,0.4787,0.39958,1.19076,3.68083,7.11426,1.21506,0.70188,0.466,0.84898,3.95514,10.0,3.70934,1.53566,3.72758,3.57058,3.99617,4.18194,3.7349,1.01269,3.61458,3.78065,6.77844,0.80621,0.4602,6.89875,4.3534,0.34716,0.79511,0.67738,0.46976,7.01063,3.64362,0.66676,3.90321,4.06488,3.59078,3.57984,0.62388,0.36282,3.74353,3.89943,4.1324,0.72545,4.07761,0.78761,3.92124,3.55851,6.78705,3.83163,3.79387,0.94496,3.76738,6.7559,6.93632,4.06306,0.62288,6.99718,0.47735,6.88946
203.0,0.07429,0.49225,1.05773,0.75129,0.53493,3.71672,0.63213,3.7638,0.69213,0.42839,0.44897,0.56338,0.77823,0.71183,3.88954,0.87145,0.75826,10.0,1.02218,0.64074,0.98846,0.93765,1.2234,4.25597,3.75769,1.96602,3.67607,10.0,1.3107,3.93453,0.78457,1.0494,7.13893,3.84342,4.26634,0.83056,3.71956,1.03748,4.51051,3.79528,3.79584,0.81045,1.19055,7.01063,3.94978,0.92508,1.24843,7.0564,0.71779,6.9152,0.61717,3.68773,4.81413,6.90527,4.16087,3.75151,1.12651,1.0823,3.95696,0.70107,3.9364,1.00398,4.26882,1.19784,4.02579,3.85687,4.12898,4.12282,0.76751,10.0,3.90035,7.20298
204.0,0.17832,0.45682,0.70344,0.74716,0.68441,3.7444,0.54912,0.67547,0.65218,0.89238,0.8911,0.99173,1.00723,0.78676,1.15365,0.87496,0.89148,3.79885,0.82455,0.98069,1.49723,1.1288,1.14363,1.28049,4.05724,1.56139,4.16086,4.1074,1.18824,4.09928,1.26511,1.3143,7.44919,4.28631,1.4345,1.15222,1.18658,1.35847,7.11162,1.16784,4.19771,1.16001,2.21948,4.29451,4.25871,7.04915,1.69698,1.51385,4.04466,3.99221,3.97023,4.03528,4.24678,7.12087,1.30262,3.98365,1.58862,4.41658,3.99094,1.12201,1.65225,1.53157,6.90952,1.04598,4.16955,4.34707,1.48142,1.71816,1.84168,7.04906,1.04514,7.18597
205.0,0.13047,0.41708,0.51818,0.58016,0.53003,0.7495,0.65594,0.60597,0.6585,0.71085,0.7197,0.7724,0.96556,1.05276,1.19835,0.85971,0.79835,0.78465,0.94695,0.9827,0.96536,1.14321,1.05938,0.98213,0.9515,1.21284,1.37678,4.16079,1.05814,1.03879,1.08415,4.07322,1.59771,1.62479,1.4813,1.52169,1.4356,1.43121,4.24391,1.37295,1.29904,1.40847,3.04563,1.25941,4.62912,4.26384,4.64091,4.33493,4.35868,4.46935,1.11921,4.25974,7.05788,4.2266,1.41464,4.32395,1.52648,4.53987,4.62813,1.61034,1.83073,1.46721,1.44983,1.83212,1.6533,7.20826,4.18373,1.79832,1.83414,4.51618,1.53027,1.388
206.0,0.17609,0.43085,0.42114,0.56691,0.52698,0.61528,0.65799,0.67365,0.74739,0.66967,0.67908,0.74178,0.83489,0.88055,0.84945,0.86112,0.97299,0.95691,1.02426,0.98673,1.04518,1.00135,1.10376,1.0274,1.06096,1.16299,1.09662,1.32301,1.19193,1.28484,1.16713,4.22185,1.43625,1.37908,1.39428,1.6131,1.75995,1.28062,1.4935,1.77611,1.97971,2.01145,1.84539,1.26476,4.40315,1.50768,4.73794,1.8962,1.61917,2.09276,1.56932,1.4429,1.46702,4.20056,4.34224,4.38534,4.19422,4.63995,4.44158,1.60144,1.28318,1.55495,1.56974,1.93314,1.49731,4.41155,1.66336,1.68292,4.36976,1.56396,1.84165,4.3513
207.0,0.11844,0.42039,0.43533,0.51484,0.5152,0.55765,0.57049,0.64628,0.64618,0.71715,0.66179,0.71281,0.71739,0.77845,0.7922,0.87114,0.94428,0.87759,0.8867,0.9846,1.02117,0.94691,1.11065,1.11087,1.13962,1.09988,1.14265,1.19759,1.19881,1.24933,1.23223,1.56221,1.39158,1.42398,1.464,1.21997,1.54109,1.90324,1.67727,1.68938,4.57609,2.22109,1.7417,1.72304,7.39874,4.67371,4.44865,2.0408,1.86337,1.45347,1.50102,1.90878,1.56962,4.54848,4.40569,4.51981,1.56945,4.62269,1.5395,1.85918,1.67678,1.64153,1.72789,1.74109,1.66524,1.68178,1.87698,1.76505,1.62708,1.59797,2.15298,1.6812
208.0,0.12363,0.37621,0.44405,0.57165,0.53369,0.53634,0.57472,0.5721,0.61451,0.64387,0.65405,0.68849,0.73902,0.77855,0.76297,0.84807,0.86357,0.85985,0.8804,0.94845,0.93908,1.00206,0.98184,1.07204,1.17106,1.18212,1.18738,1.12647,1.20067,1.30346,1.17258,1.35654,1.38636,1.34306,1.4603,1.24394,1.6805,2.06572,1.6052,1.68748,2.117,1.98954,1.70047,1.82252,4.50059,1.99918,1.57738,1.83851,1.88068,1.59823,1.63057,2.26821,1.59501,1.59986,1.7357,1.61753,2.51809,1.8285,1.7797,1.73862,1.90667,1.77608,1.73341,1.57071,1.81501,1.73005,1.79518,1.92014,1.75877,1.68085,2.03235,2.21934
209.0,0.09192,0.31848,0.41824,0.48411,0.48804,0.50487,0.50274,0.52561,0.53331,0.57951,0.63191,0.57034,0.69224,0.71893,0.72211,0.77511,0.79174,0.80613,0.80242,0.8472,0.82847,0.96683,0.89058,0.96384,1.07074,1.03409,1.01749,1.10535,1.08622,1.12115,1.08272,1.1303,1.29522,1.23579,1.24992,1.23267,1.92346,2.05533,1.79673,1.59882,2.14183,1.97788,1.69823,1.7021,1.72902,1.51825,1.49701,1.74578,1.58902,1.60188,1.64268,1.62934,1.78099,1.60973,1.64687,1.65347,1.87654,1.81332,1.72739,1.72351,1.65258,1.73898,1.87503,1.53122,1.59695,1.6282,1.62055,1.74508,1.57828,1.69881,1.73672,2.07686
210.0,0.08532,0.33937,0.40212,0.46184,0.43702,0.4906,0.50561,0.51778,0.55167,0.56431,0.5954,0.55797,0.65428,0.67603,0.67739,0.75211,0.69647,0.80519,0.77583,0.81072,0.83481,0.87035,0.8664,0.8942,0.94919,0.99763,1.01567,1.03543,1.04138,1.05064,1.05813,1.15057,1.1939,1.23717,1.21682,1.30115,1.6272,1.94139,1.70364,1.54227,1.75728,2.01891,1.6518,1.62031,1.70824,1.59747,1.50704,1.66876,1.63427,1.65763,1.58272,1.61339,1.68818,1.79774,1.52398,1.66301,1.51812,1.8542,1.55098,1.63699,1.48343,1.50856,1.5276,1.53669,1.51835,1.56562,1.51138,1.64304,1.55749,1.66218,1.60164,1.80142
211.0,0.10525,0.29901,0.34961,0.43701,0.40241,0.49019,0.50685,0.48537,0.55716,0.50721,0.55311,0.51679,0.60645,0.65227,0.65312,0.64466,0.65465,0.7369,0.73771,0.75887,0.79224,0.85007,0.81822,0.88041,0.89673,0.93631,0.95048,0.99039,0.99136,1.03282,1.01753,1.10606,1.06572,1.15765,1.12717,1.25643,1.61874,1.62416,1.55735,1.55038,1.65454,1.63677,1.53088,1.56606,1.47492,1.42062,1.55314,1.54561,1.55837,1.53196,1.51736,1.61641,1.57211,1.70494,1.52993,1.63833,1.46624,1.64381,1.46522,1.61146,1.45992,1.45499,1.43303,1.5636,1.55409,1.47422,1.45119,1.45892,1.52175,1.59087,1.42809,1.42317
212.0,0.12068,0.2989,0.36809,0.41767,0.38903,0.43982,0.45421,0.4619,0.53388,0.48991,0.53107,0.52717,0.60752,0.59027,0.6315,0.62293,0.65228,0.68063,0.71719,0.71409,0.77001,0.79361,0.7843,0.84527,0.85515,0.86653,0.89288,0.92929,0.93611,0.98963,1.00276,1.00763,1.04292,1.13286,1.09042,1.21657,1.59846,1.63813,1.51309,1.559,1.53096,1.61993,1.4231,1.45866,1.494,1.46172,1.46254,1.44184,1.58303,1.47866,1.50818,1.50317,1.48183,1.53072,1.47712,1.56557,1.38766,1.58642,1.43513,1.49711,1.42076,1.49917,1.35288,1.49329,1.51027,1.4582,1.40694,1.41943,1.40598,1.37288,1.43417,1.38607
213.0,0.10112,0.29879,0.356,0.40387,0.38213,0.421,0.44,0.47987,0.49719,0.49757,0.49925,0.49958,0.54748,0.57753,0.61264,0.63682,0.6176,0.66376,0.68683,0.70724,0.72271,0.72924,0.7459,0.83515,0.84236,0.83948,0.84375,0.87598,0.93305,0.93603,0.95667,0.94857,1.04178,1.06474,1.05744,1.2131,1.53234,1.45253,1.53471,1.43278,1.46963,1.45481,1.448,1.41015,1.44069,1.43783,1.45129,1.4393,1.50056,1.43826,1.4259,1.39469,1.38087,1.57082,1.39805,1.5218,1.44681,1.36822,1.40207,1.46816,1.42039,1.43945,1.42227,1.35701,1.4201,1.41402,1.38505,1.42461,1.40604,1.3387,1.42238,1.42883
214.0,0.09128,0.29728,0.35381,0.38475,0.38401,0.41338,0.42748,0.45592,0.46967,0.46184,0.4784,0.47748,0.52549,0.54951,0.59025,0.59364,0.58308,0.64648,0.64237,0.67336,0.66242,0.73277,0.74562,0.77799,0.78363,0.806,0.79825,0.80268,0.91206,0.85252,0.93406,0.92542,0.94806,1.00472,1.00107,1.12379,1.46528,1.42036,1.40035,1.4162,1.4617,1.39871,1.40626,1.4119,1.38122,1.42598,1.40288,1.37131,1.29997,1.41902,1.39728,1.41806,1.41029,1.46418,1.39771,1.38318,1.41145,1.39795,1.41382,1.3691,1.38684,1.39301,1.36516,1.32419,1.37218,1.35797,1.30553,1.42933,1.33843,1.34252,1.34835,1.42923
215.0,0.09378,0.28631,0.35356,0.37867,0.37373,0.41088,0.41572,0.41552,0.45945,0.45232,0.46055,0.47281,0.50547,0.52044,0.58017,0.56439,0.55386,0.58328,0.62605,0.64888,0.65711,0.68061,0.68467,0.73975,0.76311,0.74468,0.76591,0.79315,0.82875,0.82074,0.88245,0.92637,0.89617,0.9549,1.01434,1.08439,1.44882,1.39615,1.30329,1.35619,1.39867,1.36545,1.35397,1.39415,1.35922,1.32792,1.37177,1.33773,1.32884,1.39625,1.33224,1.40104,1.36725,1.36235,1.36954,1.36037,1.38419,1.36354,1.32711,1.33438,1.33769,1.32101,1.31166,1.30399,1.31015,1.35374,1.30056,1.37439,1.30488,1.29769,1.32141,1.3495
216.0,0.074,0.26938,0.32817,0.37066,0.33982,0.38454,0.37975,0.39729,0.4358,0.43368,0.43841,0.44988,0.46722,0.50695,0.5392,0.52973,0.51183,0.55968,0.57663,0.60816,0.59853,0.63494,0.64113,0.70051,0.74145,0.72448,0.75795,0.76018,0.80132,0.80032,0.81611,0.90464,0.8568,0.91261,0.93806,1.04928,1.38424,1.31975,1.26392,1.30667,1.32949,1.28082,1.33184,1.29878,1.34088,1.2679,1.32052,1.3087,1.33229,1.35464,1.30867,1.32274,1.29152,1.2973,1.3291,1.29422,1.36659,1.2952,1.31201,1.30063,1.31641,1.29494,1.28253,1.28424,1.26864,1.2504,1.26234,1.29623,1.26863,1.28341,1.27122,1.29623
217.0,0.06955,0.26334,0.30538,0.35948,0.31136,0.35826,0.35954,0.38381,0.40751,0.38957,0.40025,0.42819,0.43752,0.4765,0.49292,0.4722,0.49611,0.52791,0.55371,0.56792,0.56118,0.61017,0.62624,0.65632,0.70191,0.68436,0.71613,0.72694,0.77458,0.74793,0.77272,0.8454,0.84419,0.88655,0.89318,0.99193,1.28018,1.2279,1.26858,1.24899,1.25176,1.2557,1.25985,1.25388,1.2794,1.28318,1.26468,1.30907,1.27222,1.28738,1.25929,1.25995,1.28071,1.28224,1.26596,1.25957,1.2663,1.28549,1.24498,1.27791,1.28396,1.22431,1.22278,1.22532,1.2143,1.22654,1.23184,1.21594,1.2402,1.24207,1.21332,1.21812
