E vs SHE,j / mAcm2
1.6483860000000001,0.15806232954545452
1.749738,0.6062272727272727
1.849881,2.263834090909091
1.950088,4.748291477272727
2.04998,7.593431818181818
2.149862,10.613545454545454
2.249892,13.74630681818182
2.349863,16.942630681818184
2.449721,20.188375
2.549652,23.450017045454544
2.6498709999999996,26.73948863636364
2.749757,30.03024431818182
2.84976,33.34484659090909
2.9498759999999997,36.63398295454545
3.0497859999999997,39.93161363636364
3.149669,43.22006818181818
3.2496579999999997,46.49208522727273
3.349736,49.89652272727273
3.449636,53.17874431818182
3.5495449999999997,56.44311931818182
3.649676,59.68482954545454
3.648986,59.495568181818186
3.547392,56.08047159090909
3.447273,52.64521590909091
3.347365,49.40899431818182
3.2473009999999998,45.94059090909091
3.147299,42.51591477272727
3.04743,39.116721590909094
2.947508,35.73110227272727
2.8473789999999997,32.36511931818182
2.747384,29.024744318181817
2.647503,25.703318181818183
2.5472859999999997,22.40984659090909
2.447361,19.168204545454547
2.3474999999999997,15.988465909090907
2.247557,12.808647727272726
2.147446,9.710443181818182
2.047576,6.7403579545454555
1.9476580000000001,3.9975448863636367
1.847418,1.7017403409090908
1.747505,0.32392187499999997
