wavelength (nm),0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0
200.0,0.201,-0.17441,0.00326,0.09212,0.28561,-0.25539,0.79866,-3.60297,-0.01949,10.0,-0.14052,-0.03594,0.39706,0.05189,3.33333,0.09182,0.01747,-0.19817,-0.04972,3.00562,3.38875,0.48764,-0.11419,0.07881,-3.35013,-0.11484,6.58366,-2.7153,10.0,-3.12201,-0.40743,-0.12924,6.75018,-0.04881,0.19417,3.65401,-0.13138,0.01729,0.39157,3.1817,-0.39356,3.22644,3.49119,0.50672,-0.1783,-0.32829,-3.21551,0.57621,3.33333,0.03793
201.0,-0.10461,-2.44956,-2.2777,0.13846,2.95645,-2.2236,1.14295,-2.51848,4.14571,10.0,0.67742,4.43295,-1.48792,-1.83123,3.33333,0.72938,3.59074,2.95515,1.28746,6.3739,0.80104,0.42065,0.34566,-0.00323,-5.75047,-2.24241,-0.08301,-5.28552,4.34044,-3.33333,0.19663,-2.46348,0.69164,-2.50078,0.64934,4.16625,0.78263,2.94725,0.16226,4.22448,0.65656,4.24859,3.81666,0.44196,6.50524,0.51474,-1.89897,-2.53825,-5.39396,-2.076
202.0,3.41269,4.21881,1.4899,3.97928,3.74263,4.81352,1.65669,1.41084,1.26465,10.0,4.43853,1.42035,1.95777,1.45318,3.97347,1.84766,6.81439,3.84477,5.01655,3.42887,1.21572,-2.33673,4.36136,3.66777,4.4676,4.96019,10.0,4.86114,1.80847,3.86725,1.0606,4.65585,7.68943,1.573,1.53589,1.71141,1.77887,3.69941,3.70183,4.70887,1.80658,1.32255,4.34133,1.31409,7.05911,4.52491,1.75734,4.44993,1.58095,1.52841
203.0,0.07928,0.28541,0.47196,0.46584,0.56673,3.70435,3.65121,0.81834,0.63068,3.75114,0.73183,0.61605,0.72571,0.88108,0.69627,3.98865,1.4589,0.95418,10.0,0.49261,3.74016,-2.05374,6.83273,3.94455,3.80716,0.78572,3.85322,0.54388,0.78898,0.94946,3.58928,7.01989,4.27282,6.8425,3.86997,3.96902,0.69987,0.82376,0.87233,4.02046,1.03008,3.78366,6.93569,3.65378,3.80962,0.5831,0.80943,6.98918,3.75441,0.6105
204.0,0.04936,0.61293,0.46526,0.53604,0.62893,0.74268,0.56706,0.41415,0.78826,0.46946,0.62097,0.51106,0.69361,0.76458,0.84946,0.62688,4.34075,0.75328,3.96101,0.48995,3.92542,4.21668,6.90615,4.08679,0.72084,1.21368,3.83757,0.99844,0.68254,0.73301,3.71895,0.67864,0.90866,7.07925,6.95556,1.20951,4.17652,1.82817,1.43667,1.1117,3.68337,1.09867,0.88255,3.78094,3.94341,0.89561,3.67471,6.86606,7.32194,3.7358
205.0,0.04331,0.41128,0.48473,0.45522,0.51358,0.78295,0.56517,0.65887,0.69899,0.62764,0.6673,0.64591,0.70112,0.64762,0.74675,0.70809,3.92907,0.73871,0.81596,0.69689,6.79156,0.81135,3.9923,1.24688,4.11293,1.33619,1.31369,3.94903,0.81567,3.92962,3.88551,3.71992,4.04976,4.12934,3.94889,1.05011,1.51409,7.47348,1.26794,4.38014,1.33324,7.03991,4.08741,4.10971,4.16509,1.31021,1.07481,0.83334,4.16602,7.26675
206.0,0.06474,0.46454,0.47461,0.44569,0.64153,0.57201,0.54009,0.61789,0.70594,1.01944,0.73231,0.78623,0.68951,0.77645,0.84146,0.82938,0.80767,0.86984,0.96551,1.03346,4.07521,1.02032,1.07159,1.02231,4.00309,1.0119,4.33329,4.23305,1.23862,4.28316,1.40829,1.23161,4.17345,1.16003,4.3171,1.63438,4.38593,10.0,4.31599,1.43538,2.19922,7.16473,4.18895,2.40617,4.16878,4.201,1.14298,4.16443,1.33481,1.63815
207.0,0.11533,0.42387,0.4215,0.38905,0.53577,0.50255,0.52811,0.50832,0.54491,0.80372,0.71833,0.69224,0.7449,0.76096,0.67671,0.93636,0.82711,0.97559,0.97845,1.01575,1.02279,0.98514,1.0007,1.18125,1.00569,1.08978,4.18739,1.70243,1.40349,1.14135,1.38387,1.44019,1.31384,1.0331,4.37117,4.17447,4.18327,7.18929,4.30199,4.44597,1.9961,4.43382,4.14582,4.28208,4.1727,4.50742,4.18039,4.63108,1.44841,4.42501
208.0,0.0288,0.36929,0.34912,0.36426,0.42842,0.56103,0.55546,0.4988,0.54338,0.66508,0.64214,0.64223,0.68665,0.68562,0.72062,0.78857,0.76404,0.83327,0.81816,0.96212,1.07482,1.02611,1.08356,1.19814,1.03644,1.1551,1.09184,1.21382,1.08332,1.13313,1.23877,1.12807,1.28422,1.07553,1.32642,4.29679,1.52504,4.5109,7.33616,1.77614,4.75238,7.2691,4.28975,4.9361,4.7764,1.65006,1.95729,7.27084,1.68191,10.0
209.0,0.07091,0.33125,0.34271,0.37517,0.382,0.5269,0.52846,0.51401,0.52296,0.59373,0.57832,0.57227,0.75225,0.63506,0.60475,0.66708,0.74842,0.66646,0.76423,0.90494,0.97828,0.87565,0.94,0.98161,1.10549,1.07038,1.05047,1.05957,1.1227,1.22271,1.0017,1.09527,1.21342,1.08462,1.21543,1.42698,1.34415,1.72876,4.33184,1.84259,7.11221,4.38543,4.67727,4.45205,1.81172,4.21205,2.13765,1.68898,2.05274,4.47785
210.0,0.08288,0.36833,0.39092,0.38545,0.40374,0.52131,0.49709,0.46486,0.51722,0.54401,0.57307,0.63253,0.69155,0.66415,0.62459,0.64466,0.69439,0.74267,0.813,0.84898,0.80333,0.87597,0.93447,0.87843,0.91957,0.84153,0.98686,1.04162,1.02026,1.11321,1.07796,1.0489,1.18484,1.22356,1.20953,1.20733,1.4004,1.78531,1.81334,1.91217,7.37624,1.96147,1.91673,2.02285,4.36918,7.1922,2.27407,4.61189,4.69599,4.49653
211.0,0.0507,0.33019,0.33437,0.36147,0.38943,0.46674,0.44651,0.4211,0.46183,0.45294,0.48926,0.56342,0.60385,0.61147,0.55424,0.62088,0.60131,0.69292,0.7155,0.77009,0.76214,0.77845,0.86703,0.84097,0.85369,0.82397,0.93216,0.87592,0.95384,0.96391,1.06159,0.98967,1.12637,1.13178,1.13295,1.26474,1.35012,1.774,1.72736,1.94304,4.50753,2.14913,2.39548,1.96697,7.32743,1.81657,4.83832,1.78179,4.4219,4.43342
212.0,0.06157,0.30728,0.33192,0.3637,0.38046,0.43191,0.43217,0.41103,0.47044,0.425,0.46737,0.53618,0.5904,0.60319,0.55279,0.60524,0.62706,0.65262,0.66463,0.69475,0.73354,0.7394,0.83194,0.77607,0.81898,0.81339,0.8553,0.8769,0.90577,0.92456,1.00719,0.93231,1.04267,1.01697,1.05087,1.12213,1.31171,1.59188,1.72786,1.73406,4.4989,2.13908,2.25947,1.75687,1.86031,1.65437,1.6498,1.67999,1.6169,1.77531
213.0,0.0623,0.29054,0.31546,0.34912,0.36037,0.41287,0.43386,0.40716,0.43669,0.44056,0.48227,0.49921,0.55574,0.5555,0.54179,0.58826,0.60614,0.64261,0.63589,0.65646,0.70918,0.7423,0.75306,0.73676,0.79485,0.79265,0.80844,0.84271,0.84203,0.87341,0.87687,0.95527,0.99183,0.93833,0.99233,1.07954,1.22004,1.60384,1.70738,1.73391,1.60608,2.03315,1.76626,1.60092,1.8467,1.67182,1.65889,1.69114,1.53022,1.63756
214.0,0.07126,0.30224,0.32506,0.32777,0.34815,0.40796,0.42789,0.41291,0.41044,0.43184,0.45181,0.47314,0.55127,0.52688,0.51144,0.55694,0.57881,0.59496,0.61929,0.65618,0.68069,0.71965,0.69388,0.72655,0.72109,0.74021,0.79246,0.76975,0.85942,0.8019,0.80254,0.90911,0.93579,0.87336,0.95349,1.02179,1.25122,1.55735,1.55948,1.70775,1.59679,1.65541,1.70347,1.78607,1.73515,1.67837,1.61935,1.58655,1.62578,1.66462
215.0,0.05228,0.2864,0.30011,0.3049,0.34029,0.42141,0.4126,0.3753,0.39321,0.39806,0.39442,0.45699,0.51323,0.48938,0.4671,0.5202,0.52398,0.53827,0.58642,0.6174,0.62065,0.6797,0.66263,0.66097,0.68135,0.71253,0.71862,0.74178,0.77517,0.74777,0.76959,0.81832,0.86868,0.84803,0.90894,0.9744,1.16327,1.41108,1.58766,1.61755,1.5628,1.57192,1.60471,1.57518,1.5321,1.61711,1.54755,1.56142,1.57074,1.52631
216.0,0.0565,0.27588,0.29389,0.30278,0.32032,0.40739,0.37143,0.33083,0.38786,0.35561,0.37777,0.4222,0.44194,0.46051,0.45719,0.49157,0.49198,0.51898,0.54337,0.57458,0.57983,0.64152,0.6509,0.63508,0.65559,0.67539,0.68081,0.6994,0.73479,0.7143,0.73858,0.76092,0.80793,0.81562,0.83278,0.93259,1.08841,1.44253,1.43759,1.5659,1.48311,1.54852,1.53464,1.44767,1.51054,1.46255,1.51357,1.55442,1.48708,1.47698
217.0,0.04246,0.24896,0.27052,0.28821,0.2766,0.37993,0.34141,0.31621,0.3461,0.34342,0.35317,0.38365,0.42292,0.4237,0.42156,0.45581,0.44226,0.47232,0.49631,0.53326,0.52432,0.57326,0.5822,0.58675,0.60022,0.61656,0.6298,0.62923,0.6814,0.67082,0.71223,0.73078,0.74325,0.75303,0.77771,0.84263,1.04704,1.35361,1.37111,1.44545,1.45978,1.41528,1.47749,1.39077,1.43086,1.37192,1.35358,1.44077,1.44867,1.44851
218.0,0.04009,0.27304,0.27136,0.27829,0.29134,0.37283,0.34216,0.31913,0.34118,0.3464,0.34101,0.3671,0.40889,0.40901,0.40004,0.43998,0.4369,0.46035,0.47182,0.51464,0.51434,0.5577,0.55654,0.55794,0.57907,0.57924,0.60183,0.61179,0.6416,0.64086,0.67983,0.69609,0.7441,0.72358,0.74297,0.85317,1.00164,1.30017,1.37996,1.38663,1.44031,1.38859,1.40374,1.38957,1.35484,1.38252,1.37756,1.38985,1.36813,1.49809
219.0,0.05027,0.26377,0.26439,0.26204,0.29543,0.35167,0.33181,0.30478,0.35243,0.34183,0.33759,0.35273,0.39641,0.39879,0.40396,0.43641,0.43988,0.44828,0.46327,0.51268,0.49064,0.54085,0.54505,0.54463,0.56275,0.58166,0.59989,0.59988,0.6277,0.64595,0.6465,0.67118,0.71377,0.67688,0.71723,0.83417,0.95232,1.22683,1.36447,1.32161,1.36779,1.34387,1.32743,1.3447,1.26294,1.31029,1.33274,1.31224,1.32955,1.40921
220.0,0.04117,0.23257,0.25448,0.26545,0.27685,0.32577,0.30139,0.28255,0.30593,0.30824,0.32279,0.32427,0.38053,0.36707,0.36637,0.41138,0.40519,0.4112,0.43369,0.4718,0.45738,0.51866,0.49008,0.49297,0.5312,0.53533,0.57154,0.57058,0.58058,0.61384,0.61949,0.64896,0.66705,0.6573,0.6904,0.78639,0.92142,1.18315,1.26929,1.30374,1.31695,1.32978,1.32083,1.24126,1.2296,1.22025,1.2742,1.23665,1.27073,1.27888
221.0,0.03883,0.22783,0.26421,0.26862,0.26791,0.31224,0.29914,0.27146,0.29534,0.29188,0.3007,0.32399,0.34803,0.34888,0.35468,0.39709,0.39197,0.40263,0.42561,0.4459,0.44977,0.49111,0.47522,0.49118,0.51485,0.50607,0.55581,0.55124,0.57517,0.57628,0.59456,0.62948,0.65784,0.64641,0.66757,0.7676,0.87964,1.15632,1.21701,1.25668,1.26844,1.28234,1.24689,1.21291,1.20324,1.19932,1.23136,1.20846,1.24574,1.25679
222.0,0.04327,0.23213,0.23456,0.24097,0.25291,0.3154,0.29343,0.26599,0.28192,0.28205,0.29475,0.31709,0.3553,0.33173,0.34519,0.3764,0.37947,0.39314,0.42681,0.43455,0.4432,0.47609,0.46871,0.47626,0.50143,0.48825,0.53169,0.52486,0.56455,0.54033,0.57327,0.6007,0.64026,0.60892,0.65937,0.73078,0.85807,1.12368,1.15236,1.1944,1.20692,1.20654,1.20102,1.18145,1.16043,1.19394,1.16051,1.17611,1.19781,1.23878
