E vs SHE,j / mAcm2
1.647852,0.12712073863636364
1.749182,0.5518679545454546
1.849315,2.0920443181818187
1.949561,4.396014772727273
2.049461,7.051590909090909
2.149313,9.87990909090909
2.2493999999999996,12.817892045454547
2.349341,15.821221590909092
2.4491669999999996,18.869113636363636
2.5491099999999998,21.946869318181818
2.6493219999999997,25.041511363636364
2.749189,28.145551136363633
2.849194,31.255835227272723
2.949351,34.35246022727272
3.049269,37.43626136363636
3.149165,40.52155113636364
3.2491589999999997,43.597556818181815
3.349262,46.633579545454545
3.449106,49.644164772727265
3.549022,52.62736931818182
3.649159,55.59968181818182
3.749104,58.51107954545454
3.8489229999999997,61.36994318181818
3.9490439999999998,64.17511363636363
4.049071,66.94840909090908
4.148985,69.79573863636364
4.248946,72.74073863636364
4.248295,72.72107954545454
4.146899,69.70244318181818
4.0467960000000005,66.80568181818182
3.946747,63.846477272727284
3.846641,60.921420454545455
3.7468109999999997,57.960511363636364
3.646855,55.43340340909091
3.546718,52.51613636363636
3.446802,49.40419886363637
3.346927,46.254119318181814
3.2468529999999998,43.11146590909091
3.146883,39.944943181818175
3.0470189999999997,36.78211931818181
2.947106,33.62251704545455
2.846916,30.47640340909091
2.7469099999999997,27.328579545454545
2.64704,24.182659090909087
2.546807,21.063630681818182
2.4468929999999998,17.982960227272724
2.3470139999999997,14.922840909090908
2.247031,11.909153409090907
2.146962,8.988090909090909
2.047084,6.199755681818183
1.947186,3.653940909090909
1.8469520000000001,1.562290340909091
1.74702,0.3137864772727273
