E vs SHE,j / mAcm2
1.647988,0.09536079545454546
1.749317,0.4404668181818181
1.849482,1.7430551136363637
1.949708,3.7929176136363636
2.049578,6.2023863636363625
2.14944,8.79530681818182
2.249488,11.496113636363637
2.3494629999999996,14.274210227272727
2.449328,17.092823863636365
2.5492909999999998,19.956170454545454
2.649501,22.838698863636363
2.749358,25.743539772727274
2.849351,28.66196022727273
2.949543,31.585176136363636
3.04941,34.50998295454545
3.149289,37.436119318181824
3.249285,40.42583522727273
3.349364,43.345397727272726
3.449273,46.265119318181824
3.549165,49.1855
3.6493279999999997,52.08985227272727
3.749233,54.99037500000001
3.849106,57.89619318181818
3.949214,60.79511363636363
4.049208,63.653749999999995
4.14915,66.54340909090908
4.2490879999999995,69.391875
4.349283,72.21556818181818
4.449203,74.99261363636363
4.448552,74.91710227272729
4.347181,71.98068181818182
4.246767999999999,69.02568181818182
4.1468,66.11147727272727
4.046913,63.149090909090916
3.946885,60.172215909090916
3.846739,57.216193181818184
3.746889,54.221187500000006
3.6469799999999997,51.23972727272727
3.54684,48.30244886363636
3.446942,45.338443181818185
3.347021,42.353784090909095
3.2469889999999997,39.3741875
3.146975,36.39451704545454
3.047096,33.416965909090905
2.947177,30.44219886363636
2.8470039999999996,27.490619318181817
2.747023,24.52961363636364
2.647129,21.605534090909092
2.546919,18.708153409090908
2.447006,15.840238636363635
2.347159,13.011835227272728
2.2471959999999997,10.248431818181817
2.147099,7.590431818181819
2.047228,5.09948409090909
1.9473070000000001,2.9004147727272724
1.847046,1.1820988636363634
1.747111,0.22477460227272725
