wavelength (nm),0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0
200.0,4.41091,7.4243,10.0,5.03422,4.52805,7.42457,4.61242,10.0,7.49892,7.65022,10.0,5.31366,2.91171,2.48563,7.54803,10.0,2.35329,3.4352,7.65837,5.15095,7.64694,7.41807,7.36153,3.47145,1.62107,4.42413,7.66632,2.18498,7.27787,1.76138,4.92961,4.78618,7.26755,7.70486,7.50274,3.01837,5.07477,5.01498,3.0579,3.37329,2.87167,3.31925,5.45924,2.48309,5.13116,7.55852,2.35647,10.0,4.95268,2.25008,3.03342,7.44821,2.30518,10.0,5.17181,2.82823,5.18231,7.71344,2.66711,5.1942,10.0,7.57045,2.96502,2.6661,2.76253,3.05833,10.0,7.63066,5.08747,4.78472,4.61713,10.0,2.13151,2.48498,2.13978,2.55081,7.61224,7.62236,10.0,6.20255,2.68146,5.26853,4.11205,3.20943,5.0112,7.7962,7.61432,2.93827,7.94198,2.87682,7.67191,4.80941,3.15371,5.17954,3.57597
201.0,7.26784,2.12996,7.25379,7.2532,4.94818,2.19144,5.28661,10.0,7.49892,5.53721,7.66696,10.0,2.62628,5.36067,3.00787,7.6916,2.85815,3.05735,7.65837,10.0,2.6552,5.26071,2.48388,4.88315,2.13704,7.55558,2.31034,4.29227,4.75262,2.21301,4.91153,7.38818,4.51273,2.85369,3.09433,3.40878,7.86369,5.57809,5.45762,7.74197,2.89475,5.50725,7.60445,5.45143,10.0,4.99566,5.07505,10.0,7.85969,7.32434,4.85317,4.80841,2.24794,10.0,7.44881,5.08985,7.68089,5.46082,2.69503,7.61749,5.26202,2.95417,2.91608,5.47548,7.66877,2.77853,5.05241,2.51756,7.72735,10.0,10.0,4.73276,4.86666,5.01847,2.48186,4.86582,2.63599,5.10875,7.45663,10.0,3.05065,10.0,5.29923,5.42337,7.53324,3.2578,5.24823,5.12766,5.42321,5.76907,2.90924,7.5162,5.3307,5.4754,3.16493
202.0,3.83367,4.76449,3.96097,10.0,4.81789,0.80269,4.13625,4.43696,4.54661,4.60625,6.86788,4.97676,4.98832,5.0664,7.71764,2.90811,2.49786,7.70912,4.53328,10.0,1.82778,2.24959,7.6904,10.0,4.24933,3.33333,0.72601,1.06168,7.40445,1.62219,4.07223,-1.89172,1.15694,2.70078,5.57422,5.54909,2.45491,4.72738,5.0567,4.64009,2.49609,7.72398,7.01669,4.35424,4.61776,6.83156,4.38748,7.43632,10.0,7.52228,1.62451,4.83743,4.27197,6.87732,4.25122,2.31333,6.91156,4.68385,4.36658,4.54728,5.1674,4.36519,4.9229,6.99761,6.97001,5.46492,7.53199,4.27395,4.62624,7.51463,7.11718,4.85132,7.52328,4.81899,4.40875,4.28898,2.54451,5.10129,4.54213,7.21541,4.68775,4.4784,7.68176,7.61557,2.41836,2.79434,2.74969,10.0,5.28066,7.8643,4.74826,7.59485,7.429,2.50035,5.32831
203.0,3.99151,7.48725,3.62373,7.74467,7.0378,0.55419,3.61735,1.12094,2.08458,1.85002,4.0293,4.8579,7.73339,4.26771,7.23875,2.03634,2.10839,7.27176,4.17783,8.19618,1.6644,3.89321,7.44509,4.44298,6.79408,0.17031,0.58734,6.62571,4.04042,3.67175,6.57634,0.84681,3.31548,4.94658,7.05646,4.83992,4.07215,4.21761,10.0,4.32919,7.07749,4.99426,1.93899,6.91326,4.04203,4.43744,4.23947,7.24876,7.50201,7.55058,3.57171,4.51536,3.86016,4.52491,4.77374,5.33656,4.48043,2.06442,1.65634,4.63801,4.63701,4.77033,2.29914,5.04186,4.38755,4.98521,5.0888,4.16766,1.46248,7.42325,1.48718,4.43551,6.92095,7.02035,3.97561,4.33729,5.06236,7.13514,4.11938,1.7938,4.76183,1.81768,7.10493,4.9056,4.39427,5.38952,5.11122,4.76966,7.59401,4.84543,4.67031,7.51587,4.51557,6.99286,7.61988
204.0,6.74287,4.40413,4.40187,7.31494,1.22085,7.00596,3.91534,4.42929,4.44585,2.02414,4.22677,4.52136,4.71304,1.83574,4.83063,2.11432,4.53896,2.33944,2.57314,5.43221,1.99327,2.18196,5.11723,4.45705,10.0,6.83698,7.25401,4.07108,1.00314,1.56679,4.6194,4.83829,4.2604,4.79932,4.64387,4.30543,2.16016,4.80579,4.90886,7.26264,5.09275,2.62372,4.98653,4.60581,6.95724,7.33046,4.99016,7.24876,10.0,7.76367,1.27983,6.96421,5.01708,7.50781,7.57716,8.21794,7.71701,4.81847,4.76651,7.59751,2.21811,7.19341,4.81907,4.9131,7.41755,4.85409,7.21822,7.30246,1.58435,4.6803,4.28316,1.47496,1.54359,5.0635,2.23521,10.0,7.51885,4.19659,7.1325,1.85374,7.63355,4.79028,1.8274,2.78589,1.98919,10.0,7.20855,7.11707,10.0,2.20086,8.06159,7.17392,4.45399,4.90546,7.19339
205.0,0.21153,0.84458,6.90448,6.96158,3.38427,0.8087,0.57303,6.89153,4.50689,1.55248,1.28524,4.03312,1.62939,1.24157,3.92327,1.31589,4.45004,4.37189,4.69701,4.2723,4.04807,1.93865,4.69287,4.37682,10.0,10.0,3.51892,6.84366,3.77825,4.27484,0.74687,6.73638,6.92025,1.52241,7.04049,1.44222,1.30889,10.0,1.21356,4.27183,7.27769,2.07872,7.24816,4.01371,4.44411,4.24584,4.21746,4.36677,7.30644,4.01171,3.89333,4.15151,6.98709,10.0,7.35284,10.0,7.17967,10.0,7.66046,10.0,1.69308,4.5368,4.13832,4.3944,7.21013,10.0,7.07492,4.55299,1.26862,6.99576,7.03744,7.10792,0.86381,4.28335,1.01002,6.98472,7.10081,4.04259,10.0,4.34933,10.0,4.73627,1.38324,1.8081,1.66618,7.22159,4.38309,4.29278,7.06161,1.97335,10.0,1.20758,1.60094,7.25401,7.19339
206.0,0.00637,-0.18108,3.14704,0.50017,-3.26123,6.7465,0.00384,3.29059,0.78155,0.54596,0.69277,0.67535,0.82889,0.5909,0.63202,0.9128,3.92252,0.90563,0.84546,3.74987,3.71113,4.23706,7.0164,3.84824,6.41587,3.38923,0.08174,6.50206,3.27971,3.33333,-2.95053,0.24948,3.76186,4.28144,0.842,3.85672,0.69255,4.58969,4.4191,1.02767,3.33333,4.20362,7.03802,3.60885,4.65761,0.24871,4.35737,0.58374,0.36731,3.56677,0.32207,3.56639,6.98709,6.577,4.25192,3.75356,3.77463,10.0,4.25193,10.0,1.01933,1.64733,1.473,7.12358,1.08754,10.0,10.0,4.28376,1.03447,6.56893,7.16684,10.0,3.48275,1.15433,0.51599,-2.80054,10.0,-2.63029,6.71276,6.84675,10.0,1.48857,3.89519,1.39745,1.77364,7.22159,7.09693,1.60567,7.13179,5.00134,4.212,6.9909,4.30215,6.90047,3.95648
207.0,-0.06596,-0.23607,3.28394,-3.02415,-2.86883,3.75493,3.41094,0.7095,0.69644,0.65302,0.63989,0.51979,0.51709,0.54455,0.86464,0.98583,1.17473,0.87196,0.72681,0.70958,0.88591,6.5816,4.08833,0.76828,6.41587,6.52005,0.11532,6.50206,3.31224,0.2428,3.33333,3.54341,3.67731,1.07661,0.99429,0.96097,1.13582,1.72685,4.72809,3.77899,0.51192,4.63678,7.13213,0.87005,7.00324,0.5036,7.00309,4.04683,0.35541,0.74996,-2.8121,3.46984,7.19062,0.93904,6.89909,0.87712,3.97715,4.19045,4.13128,4.45177,4.05911,4.33127,4.28157,4.51731,1.15199,4.38083,10.0,4.62173,0.92403,3.52756,10.0,10.0,3.62764,1.10458,0.85353,0.3481,7.37539,-1.91886,3.90399,1.42683,4.55763,4.37621,1.09085,1.53936,4.81557,7.24866,4.50845,4.21627,7.27663,4.34443,1.25683,10.0,7.11115,4.1998,1.35449
208.0,-0.05146,0.14893,0.66008,0.56232,0.36744,1.1193,3.72361,3.97149,0.8017,0.91141,0.97401,0.86175,0.96404,0.96085,1.16036,1.3313,0.98572,1.1135,1.36736,1.05831,1.12711,4.0089,0.93014,1.18121,6.99789,3.85868,3.63554,6.89978,0.87755,1.12622,4.04133,3.8419,0.83918,1.50389,1.46127,2.19241,1.94434,1.38381,1.77637,1.57255,1.48472,1.68832,1.35527,4.36629,4.43976,7.06196,4.05143,4.04438,6.91954,4.09165,4.09727,3.84343,7.19062,4.21817,7.13003,7.23499,1.66088,4.5892,1.85661,1.76691,4.347,4.52688,10.0,4.57377,4.33434,4.32089,7.44302,1.95455,7.19608,10.0,3.89187,4.08819,7.03152,1.37922,1.38617,4.09125,1.72778,1.95638,1.89661,1.57662,2.27989,4.83339,4.33118,2.08935,1.92725,2.01537,1.64119,4.66363,4.85041,1.65451,7.22028,7.15457,7.11115,4.51732,7.44106
