E vs SHE,j / mAcm2
1.6484400000000001,0.13296039772727272
1.7497930000000002,0.6266602272727273
1.849949,2.2342210227272727
1.9501730000000002,4.580309659090909
2.050059,7.261619318181819
2.149932,10.109034090909091
2.250005,13.063454545454544
2.3499429999999997,16.084051136363634
2.449818,19.149704545454547
2.5497739999999998,22.265357954545454
2.649994,25.55215909090909
2.7498769999999997,29.2335625
2.8498829999999997,32.46148863636364
2.950053,35.67189204545455
3.049953,38.89069886363636
3.149823,42.121471590909096
3.249837,45.332772727272726
3.349916,48.53246590909091
3.449808,51.73752840909091
3.549708,54.92684659090909
3.649877,58.10880681818182
3.649098,57.9534659090909
3.547475,54.53109090909091
3.447358,51.19697159090909
3.3474399999999997,47.85198295454545
3.247398,44.50609659090909
3.147378,41.18655681818181
3.047525,37.93390340909091
2.947613,34.65932954545455
2.847435,31.381397727272727
2.747448,28.15011931818182
2.647583,24.932795454545452
2.547371,21.78664204545455
2.447431,18.619022727272725
2.3475829999999998,15.498642045454547
2.2476089999999997,12.428494318181816
2.147519,9.435454545454546
2.047629,6.570068181818181
1.9477330000000002,3.922507954545454
1.847526,1.7129011363636362
1.747578,0.3682704545454546
