wavelength (nm),0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0
200.0,6.53201,-1.31207,2.17909,1.46991,3.33333,2.09529,-1.67659,6.3767,-1.37548,2.23316,6.45366,1.51555,2.0873,3.33333,-1.50132,1.84337,1.62977,5.08783,6.7475,2.06158,6.55093,6.50006,1.686,2.08897,1.87648,-1.56105,-1.39424,1.78658,6.5077,1.83586,6.49772,6.10749,2.38571,6.37751,2.99614,1.66065,3.08033,2.35684,5.27505,1.96572,1.59259,2.20482,-1.67251,-1.44098,-1.46675,6.28841,3.33333,-1.67968,5.27104,-1.36651,-0.94797
201.0,-0.13343,-3.53044,-0.10187,6.34458,-3.39013,0.1971,-6.39632,-3.58156,-3.14668,6.57264,-0.21301,6.42135,7.06563,3.33333,-6.61788,3.23991,6.54286,3.57941,0.05259,0.31042,0.3545,-0.06713,0.14758,3.04113,0.00712,-6.38006,0.41697,0.03709,-0.15896,3.22857,-0.22969,3.47922,0.02723,0.09219,0.63724,-0.06113,3.19927,3.66474,6.86058,-0.03307,0.55864,0.0132,-6.50909,0.09799,0.00208,-3.68138,3.33333,-3.0454,3.35322,-6.4605,-6.30513
202.0,0.19061,-0.39755,0.08995,3.60408,3.24062,0.56279,-3.08989,-2.71346,3.13419,6.68185,-3.45212,3.47964,3.43718,6.99587,-0.11104,0.74723,3.5469,0.3009,-3.27621,3.05466,-0.00664,3.57553,0.48515,3.12425,3.50871,-2.34473,6.94098,0.00591,-2.99182,3.81332,0.19855,6.51521,0.91212,0.41817,3.60864,0.15871,-2.67682,3.89017,6.68022,3.48459,3.3566,0.69071,-3.10736,3.64592,3.27745,-3.24472,3.80006,0.30403,3.05183,3.33333,-3.13258
203.0,0.35809,0.10009,0.14364,0.35499,3.48311,0.65573,0.39276,0.97821,0.52046,3.69016,0.52555,0.64,3.53839,3.57928,4.296,1.0134,0.69895,0.84055,0.59736,6.887,3.77961,0.78042,0.81309,6.96984,0.77684,1.12936,0.93087,1.07591,0.62919,0.71707,0.70468,3.88753,6.98217,3.74629,3.86366,6.80145,4.28317,7.07975,7.104,3.74337,4.14803,3.99761,6.83155,3.90481,3.86211,3.64498,7.16314,0.54683,4.0379,3.82076,3.77959
204.0,0.0861,0.03707,0.29373,0.45975,3.72657,0.72548,0.60461,0.61537,0.93647,0.57092,1.11279,0.72824,0.83141,0.68586,1.06718,1.18564,0.87979,0.71627,0.7987,0.85669,1.01484,1.01005,1.16218,1.11328,0.81643,1.54924,1.08194,1.19945,3.89241,1.00787,1.13666,1.10123,4.36678,10.0,1.21755,4.18206,1.24174,4.52367,7.07285,1.07238,1.32788,1.198,7.10197,7.11059,7.04996,0.93574,4.31881,1.39903,1.56636,1.44436,4.08092
205.0,0.04106,0.07697,0.12238,0.40959,0.46992,0.64531,0.59743,0.61581,0.66277,0.59066,0.79686,0.93019,0.93787,0.86735,0.83942,0.95684,0.9528,1.05283,0.85142,0.90558,0.99635,0.94657,1.14311,1.11393,1.08294,1.52673,1.10872,1.27104,1.01047,1.10024,0.98464,1.5072,4.55479,4.19945,1.49331,1.23849,4.06798,1.62084,1.28415,1.3869,1.3886,1.64269,7.12725,4.20638,3.93516,1.34058,4.16451,1.60281,7.37484,4.37852,4.35744
206.0,0.00226,0.03794,0.13664,0.35168,0.44953,0.52028,0.55427,0.63917,0.69711,0.62978,0.78498,0.71442,0.75218,0.76329,0.73491,0.77379,0.89714,1.01894,0.79831,0.84874,0.85795,0.89226,0.98808,1.02267,1.28601,0.95914,1.14066,1.23124,1.00659,1.15241,1.08823,1.75338,4.03221,1.21063,1.35281,1.1385,1.08298,1.46209,1.32319,2.12744,1.86764,2.12924,1.20854,1.3519,1.39636,1.57797,1.30219,1.48,4.26952,1.25579,4.49053
207.0,-0.00639,0.00333,0.09807,0.31479,0.34477,0.49191,0.4896,0.54306,0.54297,0.5184,0.62031,0.6058,0.64414,0.68672,0.65313,0.66323,0.71907,0.89766,0.79786,0.85564,0.83294,0.91435,0.96173,0.87743,0.97032,1.0102,0.97543,1.13955,0.97959,1.20213,1.07663,1.19024,1.18116,1.22173,1.15896,1.16493,1.22894,1.36115,1.38301,1.91106,4.69088,2.22252,1.77718,1.40362,1.25317,4.07912,4.34539,1.70878,1.62974,1.50345,4.29248
208.0,-0.04286,0.00601,0.0722,0.23991,0.3056,0.38226,0.43645,0.45753,0.39707,0.48918,0.54369,0.50758,0.62275,0.58125,0.62782,0.5857,0.69155,0.80034,0.72462,0.73777,0.7356,0.80509,0.84887,0.84251,0.82648,0.91465,0.92046,1.08385,0.93515,1.02276,0.98802,1.07432,1.17227,1.18518,1.04138,1.10258,1.3441,1.17795,1.16713,1.73408,4.69837,1.47654,1.84357,1.72569,4.15714,1.42868,1.82598,4.49819,1.69396,1.41619,4.25894
209.0,-0.02014,0.04121,0.06622,0.25062,0.29654,0.33781,0.4019,0.39403,0.41719,0.50059,0.46502,0.49515,0.60022,0.5291,0.55518,0.5699,0.65194,0.76854,0.65452,0.67482,0.79446,0.73631,0.76914,0.79713,0.83968,0.86797,0.90778,0.98555,0.93616,0.9374,1.07867,1.00883,1.07052,1.05207,0.99024,1.04779,1.1196,1.14618,1.29125,1.6226,1.84877,1.62704,1.56987,2.05153,1.39087,1.64471,1.44797,1.53131,1.538,1.61134,1.41782
210.0,0.0348,0.05883,0.10235,0.28321,0.31942,0.3627,0.44946,0.43434,0.43854,0.49137,0.50456,0.56324,0.60018,0.55484,0.57931,0.60462,0.65618,0.69246,0.68044,0.66918,0.75885,0.72646,0.79745,0.75269,0.86097,0.87609,0.90527,0.92133,0.91541,0.93799,0.93451,1.04236,1.01782,1.06067,0.94735,1.04438,1.11184,1.18885,1.23237,1.73656,1.77181,1.71893,1.73429,1.76575,1.48834,1.55788,1.47411,1.86119,1.47845,1.59504,1.59399
211.0,-0.00515,0.01071,0.07611,0.25502,0.3083,0.32372,0.39389,0.39205,0.37999,0.45934,0.43951,0.50353,0.52816,0.49987,0.54259,0.54267,0.5964,0.6265,0.60068,0.627,0.63625,0.72416,0.71048,0.71015,0.75681,0.79065,0.84174,0.82902,0.8319,0.87805,0.90203,0.93401,0.96347,0.91536,0.91833,0.94579,0.99946,1.07926,1.19701,1.49667,1.40656,1.55071,1.62036,1.57647,1.62236,1.39942,1.42141,1.42528,1.41566,1.44179,1.62226
212.0,-0.01772,-0.00245,0.06821,0.24165,0.28932,0.32355,0.34765,0.33626,0.35073,0.41239,0.42189,0.45631,0.4807,0.46619,0.51023,0.49618,0.56732,0.58336,0.54548,0.57667,0.58574,0.65325,0.64477,0.67493,0.74552,0.71375,0.81247,0.78067,0.79079,0.82006,0.858,0.93984,0.89625,0.85866,0.90168,0.89892,0.96678,1.02887,1.12067,1.39055,1.51458,1.58049,1.30186,1.43523,1.46834,1.36929,1.48744,1.41077,1.41565,1.43341,1.48869
213.0,-0.0081,0.02618,0.0815,0.24491,0.29886,0.31778,0.33168,0.36784,0.36608,0.37977,0.4386,0.46455,0.47516,0.45519,0.47774,0.49085,0.53385,0.57865,0.54444,0.58099,0.55649,0.63496,0.66759,0.66593,0.72585,0.70027,0.7683,0.77057,0.79042,0.80323,0.82894,0.88424,0.87468,0.84027,0.88014,0.89035,0.93588,1.0144,1.06151,1.28104,1.40717,1.4791,1.32479,1.41781,1.28287,1.33606,1.39608,1.38777,1.2849,1.35504,1.34491
214.0,0.01139,0.03256,0.08593,0.245,0.28977,0.30595,0.32778,0.35865,0.36973,0.38335,0.39663,0.44589,0.44784,0.4364,0.45767,0.48159,0.51508,0.53649,0.54284,0.54511,0.57251,0.61402,0.62996,0.63429,0.67971,0.69038,0.71543,0.73777,0.73881,0.76193,0.78353,0.82947,0.84329,0.80649,0.80465,0.85821,0.94067,0.94819,0.99805,1.24116,1.41319,1.36564,1.30637,1.29695,1.29121,1.34763,1.40176,1.35282,1.28315,1.38346,1.35943
215.0,-0.00239,0.00739,0.06557,0.22224,0.25534,0.27746,0.30066,0.31541,0.32813,0.3598,0.38238,0.41455,0.40858,0.39538,0.43261,0.44663,0.46474,0.51356,0.48246,0.49876,0.52849,0.56184,0.58004,0.58447,0.63124,0.6561,0.65137,0.67066,0.70371,0.69858,0.76384,0.78212,0.79102,0.77061,0.78076,0.81414,0.87453,0.89615,0.9823,1.15158,1.27081,1.25488,1.2436,1.28421,1.26304,1.33615,1.32,1.26848,1.22619,1.27894,1.26397
216.0,-0.00426,0.01474,0.07205,0.20342,0.24401,0.27623,0.29474,0.31654,0.32246,0.3604,0.36826,0.3876,0.39636,0.37924,0.39467,0.42605,0.46064,0.49671,0.46766,0.4799,0.51043,0.55554,0.56593,0.56393,0.60112,0.61472,0.63657,0.65842,0.68727,0.68005,0.70061,0.74843,0.75873,0.72379,0.75555,0.78262,0.83566,0.86357,0.92152,1.07262,1.21104,1.201,1.18182,1.26977,1.20008,1.27533,1.24329,1.19929,1.25759,1.23863,1.22055
217.0,-0.00272,0.02441,0.06756,0.20616,0.24656,0.27823,0.29434,0.30905,0.32698,0.34399,0.35532,0.381,0.39054,0.38384,0.39191,0.41542,0.44914,0.4677,0.44919,0.4618,0.51716,0.52669,0.54796,0.54034,0.58452,0.58871,0.6185,0.64612,0.66311,0.6509,0.68956,0.7242,0.72979,0.70121,0.73885,0.7486,0.80021,0.848,0.89885,1.04984,1.17566,1.2099,1.16167,1.22168,1.13575,1.19484,1.1689,1.20932,1.17048,1.18103,1.16664
218.0,0.00308,0.03343,0.06117,0.20986,0.24358,0.28191,0.2919,0.30642,0.31357,0.33639,0.34348,0.37427,0.38413,0.38229,0.36633,0.40065,0.44274,0.4648,0.43515,0.4514,0.48706,0.51745,0.53531,0.51873,0.56258,0.57666,0.58688,0.62215,0.63206,0.64483,0.68346,0.68636,0.71633,0.67695,0.70535,0.71616,0.77055,0.81345,0.88816,1.04474,1.15462,1.17193,1.09849,1.18331,1.13522,1.14238,1.13521,1.15,1.13748,1.16795,1.13828
219.0,0.00709,0.03406,0.0696,0.20818,0.24369,0.28063,0.28859,0.30749,0.30826,0.33569,0.33278,0.36798,0.37102,0.3659,0.37105,0.40347,0.42546,0.46033,0.42949,0.42417,0.47187,0.50464,0.50639,0.50394,0.5537,0.58181,0.57728,0.59862,0.61719,0.63689,0.65058,0.67884,0.69676,0.66907,0.67772,0.71849,0.75389,0.77905,0.8519,1.01576,1.16708,1.15218,1.09134,1.1146,1.08783,1.07859,1.12533,1.11686,1.12491,1.16562,1.1105
220.0,-0.00188,0.01015,0.05819,0.18998,0.22769,0.25922,0.27591,0.29632,0.2815,0.31691,0.31482,0.34525,0.35998,0.34777,0.34959,0.37788,0.39727,0.43047,0.40637,0.40798,0.45255,0.47918,0.48309,0.4928,0.52311,0.53822,0.53966,0.56383,0.57595,0.60258,0.63469,0.64485,0.66696,0.63639,0.65642,0.68017,0.72484,0.77801,0.837,0.97038,1.13195,1.10801,1.08334,1.06848,1.04638,1.0323,1.09042,1.05955,1.07161,1.09728,1.08626
221.0,-0.00558,0.01333,0.06166,0.1671,0.22227,0.24876,0.26874,0.27855,0.27016,0.31303,0.31103,0.34022,0.35428,0.32534,0.33996,0.36514,0.40373,0.41404,0.39146,0.40687,0.43539,0.47518,0.47597,0.47259,0.51185,0.51888,0.53203,0.55751,0.56793,0.58171,0.61004,0.64202,0.64679,0.6147,0.63915,0.65889,0.7057,0.76156,0.77987,0.95386,1.058,1.04506,1.01754,1.04342,1.02134,1.02865,1.0631,1.05519,1.05044,1.07795,1.07747
222.0,0.00529,0.01741,0.05227,0.17415,0.21912,0.2434,0.26169,0.27169,0.26959,0.29414,0.30043,0.33808,0.34644,0.3214,0.33123,0.34878,0.38737,0.41003,0.39461,0.39665,0.427,0.4596,0.4607,0.45848,0.49332,0.50211,0.52129,0.54446,0.56068,0.57249,0.60314,0.62837,0.63181,0.59228,0.63233,0.64512,0.68572,0.72265,0.77016,0.93793,1.04729,1.01599,0.98867,1.02455,0.99312,1.00572,1.03945,1.03349,1.00876,1.0427,1.03978
223.0,0.00521,0.02521,0.05623,0.17581,0.21438,0.24598,0.25808,0.26657,0.25931,0.28886,0.29903,0.32839,0.33136,0.31984,0.31922,0.34546,0.38588,0.3976,0.38428,0.39039,0.42117,0.43883,0.45812,0.44927,0.49512,0.49704,0.5092,0.53652,0.5448,0.56079,0.59069,0.61569,0.62019,0.59408,0.60792,0.64121,0.6718,0.71937,0.77066,0.91134,1.03266,1.01215,0.98165,1.0062,0.96713,0.98344,1.00833,0.99928,1.00969,1.01173,1.02622
224.0,0.00775,0.02866,0.05702,0.174,0.20888,0.24031,0.25047,0.25953,0.25982,0.28866,0.29486,0.31785,0.33298,0.30403,0.31277,0.3397,0.37088,0.39073,0.36995,0.38702,0.4094,0.42942,0.45472,0.43284,0.48616,0.48851,0.50336,0.52352,0.52254,0.54819,0.57163,0.59542,0.61918,0.57783,0.59251,0.62658,0.6559,0.71966,0.7616,0.89901,1.02436,0.99801,0.96628,0.97489,0.94585,0.96648,0.97827,0.98253,0.99981,0.97259,1.01022
225.0,-0.00352,0.02075,0.05725,0.16611,0.19749,0.22791,0.24708,0.25482,0.24701,0.28414,0.28084,0.30575,0.32138,0.29776,0.31004,0.32663,0.35416,0.37945,0.36341,0.37474,0.39748,0.41327,0.43252,0.4188,0.47438,0.47505,0.48081,0.51766,0.51009,0.534,0.55884,0.58652,0.60108,0.54854,0.57862,0.60741,0.63895,0.68348,0.71983,0.88112,0.98831,0.97173,0.93515,0.94797,0.93122,0.94334,0.96897,0.95899,0.9706,0.96805,0.95985
