E vs SHE,j / mAcm2
1.649318,0.13089829545454543
1.7497420000000001,0.8349454545454544
1.849756,2.68105
1.949966,5.10210284090909
2.049842,7.781982954545454
2.1496939999999998,10.599806818181818
2.249767,13.505579545454545
2.3497079999999997,16.45884659090909
2.449547,19.451886363636362
2.549506,22.472392045454548
2.649714,25.51563068181818
2.749562,28.586613636363637
2.849555,31.67971022727273
2.949737,34.80763068181818
3.0496269999999996,37.95908522727272
3.14953,41.14710227272727
3.249491,44.288017045454545
3.349602,47.467460227272724
3.449464,50.62964772727272
3.549377,54.251056818181816
3.649507,57.72443181818183
3.749457,61.301761363636366
3.8492859999999998,64.55357954545454
3.9374249999999997,67.40698863636365
3.84334,64.45698863636363
3.744029,61.136647727272724
3.644206,57.77431818181819
3.544057,54.45661363636363
3.444165,51.12389204545454
3.344295,47.78929545454546
3.24424,44.45834090909091
3.1442769999999998,41.142857954545455
3.0443909999999996,37.85084659090909
2.9444719999999998,34.57994318181818
2.8443,31.30482954545454
2.7442979999999997,28.032204545454544
2.64444,24.788670454545457
2.544205,21.595801136363637
2.4442899999999996,18.42909659090909
2.344424,15.296068181818184
2.24445,12.217255681818184
2.144379,9.232181818181818
2.0445029999999997,6.380613636363636
1.944622,3.7694238636363635
1.8443660000000002,1.6223363636363635
1.7444490000000001,0.3481394318181818
