E vs SHE,j / mAcm2
1.6488800000000001,0.11134761363636364
1.749412,0.7060090909090909
1.8494030000000001,2.3577926136363634
1.949632,4.562761363636364
2.049546,7.019346590909092
2.149422,9.610630681818183
2.249463,12.283869318181818
2.349417,15.018801136363635
2.449283,17.787886363636368
2.549222,20.59045454545455
2.64944,23.421159090909093
2.749317,26.271375
2.849299,29.140363636363634
2.949487,32.013943181818185
3.049377,34.897999999999996
3.149272,37.77897159090909
3.2492449999999997,40.65925568181818
3.3493459999999997,43.54933522727273
3.4492239999999996,46.478005681818175
3.549152,49.38678409090909
3.6493219999999997,52.275107954545454
3.749243,55.20076136363637
3.849096,58.093863636363636
3.933995,60.49977272727272
3.837291,57.600852272727266
3.737802,54.60570454545455
3.637958,51.59127272727273
3.5378089999999998,48.586005681818186
3.437929,45.629948863636365
3.3380699999999996,42.66434659090909
3.2379439999999997,39.71886931818181
3.137987,36.79244886363635
3.038093,33.844227272727274
2.938172,30.92141477272727
2.8380259999999997,28.037840909090907
