wavelength (nm),0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0
200.0,10.0,6.63563,6.65847,6.72817,6.4998,2.48486,6.60565,1.87537,2.15483,4.94931,2.10571,1.98467,1.87375,2.16824,7.5642,6.75105,6.67887,6.05356,2.13301,2.17422,6.80375,2.71002,6.74313,6.61868,2.12839,6.79485,10.0,10.0,10.0,-1.55496,4.99895,1.78366,5.96855,5.46977,6.81485,2.82331,5.66845,6.85459,10.0,1.96398,10.0,6.84321,2.5187,6.78191,10.0,2.07224,5.21743,2.30364,10.0,10.0,1.40816,6.81855,1.73214,1.83006,-1.14073,6.69933,5.2125,2.03951,2.05058,2.19033,2.34853,2.62619,6.71254,6.9257,2.27461,2.37154,7.01744,1.84295,2.95178
201.0,3.63139,3.68904,3.73908,0.33185,3.38691,3.77711,6.60565,3.5525,0.72835,4.02218,6.80128,3.91358,3.84059,4.31014,4.30606,6.75105,3.48519,3.72258,0.81643,0.6136,3.72181,1.13233,3.59041,3.39567,4.22862,3.55555,3.93312,3.6312,6.82598,0.34308,6.91665,0.32514,3.59361,3.59782,3.63632,3.51306,3.49388,0.38968,4.00523,3.68992,6.87375,0.34714,0.42908,0.64957,7.07981,0.34857,10.0,0.96871,6.65971,6.8264,3.65877,4.77729,3.45857,3.50583,-2.21772,6.69933,4.06073,0.39901,3.62223,0.58288,1.01101,7.09993,3.6056,4.09223,3.7184,4.02788,3.94789,6.80158,0.46259
202.0,-0.09529,0.17689,6.36846,-3.60078,0.05819,3.18809,3.18637,0.24725,-0.02093,-0.01418,3.40779,6.3719,3.08058,0.19658,6.74186,3.55666,-0.22511,-0.08473,0.20967,-2.92549,0.15361,3.3051,-0.09493,6.29155,4.02012,6.50751,0.03035,0.15446,-3.33333,0.03491,3.74552,-2.93484,0.05285,0.09028,3.24889,3.38392,-3.11905,-3.08397,0.42963,3.48152,0.34386,-3.02435,0.76772,3.56051,0.09018,0.21047,6.35961,0.40963,3.33333,6.57763,6.32713,4.25863,3.27787,-3.13982,1.16072,3.20962,0.50976,-3.07852,3.41494,0.29902,0.30057,0.10291,6.39757,4.13078,0.35723,3.23825,-2.94448,3.32976,3.51082
203.0,0.08512,0.06143,3.6916,-3.23143,0.20214,0.51819,0.43902,0.33327,0.45948,0.42309,0.50881,3.62049,3.55903,0.30776,3.78569,0.48682,0.48197,0.46011,3.56588,0.40074,0.42843,3.74655,0.75466,3.69547,3.59787,3.86784,6.82685,6.84042,0.07613,0.31429,6.98002,0.97638,0.66259,7.6044,6.87299,0.72395,6.7767,0.88791,4.21572,4.25241,3.95545,0.60426,4.14853,3.71736,3.78369,0.70804,3.75935,3.39694,6.91854,3.91166,7.39687,3.83828,10.0,0.51572,3.50725,1.04098,3.79642,1.03854,4.02241,6.92451,3.68741,3.93518,6.95047,4.20714,3.75575,3.72055,0.62921,0.81867,3.98867
204.0,0.05722,0.08778,0.37299,0.40905,0.29631,0.46252,0.29272,0.57704,0.64322,0.55352,0.62427,0.76332,0.65017,0.78078,3.77876,0.79376,0.67813,0.74794,3.85118,0.62447,0.77267,0.8436,1.10447,0.88632,0.5982,1.20206,6.9177,6.82463,3.64651,0.89561,0.69245,1.05463,1.14869,1.58388,3.98833,3.69842,7.06463,0.85283,4.4587,4.35737,3.87798,6.91669,3.74101,0.84776,1.1381,1.61709,6.83371,4.05506,4.20741,3.78067,7.11467,4.43367,4.03699,3.71386,6.86625,1.15428,6.94517,4.01,4.25286,3.89301,3.96171,4.21153,1.02594,4.47671,4.04538,4.28615,0.84011,3.84093,0.8356
205.0,-0.03062,0.09395,0.339,0.47302,0.41323,0.32417,0.42916,0.40941,0.63172,0.56328,0.64344,0.56112,0.52669,0.75693,0.80984,0.66954,0.72613,0.8165,0.8515,0.83895,0.78761,0.82937,0.80855,1.11616,0.8539,1.1582,7.30671,3.88775,0.68387,1.4786,0.87827,1.16199,1.1227,0.88508,1.0741,0.85409,1.18236,1.64356,1.51847,7.18761,1.30105,4.02915,3.95089,1.19476,1.24007,1.3479,4.14918,1.09812,1.65707,7.20658,7.04172,1.79245,4.22491,7.04466,4.62608,1.66743,7.09534,4.42028,1.30636,1.0507,0.9421,4.60512,1.42879,1.56217,7.18411,7.35798,1.55602,4.6506,1.11591
206.0,0.01526,0.13269,0.35493,0.34757,0.4682,0.36219,0.61395,0.45159,0.63229,0.65152,0.63146,0.65815,0.71612,0.84383,0.7356,0.6973,0.72316,0.92904,0.82301,0.87278,1.01198,0.95139,0.93711,0.96356,1.02787,1.0066,1.29219,0.94875,0.91705,1.53701,1.10252,4.1287,1.26542,1.13024,1.1189,1.66311,1.13068,1.40772,1.27322,4.14296,1.45028,1.21938,1.32064,1.50569,1.77469,4.15665,2.07457,1.15171,1.842,4.4656,1.40551,1.94498,4.20105,4.38396,4.56216,4.53323,1.7599,1.77076,1.54155,1.88503,1.66396,4.61489,1.38685,1.56663,4.60251,4.51347,4.33544,1.82561,1.64461
207.0,-0.01887,0.08872,0.36523,0.3946,0.45993,0.4106,0.55372,0.50246,0.58139,0.53152,0.61329,0.73105,0.64496,0.72813,0.71069,0.76234,0.63562,0.85326,0.76795,0.66313,0.82411,0.83498,0.78576,0.86388,0.99784,0.93033,0.94131,0.98348,1.00474,1.00123,1.01239,1.10681,1.07469,1.11434,1.0861,1.64051,1.07907,1.27706,1.15093,1.27457,1.2793,1.28308,1.60822,1.31896,1.53648,1.36409,1.25072,1.27472,1.53155,1.50894,1.68396,1.61324,1.17096,7.23978,4.16243,1.59066,1.70365,1.98423,1.50533,1.68946,2.30541,1.57203,4.49776,1.46513,1.43883,1.58947,4.83664,1.97379,1.93654
208.0,0.01364,0.10034,0.39992,0.41368,0.47094,0.47162,0.491,0.44381,0.56939,0.51162,0.56395,0.65771,0.60652,0.60968,0.6519,0.6695,0.79506,0.80891,0.74004,0.7438,0.74236,0.81601,0.8147,0.84642,0.87466,0.84893,0.98574,1.07502,1.01335,0.94341,0.99385,1.05184,1.06925,0.92934,1.08818,1.01056,1.07064,1.11732,1.17803,1.26923,1.30394,1.27741,1.60256,1.29852,1.18364,1.24984,1.31661,1.19472,1.37435,1.45616,1.37614,1.53197,1.28713,7.25002,4.2555,1.90311,1.69024,1.68462,2.23682,2.00651,2.1043,2.19078,1.76671,1.59428,1.62035,4.55639,1.89097,1.65233,1.86828
