E vs SHE,j / mAcm2
1.6494820000000001,0.1354584090909091
1.750032,0.8107795454545454
1.850085,2.3377704545454545
1.950291,4.240390340909091
2.050153,6.325
2.150023,8.508397727272728
2.2501029999999997,10.750284090909092
2.350036,13.038227272727273
2.449897,15.356187500000003
2.549861,17.687749999999998
2.650066,20.03740909090909
2.7499279999999997,22.419159090909094
2.849898,24.881801136363634
2.9501,27.383232954545452
3.0499859999999996,29.908125
3.14986,32.41495454545455
3.249863,34.93839772727272
3.3499269999999997,37.59891477272728
3.4498249999999997,40.14155113636364
3.549698,42.76330113636364
3.64985,45.32046590909091
3.74977,47.91181249999999
3.849615,50.3948409090909
3.9497359999999997,53.216755681818185
4.049724,55.7706875
4.149644,58.32511363636363
4.147249,58.228522727272725
4.116302,57.11198863636364
4.179382,58.68829545454546
4.075332,55.96908522727273
3.975078,53.42177840909091
3.874866,50.88073295454546
3.7750109999999997,48.32130681818182
3.675135,45.76354545454546
3.5750789999999997,43.27264204545455
3.475122,40.744653409090915
3.375232,38.248636363636365
3.2753099999999997,35.70572727272727
3.17514,33.17640340909091
3.0752509999999997,30.65271590909091
2.9753719999999997,28.13630113636363
2.875181,25.636909090909096
2.775232,23.1196875
2.675313,20.623221590909093
2.5752669999999998,18.13940340909091
2.475192,15.663988636363635
2.375336,13.207068181818183
2.275395,10.787732954545453
2.175259,8.417397727272729
2.075325,6.120142045454545
1.9754990000000001,3.960075568181818
1.8753490000000002,2.0496954545454544
1.7753700000000001,0.6508323863636364
1.6755170000000001,0.05029020454545455
