E vs SHE,j / mAcm2
1.649639,0.10021761363636365
1.7500710000000002,0.8067670454545453
1.850179,2.8799704545454543
1.950394,5.720897727272727
2.050267,8.93172159090909
2.150125,12.339625
2.250206,15.8760625
2.3501309999999997,19.495892045454546
2.449961,23.176267045454544
2.549899,26.907255681818178
2.6500969999999997,30.660994318181814
2.7499909999999996,34.432232954545455
2.84999,38.21851704545454
2.9501459999999997,42.01257954545455
3.050033,45.802034090909096
3.149921,49.58892045454546
3.249923,53.365306818181814
3.349996,57.168977272727275
3.449849,60.92727272727272
3.502278,62.798522727272726
3.3975429999999998,58.491193181818176
3.297297,54.38673295454546
3.197065,50.32851704545454
3.097187,46.342090909090906
2.9973319999999997,42.36987499999999
2.89721,38.44090340909091
2.797259,34.53391477272727
2.697288,30.657545454545456
2.597371,26.82677840909091
2.4972,23.056960227272725
2.397306,19.307636363636362
2.297412,15.633482954545453
2.197256,12.056772727272728
2.097304,8.632244318181819
1.997471,5.4599630681818185
1.897473,2.735232954545454
1.7973830000000002,0.8350636363636363
1.6975200000000001,0.08373892045454545
