wavelength (nm),0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0
200.0,-0.03468,0.00666,0.10185,0.33988,0.56079,0.35919,0.41533,0.46465,0.43133,0.41776,0.45482,0.42158,0.40859,0.3893,0.50035,0.55918,0.43997,0.65629,0.52997,0.62273,0.53072,0.40934,0.57764,0.58422,0.59519,0.5992,0.63962,0.53401,0.60998,0.60598,0.64201,0.6738,0.68733,0.66592,0.66347,0.7652,0.62345,0.72651,0.72384,0.70775,0.57462,0.91822,0.67415,0.7837,0.82609,0.69375,0.5513,0.77874,0.70686,0.7084,0.66073,0.759,0.69486,0.75902,0.71056,0.60578,0.95566,0.79478,0.68054,0.70887,0.79457,0.78754,0.8796,0.76084,0.61086,0.92118,0.58423,0.71069,0.4532,0.91985,0.7969,0.80807,0.59544
201.0,-0.02914,0.02862,0.09798,0.39233,0.5135,0.39638,0.43614,0.45967,0.49077,0.43515,0.52829,0.47285,0.49396,0.47899,0.55877,0.59369,0.57664,0.66841,0.63396,0.66433,0.63195,0.53852,0.62568,0.69765,0.68092,0.69268,0.67341,0.74961,0.70182,0.70727,0.74096,0.74509,0.89153,0.77928,0.74785,0.80145,0.77054,0.90302,0.78328,0.90978,0.73931,0.9578,0.85294,0.90674,1.00284,0.86325,0.75382,0.91067,0.86732,0.88103,0.92721,0.9678,0.86982,0.91819,0.89032,0.8056,1.0207,0.92532,0.8181,0.80265,0.94373,0.85985,0.92919,0.82732,0.81896,1.04229,0.74635,0.90243,0.93202,0.96407,1.00918,1.07549,0.88155
202.0,-0.02496,0.03738,0.10457,0.44801,0.45587,0.42902,0.45628,0.47207,0.54669,0.47128,0.58646,0.51978,0.58115,0.58154,0.61634,0.63158,0.69865,0.69372,0.76347,0.72488,0.74904,0.69021,0.72734,0.86303,0.77568,0.79243,0.7606,0.86445,0.82565,0.84193,0.89739,0.90533,1.03433,0.96269,0.93535,0.88704,1.00811,1.04632,0.9234,1.07525,0.89916,1.08975,1.04145,1.13053,1.14278,1.10367,1.03759,1.07267,1.10311,1.09073,1.19874,1.3226,1.09933,1.18988,1.17116,1.0516,1.14973,1.12612,1.01957,1.03051,1.14333,1.08637,1.02511,1.0131,1.11491,1.18755,1.06036,1.1817,1.26089,1.11746,1.13126,1.31188,1.23197
203.0,-0.00323,0.04148,0.10357,0.37841,0.38911,0.45947,0.46693,0.50107,0.53663,0.51516,0.56968,0.56883,0.58725,0.61535,0.61882,0.66985,0.69193,0.72587,0.75783,0.7528,0.80034,0.76693,0.78383,0.81009,0.84613,0.85254,0.84876,0.94893,0.88622,0.93982,0.98244,0.98186,1.07266,1.03603,1.03269,1.00703,1.08594,1.11357,1.07172,1.18062,1.11365,1.11912,1.14938,1.1485,1.288,1.26378,1.31753,1.26406,1.17711,1.27073,1.37216,1.42048,1.33027,1.42642,1.31373,1.23254,1.26376,1.26155,1.23014,1.19605,1.33898,1.30593,1.23192,1.25016,1.31979,1.4133,1.24096,1.37459,1.51425,1.20961,1.30028,1.34207,1.34591
204.0,-0.00695,0.03141,0.10614,0.37364,0.38646,0.43174,0.45452,0.49673,0.51274,0.53492,0.53973,0.57989,0.59639,0.61175,0.6143,0.66605,0.67286,0.72145,0.75091,0.76479,0.79978,0.78111,0.83175,0.84747,0.84572,0.85748,0.89699,0.89485,0.91267,0.95821,1.02651,1.05164,1.01158,1.06371,1.10459,1.08012,1.14645,1.08099,1.14137,1.18965,1.18006,1.20608,1.17749,1.26807,1.27841,1.36582,1.46256,1.36724,1.37035,1.38076,1.41943,1.52355,1.40324,1.50175,1.42615,1.41137,1.4094,1.37238,1.41989,1.36753,1.43694,1.4467,1.40192,1.41241,1.45824,1.46796,1.47202,1.44349,1.42015,1.36699,1.29104,1.33413,1.38989
205.0,0.00016,0.03957,0.09532,0.36688,0.38819,0.41703,0.44807,0.46257,0.48425,0.53249,0.53982,0.58218,0.59217,0.59122,0.61324,0.65802,0.66014,0.71082,0.69912,0.74502,0.777,0.77333,0.81562,0.83037,0.83064,0.86243,0.89346,0.92328,0.92776,0.94853,1.00378,1.01178,0.98636,1.03238,1.05422,1.09707,1.11,1.08775,1.14596,1.19756,1.23907,1.20738,1.21005,1.24901,1.30153,1.38322,1.53079,1.46451,1.53325,1.44525,1.44564,1.43517,1.43369,1.49836,1.45825,1.52768,1.47481,1.42972,1.51042,1.42482,1.46499,1.4918,1.49521,1.47897,1.49587,1.50574,1.51898,1.42924,1.47565,1.46366,1.42417,1.37497,1.40959
206.0,-0.0007,0.03686,0.10065,0.35739,0.38079,0.3907,0.43237,0.45072,0.46629,0.51611,0.51616,0.5644,0.57865,0.57847,0.61096,0.64084,0.64925,0.66984,0.68779,0.74308,0.75036,0.76883,0.78621,0.80629,0.82977,0.84597,0.86993,0.91359,0.91897,0.92649,0.95581,0.95496,0.97354,1.02996,1.04347,1.07168,1.08713,1.10112,1.12407,1.19613,1.19813,1.18189,1.20698,1.26427,1.27177,1.42694,1.5166,1.52509,1.59637,1.51894,1.53428,1.54484,1.50274,1.48187,1.4967,1.55497,1.4508,1.46038,1.52922,1.52043,1.49565,1.51563,1.53064,1.4865,1.52948,1.47147,1.54604,1.42835,1.4518,1.46131,1.45403,1.43574,1.47437
207.0,0.00598,0.0383,0.09093,0.34642,0.36645,0.38771,0.41711,0.42957,0.44845,0.49677,0.50369,0.53852,0.54842,0.56351,0.59033,0.61882,0.62246,0.65222,0.65722,0.71084,0.72328,0.74867,0.75503,0.77367,0.80481,0.82924,0.8504,0.86755,0.89525,0.91321,0.91198,0.91591,0.94483,1.00147,1.00651,1.03995,1.0563,1.08478,1.10437,1.12635,1.12716,1.14789,1.18817,1.20928,1.23669,1.41507,1.50421,1.54227,1.59544,1.51621,1.51464,1.52411,1.52261,1.50829,1.4837,1.5209,1.46069,1.49625,1.49193,1.50597,1.4823,1.54212,1.50004,1.50641,1.52196,1.47795,1.47396,1.43864,1.44466,1.45983,1.46728,1.44616,1.48777
208.0,0.00012,0.03132,0.08462,0.3298,0.34655,0.36543,0.38994,0.42085,0.43213,0.4676,0.4764,0.51205,0.51961,0.54078,0.55641,0.58457,0.59476,0.61668,0.64057,0.67626,0.68621,0.71045,0.71828,0.73271,0.76697,0.78064,0.80122,0.828,0.83419,0.86744,0.87013,0.87866,0.91619,0.94223,0.95862,0.99111,1.00642,1.0388,1.03889,1.0854,1.0645,1.08807,1.13315,1.15725,1.19724,1.3942,1.47678,1.5034,1.52375,1.51297,1.51379,1.51111,1.50586,1.48046,1.46471,1.47354,1.46876,1.50189,1.45419,1.46954,1.48523,1.50002,1.47957,1.48011,1.49125,1.45152,1.44295,1.42706,1.44592,1.43019,1.42377,1.42992,1.43453
209.0,0.00409,0.03381,0.08042,0.31985,0.33712,0.35502,0.37812,0.40634,0.41651,0.44919,0.45693,0.48775,0.49157,0.51655,0.53241,0.56431,0.56573,0.59538,0.62192,0.63581,0.65736,0.67494,0.69224,0.703,0.73034,0.74569,0.76489,0.79144,0.79375,0.83098,0.83269,0.85332,0.88279,0.895,0.91997,0.94757,0.96591,0.98585,0.99349,1.0256,1.01763,1.04949,1.07212,1.11411,1.14932,1.34377,1.44246,1.46341,1.48453,1.43294,1.45579,1.45122,1.43926,1.44339,1.4514,1.44164,1.44485,1.47662,1.42575,1.42235,1.45255,1.45798,1.46658,1.41772,1.45427,1.42211,1.40612,1.39927,1.42074,1.382,1.38773,1.40377,1.42281
210.0,0.00152,0.028,0.0744,0.30874,0.32227,0.33372,0.36441,0.38872,0.39448,0.42755,0.43451,0.45539,0.46394,0.4911,0.50719,0.53556,0.53829,0.56422,0.59194,0.59808,0.62363,0.63462,0.65278,0.67278,0.6951,0.70466,0.71745,0.75192,0.75293,0.77653,0.79746,0.81345,0.83681,0.85448,0.86084,0.88979,0.90747,0.92541,0.93877,0.98585,0.98278,1.00141,1.01524,1.0555,1.09943,1.30162,1.39457,1.4018,1.42803,1.39551,1.41562,1.39243,1.3889,1.38968,1.41951,1.38954,1.40513,1.41622,1.36799,1.38947,1.39639,1.41159,1.4181,1.37626,1.39098,1.37565,1.37724,1.36737,1.38512,1.373,1.36071,1.35923,1.36507
211.0,0.00384,0.02737,0.06725,0.2987,0.31521,0.32361,0.35183,0.3678,0.38001,0.40994,0.40952,0.4339,0.44073,0.47037,0.48748,0.5105,0.51613,0.54047,0.56145,0.57457,0.59429,0.60196,0.62379,0.64533,0.66515,0.67627,0.68842,0.71444,0.71999,0.74598,0.75693,0.78345,0.7966,0.82074,0.82597,0.84871,0.86617,0.88085,0.90191,0.9417,0.93945,0.95931,0.97138,1.00984,1.03999,1.26842,1.34606,1.36247,1.37681,1.35811,1.35547,1.35763,1.35232,1.34481,1.36346,1.34568,1.36176,1.35354,1.35129,1.34601,1.34364,1.35219,1.36864,1.33454,1.35244,1.34543,1.33116,1.32989,1.33235,1.32973,1.31828,1.32205,1.31316
212.0,0.00257,0.0218,0.06132,0.28981,0.30264,0.31208,0.33388,0.34758,0.3608,0.38955,0.38907,0.41678,0.42162,0.44957,0.46493,0.48437,0.49325,0.51278,0.52842,0.54608,0.56189,0.5725,0.59286,0.61611,0.6327,0.64916,0.65689,0.67658,0.69252,0.70916,0.721,0.74544,0.75803,0.78216,0.78355,0.81,0.82574,0.84353,0.86145,0.90078,0.88815,0.91193,0.92972,0.96061,0.9928,1.21044,1.30564,1.3189,1.32073,1.32104,1.32217,1.30797,1.31262,1.29976,1.29812,1.30587,1.32133,1.30783,1.30797,1.30838,1.29477,1.29542,1.31537,1.29049,1.29933,1.29478,1.28024,1.28872,1.28416,1.28932,1.26776,1.27383,1.26825
213.0,0.00305,0.02011,0.05937,0.28277,0.29335,0.30276,0.31932,0.33475,0.34617,0.37177,0.3742,0.3994,0.40377,0.43014,0.44372,0.46298,0.47386,0.49168,0.50447,0.52473,0.53682,0.54676,0.57077,0.58717,0.59954,0.61683,0.63045,0.64704,0.65993,0.68162,0.68774,0.7122,0.71741,0.74458,0.75164,0.77747,0.7903,0.81489,0.81658,0.8602,0.85016,0.87819,0.88925,0.91975,0.95081,1.16042,1.25733,1.27042,1.26424,1.27626,1.28572,1.26351,1.2682,1.26383,1.259,1.25539,1.2689,1.25928,1.27791,1.26021,1.25796,1.25341,1.26605,1.24548,1.25459,1.25404,1.2429,1.24611,1.24601,1.23971,1.22396,1.24263,1.22075
214.0,0.00036,0.01628,0.05489,0.27587,0.28087,0.28771,0.30602,0.31808,0.32523,0.35355,0.35583,0.38018,0.38606,0.40893,0.42136,0.44209,0.4492,0.46628,0.4791,0.49641,0.51178,0.5219,0.54352,0.55849,0.56979,0.58527,0.60184,0.61543,0.6255,0.64558,0.66005,0.67597,0.68512,0.70783,0.71381,0.74104,0.75191,0.77893,0.77946,0.81749,0.81237,0.83912,0.84936,0.88439,0.91477,1.10836,1.21029,1.21773,1.21859,1.22341,1.239,1.21776,1.2184,1.22643,1.21254,1.21283,1.22109,1.22012,1.22185,1.21391,1.21225,1.21826,1.21609,1.21218,1.20602,1.2066,1.20371,1.20849,1.1978,1.19738,1.18761,1.19291,1.18286
215.0,0.00063,0.01694,0.05206,0.26951,0.27321,0.27523,0.29294,0.30596,0.31312,0.34127,0.33972,0.36353,0.37049,0.39051,0.40268,0.42383,0.43136,0.44503,0.46084,0.47696,0.48931,0.49954,0.52057,0.53292,0.54312,0.5592,0.57602,0.59078,0.59529,0.61612,0.63022,0.64671,0.65585,0.67834,0.6867,0.71194,0.71848,0.74544,0.74738,0.77822,0.78547,0.8062,0.81747,0.84789,0.87843,1.07339,1.1647,1.1748,1.17694,1.17805,1.19262,1.17585,1.17792,1.18724,1.17907,1.17809,1.18015,1.18177,1.18191,1.17745,1.17235,1.18336,1.17588,1.17526,1.16671,1.16813,1.17268,1.17274,1.16186,1.15699,1.14715,1.15336,1.14899
216.0,-0.00121,0.01662,0.04694,0.2628,0.26174,0.26458,0.27975,0.2931,0.29928,0.32593,0.32599,0.35067,0.35567,0.37357,0.38468,0.40459,0.41116,0.42522,0.44356,0.45497,0.4686,0.47844,0.49818,0.51224,0.52088,0.53632,0.54572,0.56263,0.56859,0.58885,0.60337,0.61764,0.62852,0.65221,0.65805,0.68238,0.68863,0.71217,0.72006,0.74229,0.75534,0.76916,0.78699,0.80894,0.84203,1.0387,1.12566,1.13877,1.14066,1.138,1.1427,1.13788,1.14121,1.14783,1.1417,1.14124,1.14427,1.15028,1.14019,1.15013,1.13959,1.14526,1.13667,1.14258,1.13189,1.1289,1.13485,1.13143,1.1234,1.12781,1.11201,1.11029,1.11589
217.0,-0.00105,0.01715,0.04527,0.25767,0.25544,0.25699,0.26878,0.28613,0.29025,0.31639,0.31677,0.33793,0.34392,0.36131,0.37017,0.39014,0.39726,0.41197,0.42848,0.43659,0.45375,0.46058,0.48131,0.49133,0.5027,0.51981,0.52481,0.54115,0.54889,0.56763,0.57826,0.59298,0.60451,0.62862,0.63409,0.65705,0.66323,0.6858,0.69367,0.71737,0.72808,0.74222,0.76042,0.7779,0.81094,1.00914,1.08598,1.10399,1.10664,1.10594,1.10857,1.10639,1.10786,1.10763,1.11317,1.10885,1.1135,1.11698,1.11017,1.12058,1.10812,1.11335,1.10845,1.10956,1.10473,1.09811,1.10445,1.10101,1.09808,1.09499,1.07858,1.0808,1.08559
