,III_H2SO4,VII,Baseline,III_H3PO4,r2
0.0,8.51887230623286e-07,9.733780101034769e-08,0.0007210036307831199,0.0,23.364121357835916
1.0,1.1179045621733355e-06,4.09686652370902e-07,0.0011335439752862113,0.0,0.16677233869277136
2.0,2.404782248447679e-06,1.4579270923171978e-06,0.0015250506481077049,0.0,10.212663839577903
3.0,-1.7072951066833048e-05,9.215808803197133e-06,0.14663652281623354,0.0,45.702544074044084
4.0,-4.562585070298987e-06,2.0120925926218464e-05,0.08414983502724112,0.0,1.1733924443829462
5.0,-3.30475175090541e-06,2.3751949791465424e-05,0.0953691969418623,0.0,44.40568178536407
6.0,-5.49650743935909e-06,3.0066612611036697e-05,0.08083273841573341,0.0,12.810055263709362
7.0,-1.7630577139745547e-06,3.4938003434181836e-05,0.049700239617192256,0.0,44.600343938978035
8.0,-1.9149535825708546e-05,3.562666125421093e-05,0.13258736652396774,0.0,107.40142426922279
9.0,-2.4798548241856212e-05,4.4165073321663785e-05,0.09554649812878103,0.0,2.929672185336138
10.0,-9.607386634679552e-06,4.4373730648880134e-05,0.12077584963573837,0.0,48.82036392009127
11.0,-3.5384899397304292e-06,4.388757294854665e-05,0.0800354159440499,0.0,42.909834847644575
12.0,-6.955686090285034e-06,4.760511367414864e-05,0.15407526624402307,0.0,0.8393949851519951
13.0,1.3425997282989564e-06,5.491661240815502e-05,0.041876837853463265,0.0,0.8839924429275857
14.0,-6.032354078181874e-06,5.786432834996664e-05,0.07575571938862098,0.0,1.7523393859951575
15.0,-3.882171859283168e-07,6.187475328613673e-05,0.04435317748228115,0.0,1.2739602760260609
16.0,-1.3766644036565768e-06,6.401340222626664e-05,0.0253008300073714,0.0,17.605659191342944
17.0,-5.273084038616261e-07,6.505636861809157e-05,0.03373504462785381,0.0,23.699394520276325
18.0,-6.434219073104744e-07,6.948152608379139e-05,0.02482980602964109,0.0,1.3668282776814418
19.0,-7.1623760352582966e-06,7.218547012250869e-05,0.08863885013121212,0.0,1.7145022980457212
20.0,-3.936646134079646e-06,7.34959711782471e-05,0.06360191872344777,0.0,2.676916820430873
21.0,1.118528987742179e-06,7.405930304833013e-05,0.1282074568388716,0.0,1.3475135105160274
22.0,-1.1147517492024128e-06,8.091412064924353e-05,0.04342570211619746,0.0,18.264961560135287
23.0,-4.504387063367036e-06,8.67257255088305e-05,0.06528605382415023,0.0,10.989432386430726
24.0,-5.076997288598568e-06,8.783157861303981e-05,0.10263592791501609,0.0,38.36184666861023
25.0,-1.3317006743598882e-06,8.796834005969532e-05,0.08188707888094056,0.0,10.628541722056823
26.0,3.8912279175521155e-07,9.251176036728477e-05,0.038088614665612926,0.0,11.296542158472027
27.0,-2.0693624142836187e-06,9.384483525772815e-05,0.050016227498147714,0.0,21.006967555089066
28.0,1.6789937133940516e-07,9.694111641137568e-05,0.037836947597349624,0.0,67.93825528481388
29.0,-2.4985859453664672e-05,8.782594749976942e-05,0.08816484104683123,0.0,58.31206128608921
30.0,1.6297771545608554e-07,0.00010307584404155924,0.034514977177167706,0.0,25.231115821523005
31.0,1.2856804010725547e-06,0.00010535647234176081,0.04175086471391636,0.0,34.8312408199376
32.0,4.027052750239449e-06,0.00010643930532983307,0.04767313394099568,0.0,58.13404917218541
33.0,-3.650088203306538e-07,0.00011114380845931375,0.0417669838429035,0.0,17.394554483562302
34.0,2.3624090347691584e-06,0.00011155161643924892,0.03083639099035195,0.0,23.46421344038012
35.0,-4.3810457688317585e-06,0.0001125423407755527,0.10175637704511567,0.0,3.016425806858321
