E vs SHE,j / mAcm2
1.649497,0.12700761363636365
1.7499770000000001,0.8066102272727272
1.850049,2.4959624999999996
1.950261,4.658839772727273
2.0501489999999998,7.0439488636363645
2.15004,9.540585227272727
2.250076,12.102289772727275
2.350021,14.70122159090909
2.449894,17.312852272727273
2.549806,19.929823863636365
2.650025,22.52259090909091
2.749908,25.075477272727273
2.849888,27.491585227272726
2.950062,29.819323863636363
3.050007,32.161409090909096
3.1498999999999997,35.31026136363636
3.249869,38.92965340909091
3.3499109999999996,41.42008522727272
3.4498499999999996,43.56140909090909
3.549663,45.46723863636363
3.649853,48.5766875
3.7497219999999998,52.470653409090914
3.849564,55.715886363636365
3.949684,60.03363636363637
4.049732,62.09306818181819
4.149553,65.05238636363636
4.191595,66.96465909090908
4.086989,63.65090909090909
3.986647,61.542045454545445
3.886392,58.455625000000005
3.7865249999999997,55.61998295454545
3.686633,52.73304545454546
3.5866439999999997,49.78873295454545
3.486653,46.86239772727272
3.386752,43.97086363636363
3.2868559999999998,41.13201136363636
3.186648,38.18896022727272
3.086786,35.43330681818182
2.986925,32.51107954545454
2.886761,29.59358522727273
2.786869,26.69010795454545
2.686892,23.788255681818182
2.5869,20.90697159090909
2.486782,18.042534090909093
2.386872,15.208289772727273
2.2869759999999997,12.408517045454543
2.1868279999999998,9.668528409090909
2.086923,7.023437500000001
1.987066,4.536073863636363
1.886975,2.338119318181818
1.786966,0.7298789772727273
1.687106,0.05336526704545455
