E vs SHE,j / mAcm2
1.648344,0.12968664772727273
1.749686,0.6134943181818181
1.849823,2.250883522727273
1.950074,4.657361931818182
2.0499389999999997,7.414920454545454
2.1498239999999997,10.340636363636364
2.249908,13.378284090909093
2.349856,16.47875
2.449696,19.6284375
2.5496529999999997,22.80921590909091
2.64988,26.021988636363634
2.7497469999999997,29.241755681818184
2.8497589999999997,32.48428409090909
2.949941,35.77457954545454
3.049868,39.04401136363636
3.14973,42.30376136363637
3.2497249999999998,45.56227840909091
3.3498409999999996,48.80658522727273
3.4497329999999997,52.05635795454546
3.549652,55.28756818181817
3.649793,58.58465909090909
3.6490359999999997,58.439375
3.547421,54.97219886363636
3.4472959999999997,51.575198863636366
3.347407,48.203789772727276
3.2473349999999996,44.85655681818182
3.147331,41.53789204545454
3.04744,38.20646022727273
2.947498,34.91851704545454
2.847368,31.619039772727273
2.7473769999999997,28.351556818181813
2.647502,25.110625000000002
2.547316,21.885960227272726
2.4473909999999997,18.69546590909091
2.347539,15.550698863636363
2.2475519999999998,12.462556818181818
2.147475,9.460238636363636
2.047595,6.587772727272728
1.947677,3.9354346590909093
1.84745,1.7080602272727272
1.7475070000000001,0.35391267045454544
