pop,GH, logK2, logK3, a1,a2,a3,log_diff
1.000000000000000000e+01,1.464672960297634385e-01,-6.400205549058968213e-01,-5.278773633607284355e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.143986389583508512e+00
3.000000000000000000e+01,2.113152262688661187e-01,-2.397779918102366459e+00,-1.805489267305128820e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.280151858522110331e+00
5.000000000000000000e+01,2.348388063356139366e-01,-4.728343716510526207e+00,-1.611920098791943534e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.396301110559414305e+00
1.000000000000000000e+02,2.117676671689459333e-01,-6.122689497837663808e+00,-1.836257412290103197e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.541357154997769818e+00
3.000000000000000000e+02,1.213439243087230668e-01,-8.381844547602799622e+00,-3.680989734600572216e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.805186794775778258e+00
5.000000000000000000e+02,1.043924682570102763e-01,-8.747879389429936481e+00,-4.263215738698011847e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.891522027298552011e+00
1.000000000000000000e+03,9.388305574491985495e-02,-9.191591565064305414e+00,-4.727709097824363660e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.931839935072000580e+00
