,0.02,0.05,0.1,0.25,0.5,1.0,2.0,5.0,10.0
0,-0.5033192366262701,0.2031387261610737,0.46739133106376535,0.7942351054144617,0.9932895344563829,1.1480710837049397,1.2562938003164879,1.2839665790859591,1.263567527256871
1,-0.37368558184583167,0.22131264762577996,0.46060532814794214,0.7575122680658063,0.9786008587837915,1.112066494761641,1.2213127223813893,1.3102713766210223,1.2545386569639183
2,-0.24525841204025386,0.1616223744379058,0.43234861921819867,0.7456130026676887,0.9527385180981374,1.1086962790069657,1.2186943223293034,1.2693424883229925,1.2080599358363187
