GH,logK2,logK3,a1,a2,a3,log diff
4.379444899099994570e-01,-2.201648526807254314e+00,-5.749034033737701499e+00,1.469455388150185948e-01,7.957349795825492400e-01,1.775336101230574337e-01,-1.977014350924456210e+00
8.107121483598367373e-02,-3.508198971760581486e+00,-1.277316957825818333e+00,9.501562137328020130e-01,5.780072157832392143e-01,5.478362388771279567e-02,-1.473951305214409535e+00
-2.875842099112978500e-01,-4.904091669668307674e+00,7.875867204470834437e+00,1.142163781647374643e+00,4.616630787233275135e-01,4.908325049873903390e-01,-1.415471642986805945e+00
1.613285953166541387e-01,-2.678291229948313479e+00,1.127833056505059384e+00,6.736751126452844574e-02,4.947819920556286166e-01,1.879392325411716747e-01,-2.129112467963683031e+00
-3.634339398787912456e-01,2.077025942856961738e+00,1.979504521891704893e+00,7.877418547555997685e-01,1.026570097528716335e-01,9.285958378429193250e-01,-1.997371465066244189e+00
5.412255857489725042e-01,-2.981322541503867551e+00,-5.575481478010047454e+00,2.141994384803686813e-01,8.427477788079257293e-01,4.523344160117958035e-01,-1.937579213746904117e+00
8.448308127637476073e-01,-2.417270198858818553e+00,9.450707056940625961e+00,1.742282441107969593e-01,6.118625040376105551e-01,4.816999013931003715e-01,-1.950296320780399384e+00
2.736450980999630134e-01,-3.651319914722571003e+00,-4.540592346861944684e+00,2.529001986308338501e-01,1.005259423155545395e+00,7.884339686774999301e-01,-2.029985173500155060e+00
-7.528925427294141937e-02,1.890552998177006838e+00,-4.966657890240877560e-01,4.595718012071390302e-01,8.403140323060276362e-01,1.081794340282073996e-01,-1.092430008977292699e+00
8.225895921859758264e-01,-3.160523582315277746e-01,-4.523695837665194119e+00,3.006617550422986396e-01,2.570687515685842195e-01,9.311886532388278237e-01,-1.660944457688064091e+00
5.195547138468891157e-01,-7.628228127375383139e+00,8.159165005162375195e+00,2.300384560890740282e-01,2.871381418042351918e-01,2.737117271379116423e-01,-1.844866267528514348e+00
-8.683005627647889524e-01,-9.463011385962813549e+00,4.544137433624642952e+00,1.627196810766318169e-01,1.471783001399123991e-02,9.469063154893908596e-01,-1.261515381171135486e+00
7.861822544185367301e-01,5.458257957809173888e+00,-8.885977969155506528e+00,1.337052202123965028e-01,2.815220695365561743e-01,7.089043903153803283e-01,-1.342806894963812336e+00
-1.945285675906929246e-01,2.154339550273011827e+00,-4.819153363851300220e+00,7.305412825785519981e-01,1.106555430483234376e-01,5.099459880619451324e-01,-1.911074392253434118e+00
8.279210815392137324e-01,-3.346580573911825951e-01,1.330573591611283746e-01,1.741122657412569608e-01,6.734181070016885817e-01,6.361385976012063903e-01,-1.780491078124071480e+00
9.060879140140376542e-02,-4.809200669603552747e-02,-8.708888451069023873e+00,1.146336743274703363e+00,1.607552219456422904e-01,7.576131719678798060e-01,-1.195779066210558295e+00
-6.014551114282912225e-01,4.657292952062538127e+00,5.533101001998739221e+00,9.617063838617501137e-01,2.599985558505815142e-01,8.252459020798347256e-01,-1.968086325176054974e+00
7.267031638786743963e-01,-1.273767394356155158e+00,4.694994565522995877e+00,1.179083525967015156e-01,7.660768274047750070e-01,4.178386622833434316e-01,-1.961359760307249678e+00
1.933586515248057747e-01,-2.301692330317949953e+00,-9.187280964883976608e+00,1.569326868201507963e-01,7.652015189448779786e-01,1.027694326058296165e-01,-1.914984507508105116e+00
6.465337838952442961e-01,-9.183462507981341005e+00,-1.228618527484234946e+00,8.343640928585514815e-02,8.701025233005974524e-01,8.774597496339544556e-01,-2.164529897296404659e+00
5.650272872053296869e-01,-2.932450508890281249e+00,-7.274025463584194107e+00,3.123363064738313710e-01,7.723814367777157575e-01,5.163420852362292646e-01,-1.658223970316229146e+00
-9.540348440517765205e-02,4.802807834516175767e+00,8.569654698707105389e-01,3.842556916865955685e-01,5.681834389137551122e-01,3.245174744596197591e-01,-1.224469805778216180e+00
-1.027063440712148723e-01,-7.225209562115424866e+00,4.555602229283851834e+00,1.066936731246049375e+00,6.954927356693759721e-01,5.981685808698566920e-01,-1.327116102623871585e+00
7.331049427253333306e-02,-7.410912208691153857e+00,-1.195809680670787412e+00,9.136900017702741517e-01,5.571734052769125034e-01,4.782276799448670901e-01,-1.220104642402154216e+00
-1.353588139640994892e-01,1.863425296894149374e+00,-6.580048972776750826e-01,6.817689056364270028e-01,3.640315208575434225e-01,8.674356647491963113e-01,-1.409585889273230253e+00
4.252756146518827385e-01,-3.438450027957340893e+00,-8.021331607129416952e+00,1.833587903586397228e-01,9.317100588684904539e-01,6.905968287157721042e-01,-2.106287202576070161e+00
-9.797006233054122992e-02,8.030709479129733097e+00,-3.996034671492858958e+00,3.646982241020332860e-01,1.879754315102051820e-01,5.211555309160544880e-01,-1.232313126389637192e+00
4.077801074956722838e-01,5.161752955313317903e-01,1.407550981776878984e+00,1.986565520519912864e-01,1.672079134175200599e-01,6.049152152302985641e-01,-1.917965105680337734e+00
-9.358065027873180286e-01,6.222206635640969985e+00,-5.864614568024697050e+00,9.747506311327160944e-01,2.682393859660537339e-01,4.544796795996411398e-01,-1.958906258562986835e+00
1.005955233771297641e-01,-5.871309116553755203e+00,-5.254470376956371425e+00,7.257839425679740719e-01,3.988404812317589143e-02,2.115411137901798966e-01,-1.627407661400874339e+00
6.148748012532884166e-01,-2.608456821473462028e+00,8.815984928453067582e+00,3.161448850637889052e-01,1.197265978337597458e-01,3.019680854047472884e-01,-1.620552413436288530e+00
-8.898870636401231549e-01,-1.430997284203051612e+00,-1.250609721892721016e+00,6.478198133208770138e-01,7.351510005361454325e-02,2.324324755450329072e-01,-1.823663143983925705e+00
-9.531729392864356498e-01,5.099191957555968990e+00,6.011314016533701121e+00,9.563052854361518973e-01,2.007132435873756338e-01,6.461794064590445918e-01,-2.103688230742540188e+00
6.628347363828779315e-03,-3.014165167021833902e+00,1.842362367744285745e+00,9.364699026102547563e-01,7.819211155981592443e-02,9.359974054551858380e-01,-1.145588059769067524e+00
4.009469889751824390e-01,8.052227853407725178e-01,-7.955276117543187198e+00,7.047927683142701794e-02,4.283673212162037447e-01,9.603647247521935881e-01,-1.545754789895377845e+00
-8.670669712267012885e-01,3.022915552557621233e+00,3.218244173531290553e+00,8.291807970288228580e-01,6.253600367194974696e-01,1.290792739532430344e-01,-1.020935095892876010e+00
-2.865758312695226295e-01,-4.522196745648898730e-01,-5.149464954878835599e+00,2.995299501300968115e-01,1.342441849576175850e-01,6.245416955706852846e-01,-1.361957257000199428e+00
-1.076012717322437640e-01,9.059681903874473363e+00,-4.304062873566879333e+00,2.904207634928152038e-01,2.971694219111329915e-01,8.542986046306879633e-01,-1.240390993394587360e+00
5.368864454322402890e-01,-2.038095140666299709e+00,-3.147454816472655459e+00,7.623404589103752182e-02,8.325420395330268564e-01,7.986865568079245525e-01,-2.053401280998953471e+00
-2.329243901080101931e-01,-2.937368938842846777e+00,2.822810071085649852e+00,1.005561516901819274e+00,3.938689959363612103e-01,6.312950539987544074e-02,-1.256092582665687019e+00
-4.972768584867128805e-01,4.830153853175887801e-02,7.289641129192722779e+00,6.412144958551053708e-01,1.810280165179024847e-02,7.528149991966386345e-01,-1.817211120184325956e+00
-1.107421017338738878e-01,6.680892526274783805e+00,3.542995622234642816e+00,2.664365528744148670e-01,8.611084748300698033e-01,9.465883360189191187e-01,-1.237962870385115766e+00
-3.200900078658774905e-01,2.288716758800386497e+00,5.223487279439681608e+00,8.361376212361946170e-01,3.392394157493126838e-02,6.587035719123173205e-01,-2.026720922572859518e+00
-1.018930941251137146e-01,3.730408940442588861e+00,-5.670764012741682514e-01,3.349053908531241519e-01,3.489892768266965040e-01,6.261412342289708333e-01,-1.238289505088232545e+00
2.409697417930029006e-01,-2.939979631213011313e+00,-8.286425826201133660e+00,1.342872084977751457e-01,9.147179664812219446e-01,5.776567692512607488e-01,-2.140814486098159275e+00
-5.785735881073246212e-01,1.635576363095889052e+00,6.423314413897128539e+00,7.850052725109121221e-01,9.962307927127511675e-02,5.398342513871233761e-01,-1.993044570009287586e+00
-2.122086860794695773e-01,4.101015318517356789e+00,4.664050173211351513e+00,2.435726241209756338e-01,2.344202258330246869e-02,6.213366592218287909e-01,-1.317784434599106325e+00
-3.737433976575682548e-01,2.543484464954121727e+00,-5.530111151749832032e+00,7.986631918375006745e-01,2.245267312333669163e-01,8.504287122035096846e-01,-1.863142737324830822e+00
