GH,logK2,logK3,a1,a2,a3,log diff
9.357874368273388921e-02,-9.400866689844725954e+00,-7.380885194778545433e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.926931428076946951e+00
9.382407668223063935e-02,-8.108204259590243268e+00,-4.572712422618121053e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.945078652732677771e+00
9.358171781557933500e-02,-9.084171197314859114e+00,-2.328845798344078233e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.912061261126907885e+00
9.407187052717710940e-02,-8.992201580683648388e+00,-4.508626481046679402e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.945584799743323989e+00
9.472206621078482769e-02,-9.470869032654674058e+00,-4.207380989017954320e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.942622191848921487e+00
9.334031691443511747e-02,-8.482808635398161101e+00,-4.515826645829259078e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.943247195931715021e+00
9.383813545192598582e-02,-8.692923671905239402e+00,-4.970405524914972339e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.945354619583502531e+00
8.674258173744164857e-02,-6.471115217130126496e+00,-4.777053484667867167e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.748868659326883845e+00
9.325179074723410899e-02,-6.897086491102753847e+00,-3.783430734341268753e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.940823538004181836e+00
1.074652456158482483e-01,-7.910585736251860567e+00,-1.030323132945314413e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.509266122478029049e+00
9.362043403852041146e-02,-7.967235985321510228e+00,-3.319647365035138797e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.942267104906880482e+00
9.448333011314624663e-02,-8.993993999643505433e+00,-4.603037275852224219e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.944288281569912513e+00
9.563124292001862203e-02,-6.965649517766122401e+00,-1.997954509030432702e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.882187803886904431e+00
9.398602056293969831e-02,-9.039013780665158038e+00,-3.483429656872853108e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.944136830766846069e+00
9.754555126334096826e-02,-9.406448517556833977e+00,-2.676209228648001037e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.884942740835405584e+00
9.323977625051749207e-02,-9.286983797875592472e+00,-5.541752348978226550e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.942573986308437251e+00
9.400027481611239466e-02,-8.495132772177438341e+00,-4.444804626294605043e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.945501809570508556e+00
9.392902007720016488e-02,-8.936996049984767154e+00,-3.992108183117129006e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.945273447736278083e+00
9.392553829263938781e-02,-7.387261300027922140e+00,-3.565278712761494884e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.944132436953491805e+00
9.454663343797053976e-02,-9.423323431402460315e+00,-4.215256103890983930e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.943849144209587987e+00
9.403842298832457147e-02,-9.461904633840385159e+00,-4.457362889056244448e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.945630101056534667e+00
9.349344259493408416e-02,-6.441401152052348422e+00,-3.749744187779013860e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.940293628386682734e+00
1.210152735457681317e-01,-4.831356959082897085e+00,-6.009332157585312029e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.317452574491718043e+00
9.090043978490403020e-02,-9.332502684491753797e+00,-4.717671016211332891e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.896974121955084636e+00
9.338500822119161215e-02,-9.417252615712619956e+00,-5.486024665940073319e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.943702466362628556e+00
3.997032903686649763e-01,-4.465074870257691231e+00,1.659516732272253270e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.246306036844511134e+00
9.956144703969552201e-02,-7.498305468485117586e+00,-1.381295081183792739e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.689197018032315478e+00
9.936900170426432588e-02,-9.491534144318835686e+00,-2.155922082268121542e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.832353521499608728e+00
2.036589167204406747e-01,-2.172297883912768679e+00,-7.623321637895696945e-02,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.236849109644030387e+00
9.352859955743153542e-02,-9.482210880003242082e+00,-5.341105002793607781e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.944575099942821961e+00
9.387419920588913058e-02,-9.301386289590546141e+00,-4.664315729781716158e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.945619426616753245e+00
9.401087135462216082e-02,-8.379100220911507080e+00,-5.596296586513524574e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.942870578261712611e+00
9.375444927679177365e-02,-8.705810395208676056e+00,-3.023455544147177321e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.940054757869875468e+00
9.398509020212710008e-02,-8.882185635641823396e+00,-4.611306017109196631e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.945621545502861593e+00
