GH,logK2,logK3,a1,a2,a3,log diff
9.408106892650222597e-02,-9.128485182960289990e+00,-4.112455397086327125e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.945390554626965640e+00
9.394405167934730128e-02,-9.456510270637981108e+00,-4.418903104190619935e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.945617005416769185e+00
9.398385718251733856e-02,-9.466354765461696630e+00,-4.921519837662497565e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.945727440963574750e+00
9.398431432433196342e-02,-9.499954597367764819e+00,-4.910940904446882804e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.945730646540871245e+00
9.399880382798028733e-02,-9.433430195590069900e+00,-4.394967823773731297e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.945617036083612472e+00
9.398187819403196197e-02,-9.240743761503512843e+00,-5.061240932544695426e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.945679991877272696e+00
9.400453085761406591e-02,-8.483872337786577233e+00,-4.415322990312088081e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.945494620815982456e+00
9.390732582763461345e-02,-9.278722077196682960e+00,-4.826415345895715525e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.945668686392495905e+00
9.398383667680429432e-02,-8.984204305678995084e+00,-4.747133783697421450e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.945647393355433019e+00
9.398000336272559208e-02,-8.856938214110103402e+00,-4.637776514557476304e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.945617184417505197e+00
9.398408208668891650e-02,-9.310341979590555539e+00,-4.854042823324113520e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.945706285201434182e+00
