6.429037480712611607e-01,-3.081732961711503016e+00,6.406980370396953006e-01,7.376847766075406154e-02,6.078055888943089125e-01,8.016912444115957825e-01,-1.962544494686668139e+00
9.193261643985439768e-02,-9.488239665691784452e+00,-5.797751456022806060e+00,1.004463036955057786e-01,4.634950218258799826e-01,2.485991144871121383e-01,-1.922569111339750947e+00
-8.835615147351768561e-01,2.761943313236117081e+00,-5.949708313854429331e-01,9.014220571445156205e-01,7.437453981658981306e-02,8.779417243173797125e-01,-1.834624166839939008e+00
-4.522460726260402186e-01,3.098708708601511930e+00,-3.933424373267863317e+00,8.727443833240788873e-01,2.658805430039826168e-01,8.339423813488536785e-01,-1.567184138806972493e+00
1.391195822266562132e-01,-6.162356638938173425e+00,1.037383911862235220e+00,4.508271932080630262e-01,5.356259592000098824e-01,1.479216836880591357e-01,-1.400381899766693028e+00
1.093272902758612997e-01,-9.398116043048512225e+00,-5.846304026360245487e+00,7.156856840205465531e-01,4.377880690451420587e-01,5.051340923520475368e-01,-1.337042018458361126e+00
9.329907597546589493e-01,1.681555256732194525e+00,-2.365378582834368970e+00,2.304665189526218794e-01,1.009561018987319425e-01,8.966463348969132552e-01,-1.282322465196430006e+00
-2.777643005498420248e-01,1.351375339537401743e+00,-5.049566347702290514e+00,5.146134588496571460e-01,4.393734757282190539e-01,3.439519123792054711e-01,-1.247677757244326724e+00
6.094053621479789129e-01,7.575223386532492498e-02,-2.278930807266284830e+00,1.759858309596968873e-01,5.431203251294618450e-01,4.229153056760306395e-01,-1.223552654488768487e+00
-1.074012987144778997e-01,7.882078902009919119e+00,-5.477634841011598255e+00,3.436347478783913223e-01,7.795489291503097107e-01,1.612304134356896679e-01,-1.221606533906361092e+00
-6.778273101089080654e-01,-8.413266965427512734e-01,-4.756811713748577475e+00,3.907818964494644831e-01,3.946978049505401320e-01,8.395672681909089885e-01,-1.218951022877248658e+00
-1.144206817573254487e-01,4.656606972706303083e+00,-5.802541217706531640e+00,3.526448222431860513e-01,7.367513594460051163e-02,3.676012360328381745e-01,-1.164379382952772879e+00
-1.451162989607758247e-01,6.072291114968420445e+00,6.516064165591317625e+00,4.018512910520763426e-01,1.687224361492626890e-01,8.507903073814657713e-01,-1.147506343875826174e+00
3.300542242049044894e-01,-5.264078572249766275e+00,4.254775039232468359e+00,5.695047081433118885e-01,6.757963671830954366e-01,2.257084014646804082e-01,-1.091269946341007824e+00
6.572788484219098670e-01,-6.937983852168095211e+00,8.611404463242933183e-01,6.149718600331891549e-01,9.184393301955076083e-01,2.683508605396477953e-01,-1.085231585580847646e+00
7.348805904253110644e-01,-4.892887198319184172e+00,6.525560562434378653e+00,4.737996126337193914e-01,1.216426817649376990e-01,4.532629426195782796e-01,-1.062377853675873451e+00
6.840733944951562506e-01,4.325915912079388193e+00,-5.772887354095422197e+00,3.382865540113593195e-01,1.759043360238720100e-01,3.092316662348183476e-01,-1.034315805857511927e+00
