GH,logK2,logK3,a1,a2,a3,log diff
1.131056578957552183e-01,-7.981358281818859979e+00,-1.238975486641156643e+00,5.608993897353642399e-02,6.340048061272732793e-01,4.219508605021137781e-01,-2.075054227905548832e+00
4.425859983740421111e-01,-6.789437334801884383e+00,-1.911261096022429662e+00,4.427424423588044444e-02,1.986549312665876754e-01,8.988777999491462944e-01,-2.184329650108115750e+00
7.655183886752368050e-01,-9.301946085222926541e+00,-2.625246660239914931e+00,3.085522609371449398e-02,1.364976433258563993e-01,9.643661942612031801e-01,-2.185571206195394911e+00
8.670171408074642816e-01,-2.999747402469832291e+00,-1.235832472578536345e+00,6.163204857443171925e-02,1.546024287150072896e-01,9.071106124963757011e-01,-2.181894069841750383e+00
9.197625455184652576e-01,-2.649309787501636926e+00,2.806949007775854099e+00,1.005466722912240485e-01,8.597705152106944748e-01,7.575246898730872980e-01,-2.118854892958772052e+00
2.480043333609581180e-01,-6.044098333714590154e+00,-2.852582857256167781e+00,6.398875570104589627e-02,1.266227983835944981e-01,9.450183836764617373e-01,-2.180362237854761798e+00
1.903657875266782096e-01,-3.147104364540766142e+00,-2.290842448731425840e+00,8.281181739979925904e-02,9.770660248333578046e-01,5.488142349030068479e-01,-2.186210204448412409e+00
9.402736231751229745e-02,-8.828297366485220010e+00,-4.163456547755952641e+00,1.778514365221989246e-02,1.203190225586610040e-01,4.489228323994174930e-01,-1.946313984021914578e+00
1.226152586012145412e-01,-6.868264726175381085e+00,-2.608939822071765224e+00,6.734808902514789752e-02,6.455914456092144704e-02,8.223071650067966809e-01,-2.104217291778744059e+00
-7.533500515134970987e-01,2.183898038246001594e+00,-6.732686866302357132e+00,8.677135026369441340e-01,7.764069802944954801e-02,3.772181337595556516e-01,-2.090460961123912220e+00
9.738515016100923738e-02,-8.371110252093998838e+00,-2.988078210275870727e+00,5.185464030264333446e-02,6.021823222251572183e-01,6.938995855003958768e-01,-1.979133993849170103e+00
7.966061777471615812e-01,-9.085774115736136025e+00,-2.881154414258555452e+00,7.360905611840135032e-02,9.427384577814775790e-01,9.569556110543406824e-01,-2.162044199507974440e+00
2.872181818914749662e-01,-9.241924491211943149e+00,-2.521971785361085683e+00,2.962232312904700127e-02,3.177666066993447003e-01,9.235490972975940460e-01,-2.175375682903009977e+00
3.143870147001532889e-01,-5.724044479548924258e+00,6.375380039225002626e+00,1.166671229306987523e-01,6.724883118824702688e-01,7.289324072002184574e-02,-2.063777531463276915e+00
2.075591545037591690e-01,-9.338596523706867103e+00,-3.018029428194784813e+00,2.445478120886447615e-02,3.764880897645659918e-01,9.681529401005296576e-01,-2.179131941721725418e+00
3.005681141719642735e-01,-9.482557043750963643e+00,3.082382294528944744e+00,1.150016489729085434e-01,5.766245201355293393e-01,3.459221768096943372e-01,-2.093404578896854051e+00
-8.476114590687918726e-01,2.816903066927868959e+00,-8.130924193207867745e+00,9.123988997313549065e-01,8.148896786964994476e-02,4.171389387929947401e-01,-2.136519832085779225e+00
3.058156890330148148e-01,-2.506136854297968064e+00,5.021579539340477183e+00,5.427587816261492115e-02,2.097186298755424616e-01,1.851631760266436166e-01,-2.185187379267775398e+00
7.866612406472135444e-01,-3.446346889475986330e+00,9.948804029714874986e-01,1.153687536645766065e-01,9.365258797052979922e-01,3.682529860032129343e-01,-2.131544643005397699e+00
1.015441933545384312e-01,-9.438503266366936373e+00,-3.200757369132935626e+00,5.027103314558470371e-02,7.609636203447912861e-02,8.387400755008547204e-01,-2.007798665496572710e+00
-2.043396984993720578e-01,3.089525445423219274e+00,-8.448390313914451610e+00,9.614824815190694540e-01,1.030547876886535874e-01,7.281401503279253395e-01,-2.190320152228576678e+00
5.641818332036723227e-01,-7.362446563661069199e+00,8.111379139783604586e+00,6.668571738082801348e-02,6.435512694636414954e-01,3.815447824652121178e-01,-2.150728200323744677e+00
1.296899977063135090e-01,-3.649639715815642393e+00,-2.170566644721318550e+00,6.143808358313141565e-02,3.409813876944847721e-02,7.397071096961213010e-01,-2.125348977626996483e+00
-7.494437069256365547e-01,3.078493859258377707e+00,-6.770859875681880524e+00,8.765307547775298413e-01,1.489124770691875876e-01,6.440806290500986631e-01,-2.031390060966494548e+00
9.546310982303718440e-02,-9.149774549381186617e+00,-2.231899349961468992e+00,1.928394871837216806e-01,6.497616018238113744e-01,4.721527570845775457e-01,-1.950743906295709706e+00
