GH,logK2,logK3,a1,a2,a3,log diff
-6.140348179699153253e-01,1.660315712217517170e+00,-5.246255802083266140e-02,8.041371804251505884e-01,8.132800466897704972e-02,9.584285572998340053e-01,-2.020586366098174214e+00
5.190329846491963384e-01,-2.467392426344916512e+00,-4.121342603060481835e+00,1.370547739443545021e-01,8.379235759385652571e-01,2.297252308969692514e-01,-2.043440006968051392e+00
-1.340468768478020878e-01,1.751370038350916980e+00,-6.598198482756868266e+00,5.085404470167703694e-01,9.202715915031312033e-02,7.326805939753568975e-01,-1.574057831507154726e+00
1.929120368400757402e-01,-7.423932367017310519e+00,-2.668060938307731611e+00,1.070233542177372182e-01,6.901705973350438783e-02,9.075108269094508406e-01,-2.128993705145801663e+00
1.773677604933674434e-01,-6.070131416445690320e+00,-3.209925288323789427e-01,1.543579449937439452e-01,2.562132548669385779e-01,5.141117706273814481e-01,-2.031125679750268365e+00
8.876689087529558986e-01,-8.159959625681356243e+00,5.943287197386881715e+00,4.185300254504670248e-02,3.757667903486211491e-02,6.755118072737635870e-01,-2.187330840208693949e+00
6.630506199765443531e-01,-2.869271368379556542e+00,4.429277833248747243e+00,4.629663779585344724e-02,1.204267994951699061e-01,6.389172618727806396e-01,-2.187027109228838917e+00
-1.892236041927689572e-01,2.098856640065626333e+00,-7.962021164418377595e+00,7.120600453582097700e-01,1.252968039340934259e-01,7.348713548225710435e-01,-1.874112569790040927e+00
-3.459082261791323609e-01,1.370541992283726973e+00,-6.164828863505983136e+00,7.016910659716755205e-01,4.011646385896781852e-02,8.574538542725909096e-01,-1.892770254144100273e+00
-8.448777787529888617e-01,2.492570989464792108e-01,-2.594895137064221480e+00,7.618988733534052260e-01,5.261769024661004657e-02,8.943312328809485123e-01,-1.966294855171300426e+00
-1.942899623825694588e-01,1.338809695596252958e+00,-8.297320311068443033e+00,5.285400589056337139e-01,4.465256296249392465e-02,7.925693441326356892e-01,-1.674745943342192955e+00
-2.985121308968994858e-01,3.410175634934832889e+00,-7.568336928647856787e+00,9.779824915101404947e-01,1.614442208285805924e-01,9.296781791791531857e-01,-2.191162866910454809e+00
4.289546656484673481e-01,-6.565364202093668666e+00,2.818388844112138081e+00,1.192174913425931293e-01,2.875077889140487120e-01,5.453165364125514003e-01,-2.111473498153070505e+00
5.102195495119423718e-01,-7.849980911433112496e+00,9.105851280433942208e+00,1.407780306648187540e-01,2.766575861200251119e-01,2.338887063656928111e-01,-2.067185956629450150e+00
9.564766867738787315e-02,-8.589423195956166879e+00,-3.855516277108643752e+00,4.764117425678487949e-02,3.549137775892877156e-02,8.494255370741580213e-01,-1.961465992967578398e+00
2.535755462460516085e-01,-4.657100884369191007e+00,2.324961164388821722e+00,3.314538039424561044e-02,8.415231069697881594e-02,3.423174375899341593e-01,-2.185812442770759922e+00
-2.624248054186267831e-01,2.160278408028856401e+00,-2.190409292295599553e+00,7.491515206925407622e-01,1.731871036210734793e-01,6.555616997847898419e-01,-1.880681469972299791e+00
9.837611079315791707e-02,-9.272650075753222865e+00,-1.531014298848956567e+00,6.026225658706524380e-02,3.500465580334959359e-01,2.905847196099018981e-01,-1.986962602377807974e+00
1.030268289761220313e-01,-6.848329527699855035e+00,-5.067522502601871537e+00,9.156682834424617612e-02,1.308866762128108041e-01,6.718404281072726247e-02,-1.667387093740764881e+00
9.563642866056661085e-02,-8.324985939789010914e+00,-3.944992194075388703e+00,3.548213224761670448e-02,8.973632958032408402e-02,8.672395039505395031e-01,-1.961272198235613828e+00
-2.732832559834638131e-01,1.921558734374681165e+00,-5.156967214343207928e+00,7.385989005435235066e-01,6.698195840246946864e-02,8.653593517808000346e-01,-1.940038049677171417e+00
-5.654098556338997827e-01,3.234006607352694740e+00,4.894354348289054357e+00,8.932953170760317141e-01,1.705942063574265866e-01,7.368955138464882149e-01,-2.077906220642800950e+00
1.502986226504114398e-01,-7.558456446186456290e+00,-2.031095626964903644e+00,8.133041351655237450e-02,3.260459264244464084e-02,7.597220149883658902e-01,-2.143625873841080942e+00
1.388228629092616295e-01,-7.597707151534606851e+00,-2.512369298241477367e+00,5.414855582316445426e-02,3.444296949738152591e-01,8.353346251782303167e-01,-2.146231116865004562e+00
-9.048359957900116157e-01,2.483685687001932596e+00,-2.435890603290825851e+00,8.673346050929438000e-01,1.133015151704451218e-01,9.183324920553868065e-01,-2.094824956506887936e+00
9.432060981947333611e-02,-8.466921731650746352e+00,-3.199263643999546325e+00,2.697823223279156024e-01,4.143646759194156703e-01,5.280105039379306975e-01,-1.946148308619412237e+00
9.551764754431024684e-02,-8.844040132748423488e+00,-3.669924276812174035e+00,1.715276779914103322e-01,3.715075117260108195e-02,1.685089606944187857e-01,-1.933334995146768209e+00
9.764316106745016266e-02,-8.358460044319439675e+00,-3.384681624695330626e+00,1.570309857281805277e-01,4.491538268526706901e-02,8.519842556553284263e-01,-1.966209122903562090e+00
-2.945274955956670437e-01,7.105161087261885333e-01,-7.954743049300323499e+00,5.165232613801929995e-01,1.315086306527999682e-01,8.660168350717015739e-01,-1.618950132109779672e+00
4.563098267412266651e-01,-2.051669605673241747e+00,-2.410747449777387530e+00,1.043463401414702202e-01,1.039040176882882749e-01,9.145147638776325305e-01,-2.136736238923801157e+00
9.937558175499017210e-02,-7.779573783051628943e+00,-5.078935645251300812e+00,1.685442951159207281e-01,6.119378437069505905e-01,9.320435702355452934e-01,-1.815993242459927659e+00
9.319965732424506655e-02,-8.614457482639263475e+00,-5.354790192239957669e+00,4.657327489392990016e-01,7.496578972576163347e-01,7.532580701690090308e-01,-1.942111176983525311e+00
9.399312083338549895e-02,-6.597209020951410707e+00,-3.278017127970497935e+00,8.193133262778727888e-01,5.005776264428868361e-02,2.802438752661515209e-01,-1.944202565579085551e+00
9.535972333442654936e-02,-6.515870383878850980e+00,-2.372569357865359496e+00,2.927830416733775420e-01,2.686960581699608386e-01,4.846152489784875672e-01,-1.942472992553375688e+00
5.738960044803997906e-01,-3.802350497619580771e+00,1.831520052268114651e-01,1.760407966519342005e-01,9.437628474388228828e-01,9.772360580235672778e-02,-2.132695301281394951e+00
1.000976710228937694e-01,-6.791149207989376713e+00,-2.941571055854073968e+00,1.022237492657443042e-01,1.798371936642846614e-01,7.585897245012438450e-01,-1.990001251738865440e+00
2.914120279033857730e-01,-8.815920615899802470e+00,3.534812104735913785e+00,8.280157245354485829e-02,6.616432292488074740e-01,2.926624285915752632e-01,-2.165127205518499576e+00
-1.846071252017126851e-01,2.180545875620507612e+00,-6.133079253450372192e+00,7.308449552557844120e-01,1.476281398907075548e-01,6.879647391573067150e-01,-1.876211923349873301e+00
-4.021600471239270003e-01,2.222372568187008124e+00,-1.137887656399800412e-01,8.158168362805960916e-01,1.038882215382074536e-01,6.255137235595309431e-01,-2.033264063155868939e+00
9.397182072385712459e-02,-7.392114840359949923e+00,-4.360600031438518265e+00,4.117184716494083352e-01,5.746435646958537591e-01,5.668958708175513284e-01,-1.943965596318528721e+00
9.402230481463513811e-02,-7.744101121609059390e+00,-6.108966020828088261e+00,6.368258905659935909e-01,1.433584148166069383e-01,9.692278689288028604e-01,-1.945378952043492093e+00
6.205769676484514941e-01,-2.712595669535970089e+00,-1.358383274892944748e+00,7.402814188423575970e-02,8.900142144970163427e-01,8.617012407155842935e-01,-2.130482401720708907e+00
9.814363952080572273e-02,-8.240436712910364392e+00,-3.482640054563485243e+00,1.133679210211046701e-01,1.361757521672282145e-01,8.775439959592752359e-01,-1.975572568213983971e+00
8.096973110726990441e-02,-8.609796961469390553e+00,-5.869113220958293020e+00,9.565252337104516167e-01,6.228623818823021407e-01,1.180416247718556466e-01,-1.575067812942354539e+00
