,0.02,0.05,0.1,0.25,0.5,1.0,2.0,5.0,10.0
Hsa,0.13916985010269736,0.04599469907446849,0.02840267191526787,0.06774898572869788,0.02948891629732998,0.06234643445636683,0.029072691349529573,0.04957684498748618,0.03874725971647995
Tel,0.007227816509234588,0.023737964186949484,0.03068719119570935,0.025530921897701432,0.02330578875520734,0.01115071999237486,0.03276086791087259,0.021688083786276492,0.004145394023869975
Cau,0.03037906032658943,0.0025191413080996672,0.013821392436318624,0.02215805704748704,0.02941802222286061,0.034255128618386387,0.02163387021453596,0.04077858689415674,0.018541478509496702
Mja,0.20539784176255452,0.08125560762303304,0.051775849097528984,0.02672266176337009,0.05458167623605832,0.053615151437013696,0.06553710605727098,0.05996074437446255,0.07527863225846278
Tth,0.08098503906166717,0.03883005400564713,0.04310523704432845,0.043506466724981735,0.06565444769396943,0.037201935787922163,0.01839258261356172,0.053274501369713706,0.055221020874750934
Eco,0.00977932776881468,0.005942777590367472,0.03399535597495124,0.036545582150073315,0.03500864158318184,0.04042637829665064,0.04479807328491413,0.03619013843266009,0.04731842869435094
Mru,0.012793687157309858,0.010269428031433723,0.014700350053821495,0.007892125094323197,0.02195616780115376,0.020477050144748207,0.015985321034538067,0.006327012160171397,0.016836193655201535
Bsu,0.008908342182795957,0.00586468945142203,0.01974981369363017,0.036340162546035865,0.05093228491721761,0.04210194528389906,0.030580216976148492,0.03261855975248696,0.05114234898793944
Pma,0.07977904965019385,0.011621379158939581,0.02375839191957925,0.03629559781601434,0.0440826235199387,0.036682560356419695,0.011026159603550963,0.034776524554181745,0.012658421314889142
Hth,,0.04481704399630971,0.02659129536057352,0.021713748452318226,0.002381753973690766,0.003247253794088084,0.0565581148871204,0.020380188829533002,0.02118285654144946
