Edisk/V,Idisk/mA,Iring/mA,E-iR vs RHE,jdisk mAcm-2,jring mAcm-2,jCER,jOER,I cer,I OER
0.959377907,-0.005110427,-0.032573677,1.204446829,-0.02602713,-0.122887076,0.140343469,-0.214516325,0.02755644,-0.04212028
0.960447493,0.000993969,-0.028109525,1.205434088,0.005062229,-0.106045666,0.093637879,-0.136721376,0.018385798,-0.026845242
0.961467663,0.003787743,-0.025660627,1.206416579,0.01929077,-0.096806982,0.068016617,-0.096871572,0.013355063,-0.019020733
0.962477963,0.005459821,-0.023861816,1.207404329,0.027806574,-0.090020808,0.049196801,-0.069535952,0.009659792,-0.013653384
0.963488577,0.006595376,-0.022532574,1.208399627,0.033589895,-0.085006127,0.035289791,-0.049845621,0.00692915,-0.009787188
0.964449367,0.007355865,-0.021370115,1.209350161,0.037463026,-0.080620649,0.023127725,-0.033810425,0.004541129,-0.006638677
0.96554198,0.008476888,-0.020461669,1.210427655,0.043172333,-0.077193455,1.36E-02,-0.018596622,0.002674921,-0.003651447
0.966540637,0.009026163,-0.019846492,1.211418904,0.045969765,-0.074872644,0.00718702,-0.009362981,0.001411171,-0.001838421
0.96756049,0.009453413,-0.019159551,1.212432995,0.048145725,-0.072281101,0,0,0,0
0.96855267,0.009816666,-0.01865139,1.213420276,0.049995753,-0.070364016,0.005316572,-0.003466545,0.001043909,-0.000680656
0.969582023,0.010227713,-0.018259304,1.214444086,0.052089192,-0.068884838,0.009418715,-0.005475249,0.001849365,-0.001075065
0.97060927,0.010434747,-0.017987261,1.21546854,0.053143607,-0.067858532,0.012264928,-0.007267047,0.002408219,-0.001426885
0.971556287,0.010645279,-0.017402172,1.216412717,0.054215833,-0.065651232,0.018386342,-0.012316234,0.003610158,-0.002418293
0.97257678,0.011050015,-0.01708129,1.217427752,0.056277132,-0.064440677,0.021743523,-0.013612117,0.004269341,-0.002672739
0.973551057,0.011230843,-0.016777957,1.21839959,0.05719808,-0.063296325,0.024917107,-0.015864752,0.004892474,-0.003115044
0.974516173,0.011435752,-0.016519059,1.219361943,0.05824167,-0.062319609,0.027625795,-0.01752985,0.005424325,-0.003441986
0.97561125,0.011504394,-0.01644996,1.220456094,0.058591261,-0.062058927,0.028348734,-0.017903199,0.005566274,-0.003515293
0.976648707,0.011501267,-0.01644817,1.221493593,0.058575334,-0.062052174,0.028367462,-0.017937853,0.005569951,-0.003522097
0.977626483,0.011703352,-0.016148218,1.222468644,0.059604545,-0.060920578,0.031505669,-0.02004685,0.006186138,-0.003936199
0.97865935,0.011909486,-0.016034764,1.223498731,0.060654374,-0.060492563,0.032692666,-0.020184018,0.006419205,-0.003963132
0.97962401,0.012150086,-0.015648804,1.224460146,0.061879733,-0.059036496,0.036730717,-0.022996709,0.007212076,-0.004515404
0.98067524,0.012335816,-0.015418438,1.225508871,0.062825648,-0.05816742,0.03914089,-0.024460967,0.007685314,-0.004802911
0.98162836,0.012448647,-0.015534658,1.226460469,0.063400292,-0.05860587,0.037924954,-0.022670387,0.007446565,-0.004451331
0.982667607,0.012534521,-0.015355171,1.227498558,0.063837642,-0.057928738,0.039802815,-0.024110899,0.007815283,-0.004734175
0.983671547,0.012496606,-0.015168063,1.228503009,0.063644541,-0.057222857,0.041760407,-0.026261592,0.008199656,-0.005156464
0.98463448,0.012642147,-0.015131341,1.22946398,0.064385775,-0.057084321,0.042144603,-0.025904553,0.008275093,-0.005086359
0.98563548,0.012836929,-0.014887939,1.230462353,0.065377788,-0.056166066,0.044691163,-0.027459101,0.00877511,-0.005391594
