Edisk/V,Idisk/mA,Iring/mA,E-iR vs RHE,jdisk mAcm-2,jring mAcm-2,jCER,jOER,I cer,I OER
0.959702533,0.01990561,-0.022436753,1.203403053,0.101378204,-0.084644635,0.132532498,-0.143227417,0.026022756,-0.028122703
0.96066799,0.020804499,-0.018371504,1.204354986,0.105956196,-0.069308122,0.089348153,-0.09546508,0.01754351,-0.018744568
0.961630623,0.021168628,-0.015702833,1.205312141,0.107810687,-0.059240324,0.060999381,-0.065261817,0.011977228,-0.012814158
0.96263921,0.021499519,-0.013795226,1.20631575,0.109495895,-0.052043708,0.040735246,-0.043312474,0.007998366,-0.008504404
0.96365134,0.021677311,-0.012418691,1.207325205,0.11040138,-0.046850608,0.026112585,-0.027784327,0.005127206,-0.005455453
0.96463273,0.021583781,-0.011310061,1.208308002,0.109925039,-0.042668206,0.014335833,-0.016483917,0.002814841,-0.003236617
0.96561696,0.022005558,-0.009960528,1.209285886,0.112073123,-0.03757697,0,0,0,0
0.966649947,0.0220586,-0.009515907,1.210318075,0.112343265,-0.035899599,0.004723118,-0.004452977,0.000927384,-0.000874342
0.96762953,0.02222161,-0.008940826,1.211295206,0.113173467,-0.033730057,0.010832086,-0.009731741,0.00212688,-0.001910827
0.9686173,0.022279558,-0.008376711,1.212282104,0.113468593,-0.031601883,0.016824572,-0.015429101,0.003303505,-0.003029504
0.969640053,0.022421713,-0.007939716,1.213302719,0.114192578,-0.02995328,0.021466684,-0.019347229,0.004214983,-0.003798828
0.970665593,0.022560905,-0.007557177,1.214326165,0.114901479,-0.028510119,0.025530318,-0.022701962,0.005012878,-0.00445753
0.971636377,0.022574894,-0.007063597,1.215296737,0.11497272,-0.026648043,0.030773527,-0.027873929,0.006042382,-0.005473046
0.972640713,0.022674887,-0.006847096,1.21629957,0.115481979,-0.025831274,0.033073374,-0.029664517,0.006493957,-0.005824628
0.973594127,0.022801726,-0.006514216,1.217251075,0.116127965,-0.024575454,0.036609494,-0.032554652,0.007188274,-0.006392106
0.974633833,0.022796807,-0.006217119,1.218290855,0.116102915,-0.023454632,0.039765491,-0.035735699,0.007807954,-0.007016705
0.97557094,0.022919285,-0.006008064,1.219226119,0.116726689,-0.022665954,0.04198624,-0.037332674,0.008243998,-0.007330271
0.976647497,0.023022257,-0.005848744,1.220301127,0.117251118,-0.022064904,0.043678668,-0.038500673,0.008576307,-0.007559607
0.977636,0.022993399,-0.005666552,1.221290064,0.117104144,-0.021377567,0.045614063,-0.040583042,0.008956321,-0.00796848
