Edisk/V,Idisk/mA,Iring/mA,E-iR vs RHE,jdisk mAcm-2,jring mAcm-2,jCER,jOER,I cer,I OER
0.960329613,-0.005507662,-0.04122185,1.204411228,-0.028050228,-0.155513073,0.103018462,-0.172652526,0.020227675,-0.033900323
0.961493413,0.001351564,-0.037863937,1.205473385,0.006883443,-0.14284505,0.067788245,-0.102488639,0.013310222,-0.020123644
0.962489207,0.00438053,-0.035311969,1.206424295,0.022309801,-0.133217524,0.041013759,-0.060287794,0.008053052,-0.011837508
0.963478643,0.00610041,-0.033052244,1.207388245,0.031069061,-0.124692513,0.017305405,-0.027820181,0.003397916,-0.005462493
0.964466653,0.007217152,-0.032629219,1.208359707,0.036756565,-0.123096613,0.012867154,-0.017694426,0.002526466,-0.0034743
0.965479753,0.008164986,-0.031402807,1.209358762,0.041583836,-0.118469863,0,0,0,0
0.96645538,0.00903429,-0.030421459,1.210321507,0.046011151,-0.114767644,0.010296002,-0.005868687,0.00202162,-0.001152317
0.967473803,0.009690326,-0.02968147,1.211330209,0.049352308,-0.111975969,0.018059748,-0.010291277,0.003546032,-0.002020692
0.968484463,0.010248178,-0.029120244,1.212332602,0.052193418,-0.109858694,0.023947963,-0.013338382,0.004702183,-0.002618991
0.96946726,0.010631331,-0.028494994,1.213309721,0.054144799,-0.107499882,0.030507902,-0.017946939,0.005990227,-0.003523882
0.970457497,0.010976373,-0.027983041,1.214294845,0.055902079,-0.105568496,0.035879152,-0.02156091,0.007044872,-0.004233485
0.971479617,0.011303966,-0.027637218,1.215312111,0.057570489,-0.104263846,0.039507431,-0.023520778,0.007757284,-0.004618305
0.97247076,0.011627776,-0.027348906,1.216298456,0.059219639,-0.103176164,0.042532314,-0.024896511,0.00835122,-0.00488843
0.973468383,0.011991016,-0.026996032,1.217290696,0.061069598,-0.101844915,0.046234562,-0.0267488,0.009078156,-0.005252127
0.97448041,0.012187837,-0.026568434,1.218299807,0.062071999,-0.100231766,0.050720785,-0.030232622,0.009959026,-0.005936175
0.97549631,0.01243505,-0.02641466,1.219312043,0.06333104,-0.099651639,0.052334139,-0.030586936,0.010275808,-0.006005745
0.976489663,0.012671978,-0.026185231,1.220301886,0.064537704,-0.098786098,0.054741239,-0.031787371,0.010748442,-0.00624145
0.977498173,0.01281284,-0.025997899,1.221308308,0.065255106,-0.098079371,0.05670667,-0.033035401,0.011134355,-0.006486501
0.978467347,0.012896947,-0.025664906,1.222276235,0.065683459,-0.096823125,0.060200337,-0.036100714,0.011820336,-0.007088375
0.979485847,0.013248259,-0.025651578,1.22328953,0.067472672,-0.096772844,0.06034017,-0.034451334,0.011847792,-0.006764519
0.98046857,0.013363617,-0.025407711,1.224270543,0.068060185,-0.095852836,0.062898742,-0.036422393,0.012350168,-0.007151537
0.981466473,0.013625813,-0.025213664,1.225264561,0.069395532,-0.095120774,0.064934632,-0.037122937,0.012749915,-0.007289089
0.98248482,0.013682072,-0.025037002,1.226282074,0.069682056,-0.094454304,0.06678811,-0.03868989,0.013113845,-0.00759676
0.983461897,0.013833837,-0.02488137,1.227256902,0.070454989,-0.093867168,0.068420954,-0.039549802,0.013434454,-0.007765604
0.984473667,0.013893027,-0.024650496,1.228267795,0.070756441,-0.092996176,0.070843215,-0.04167061,0.013910065,-0.008182024
0.985440077,0.014067663,-0.024700325,1.229231617,0.071645851,-0.093184158,0.070320431,-0.040258417,0.013807417,-0.00790474
0.986489297,0.014324356,-0.024457516,1.230277034,0.072953176,-0.092268139,0.07286791,-0.04149857,0.014307614,-0.008148244
0.987473747,0.014500118,-0.024262201,1.231258879,0.073848322,-0.091531299,0.074917088,-0.042652602,0.01470997,-0.008374838
0.988468427,0.014513649,-0.024296596,1.232253359,0.073917235,-0.091661057,0.074556227,-0.042222829,0.014639115,-0.008290452
0.98948296,0.014647284,-0.02415078,1.233265912,0.074597831,-0.091110951,0.076086091,-0.043072096,0.014939504,-0.008457206
0.990462107,0.014695899,-0.024107245,1.234244338,0.074845424,-0.090946711,0.076542848,-0.04328126,0.015029188,-0.008498275
0.991455853,0.014758065,-0.024067148,1.235237163,0.075162032,-0.090795443,0.076963529,-0.043385334,0.015111789,-0.00851871
0.992437817,0.014974276,-0.023811124,1.236215923,0.076263183,-0.08982957,0.079649656,-0.04497031,0.01563921,-0.00882992
0.99349338,0.015131314,-0.023591561,1.237269159,0.077062967,-0.089001248,0.08195325,-0.046474119,0.016091521,-0.009125193
0.99444719,0.015249162,-0.023767912,1.238221223,0.077663164,-0.089666548,0.080103026,-0.044023698,0.015728229,-0.008644053
0.99545282,0.015287646,-0.023604429,1.239226283,0.077859158,-0.089049796,0.081818236,-0.045542914,0.016065011,-0.008942351
0.996498703,0.015393732,-0.0235904,1.240270594,0.07839945,-0.088996867,0.081965433,-0.045149819,0.016093913,-0.008865167
0.997504747,0.015397854,-0.023544672,1.241276576,0.078420443,-0.088824357,0.08244519,-0.045608584,0.016188113,-0.008955245
0.99849671,0.015658588,-0.023400941,1.242264676,0.079748347,-0.088282118,0.083953176,-0.045788665,0.016484206,-0.008990604
0.999521887,0.015765801,-0.023512609,1.243288264,0.080294376,-0.088703394,0.082781592,-0.044071053,0.016254166,-0.008653351
1.00045222,0.015929598,-0.023477068,1.24421617,0.081128587,-0.088569314,0.083154472,-0.043609722,0.016327381,-0.008562769
1.0014801,0.015877481,-0.023424857,1.245244822,0.080863156,-0.088372344,0.083702253,-0.044422933,0.016434937,-0.008722443
1.0024364,0.015991451,-0.023384677,1.246199433,0.081443601,-0.088220759,0.084123816,-0.044264052,0.016517711,-0.008691247
1.003474167,0.016031373,-0.023101749,1.247236608,0.081646921,-0.08715339,0.087092206,-0.047029121,0.017100555,-0.009234168
1.004457633,0.016102354,-0.023222619,1.248219023,0.082008422,-0.087609381,0.085824079,-0.045399494,0.016851558,-0.008914191
1.0054417,0.01639179,-0.023239997,1.249198801,0.083482504,-0.087674943,0.08564175,-0.043743083,0.016815758,-0.008588954
1.006469333,0.016482148,-0.0231594,1.250225095,0.083942692,-0.087370882,0.086487355,-0.044128499,0.016981792,-0.008664631
1.007492667,0.016473559,-0.023095428,1.251248556,0.083898949,-0.087129541,0.087158531,-0.044843418,0.017113578,-0.008805005
1.008450333,0.016611288,-0.022956724,1.252204182,0.084600397,-0.086606271,0.088613763,-0.045597202,0.017399312,-0.008953011
1.0094736,0.016659599,-0.022821919,1.253226733,0.084846441,-0.086097705,0.090028105,-0.046765501,0.017677018,-0.009182406
1.010494167,0.016698234,-0.022889195,1.254246727,0.085043207,-0.086351512,0.089322257,-0.045862886,0.017538425,-0.009005178
1.011443633,0.01695432,-0.022851462,1.255192399,0.086347441,-0.086209161,0.089718142,-0.044954537,0.017616157,-0.008826823
1.012441167,0.016996311,-0.022634217,1.25618931,0.086561299,-0.085389584,0.091997412,-0.04701995,0.018063692,-0.009232367
1.0134999,0.017325385,-0.022544111,1.257243167,0.088237257,-0.085049649,0.092942784,-0.046289363,0.018249316,-0.009088917
1.014470733,0.017279852,-0.022754346,1.258214675,0.088005358,-0.085842781,0.090737057,-0.044315535,0.017816221,-0.008701355
1.0155083,0.017303309,-0.022720093,1.259251894,0.088124821,-0.085713557,0.091096432,-0.044555447,0.017886784,-0.008748462
1.016495733,0.017341175,-0.022658755,1.260238766,0.088317673,-0.085482155,0.091739971,-0.045006135,0.018013143,-0.008836955
1.0174457,0.017472058,-0.022623333,1.261186793,0.088984253,-0.085348521,0.09211161,-0.044711194,0.018086115,-0.008779043
1.0185199,0.017688771,-0.02266247,1.262257782,0.090087959,-0.08549617,0.091700994,-0.043196872,0.01800549,-0.008481706
1.019471733,0.017813644,-0.022639084,1.263207765,0.090723933,-0.085407944,0.091946352,-0.042806255,0.018053666,-0.008405008
1.020507867,0.017827202,-0.022630931,1.264243697,0.09079298,-0.085377186,0.092031891,-0.042822747,0.018070462,-0.008408246
1.021513533,0.017997089,-0.022384922,1.265246846,0.091658207,-0.084449096,0.094612944,-0.044538573,0.018577252,-0.008745149
1.022475133,0.018002628,-0.022403352,1.266208364,0.091686417,-0.084518627,0.094419576,-0.044316995,0.018539284,-0.008701642
