Edisk/V,Idisk/mA,Iring/mA,E-iR vs RHE,jdisk mAcm-2,jring mAcm-2,jCER,jOER,I cer,I OER
0.961160517,0.011892329,-0.027218982,1.20366239,0.06056699,-0.102686015,0.154532148,-0.183845367,0.030342387,-0.036098038
0.962178687,0.014714426,-0.022387023,1.204633544,0.074939779,-0.084457023,0.102945102,-0.117885532,0.020213271,-0.023146824
0.96312056,0.015748896,-0.019483441,1.205558183,0.080208279,-0.073503004,0.071945832,-0.081617762,0.014126564,-0.016025648
0.964190583,0.016406893,-0.017245686,1.206617245,0.083559423,-0.065060873,0.048055066,-0.054375852,0.009435612,-0.010676699
0.965195337,0.016871355,-0.015644452,1.20761426,0.085924906,-0.059020078,0.030959947,-0.034915249,0.006078986,-0.006855609
0.966232857,0.017099143,-0.014286797,1.208647985,0.087085015,-0.053898203,0.016465323,-0.019260517,0.003232966,-0.003781802
0.96721536,0.017300413,-0.013374518,1.209627135,0.088110074,-0.050456551,0.006725637,-0.008495772,0.001320579,-0.001668145
0.96820718,0.017647979,-0.012744554,1.210613165,0.089880209,-0.048079955,0,0,0,0
0.96920341,0.017667937,-0.011984155,1.211609062,0.089981856,-0.045211285,0.008118177,-0.00801653,0.001594004,-0.001574046
0.97020076,0.017770904,-0.011168045,1.212604697,0.090506261,-0.042132436,0.016831151,-0.016205099,0.003304797,-0.003181871
0.971165817,0.018040314,-0.010636784,1.213565265,0.09187835,-0.040128208,0.022503006,-0.020504864,0.004418465,-0.00402613
0.972197353,0.018078316,-0.010353284,1.214596169,0.092071894,-0.039058679,0.025529715,-0.02333803,0.005012759,-0.004582422
0.97319915,0.018120087,-0.009948196,1.215597269,0.092284628,-0.037530447,0.029854527,-0.027450108,0.005861936,-0.005389829
0.974232497,0.018311103,-0.009561593,1.216627434,0.093257462,-0.036071955,0.033981977,-0.030604724,0.006672361,-0.006009238
0.975198627,0.018279124,-0.009132285,1.217594096,0.093094595,-0.034452353,0.038565364,-0.035350978,0.007572309,-0.006941164
0.976264853,0.018372812,-0.008838866,1.218658762,0.093571744,-0.033345405,0.041697966,-0.038006431,0.008187396,-0.007462563
0.97719284,0.018555022,-0.008724546,1.219583713,0.094499732,-0.032914121,0.042918475,-0.038298952,0.008427043,-0.007519999
0.978188653,0.018524635,-0.008584309,1.220580033,0.094344971,-0.032385065,0.044415673,-0.039950911,0.008721017,-0.007844361
0.9792131,0.018502912,-0.008439013,1.221604841,0.094234335,-0.031836921,0.045966892,-0.041612765,0.009025599,-0.008170666
0.980186503,0.018660371,-0.00797189,1.222575622,0.095036269,-0.030074659,0.050953996,-0.045797936,0.010004817,-0.008992425
0.981179433,0.018727666,-0.007738523,1.22356743,0.095378998,-0.029194262,0.053445471,-0.047946681,0.010494018,-0.009414331
0.982175233,0.018719457,-0.007759353,1.224563367,0.09533719,-0.029272846,0.053223083,-0.047766101,0.010450352,-0.009378874
0.983219443,0.018789124,-0.007615282,1.225606417,0.095692001,-0.028729323,0.054761223,-0.048949431,0.010752366,-0.009611221
0.984190207,0.018914281,-0.00728028,1.226575095,0.096329419,-0.027465499,0.058337777,-0.051888567,0.011454622,-0.01018832
0.985210613,0.019049873,-0.007260493,1.227593242,0.097019981,-0.02739085,0.058549027,-0.051409255,0.011496101,-0.010094207
0.98614025,0.018990461,-0.007252924,1.228523869,0.096717399,-0.027362297,0.058629832,-0.051792642,0.011511968,-0.010169485
0.98719724,0.019111202,-0.007020037,1.229578847,0.097332323,-0.026483711,0.061116182,-0.053664068,0.012000162,-0.01053694
0.988145013,0.019040004,-0.006962781,1.230527807,0.096969719,-0.026267705,0.061727467,-0.054637957,0.012120188,-0.010728163
0.98920123,0.019045625,-0.006754736,1.23158393,0.096998346,-0.02548284,0.063948593,-0.056830455,0.012556306,-0.01115866
0.990183693,0.019272498,-0.006642397,1.232562614,0.098153795,-0.025059031,0.065147948,-0.056874362,0.0127918,-0.011167281
0.991229057,0.019210528,-0.006651863,1.233609009,0.097838189,-0.025094742,0.065046888,-0.057088908,0.012771957,-0.011209407
