Edisk/V,Idisk/mA,Iring/mA,E-iR vs RHE,jdisk mAcm-2,jring mAcm-2,jCER,jOER,I cer,I OER
0.959866187,0.020205925,-0.022196318,1.203562189,0.10290769,-0.08373757,0.139773648,-0.141578194,0.027444556,-0.027798878
0.960853277,0.0199242,-0.018159083,1.204553517,0.10147288,-0.068506747,0.097057917,-0.100297274,0.019057322,-0.01969337
0.961874903,0.02004923,-0.015914002,1.205573263,0.102109649,-0.060036979,0.073303961,-0.075906548,0.014393233,-0.014904251
0.962884283,0.020190639,-0.013970156,1.206580515,0.102829841,-0.052703649,0.052737211,-0.054619607,0.010354951,-0.01072456
0.96393003,0.020342281,-0.012360631,1.20762398,0.103602142,-0.046631572,0.035707717,-0.036817811,0.00701121,-0.007229177
0.964889847,0.02027477,-0.011397588,1.208584813,0.103258313,-0.042998409,0.025518301,-0.026972225,0.005010518,-0.005295996
0.96585701,0.020341826,-0.010378693,1.209550967,0.103599829,-0.039154536,0.014737935,-0.015850343,0.002893794,-0.003112215
0.96687587,0.020474656,-0.009681276,1.210567829,0.104276323,-0.036523468,0.007358952,-0.007794866,0.00144493,-0.001530522
0.967915913,0.020560248,-0.008985752,1.211606584,0.104712237,-0.033899543,0,0,0,0
0.968873937,0.020578475,-0.008458944,1.212564334,0.104805067,-0.031912115,0.005573857,-0.005481026,0.001094427,-0.0010762
0.969854233,0.020673284,-0.008083452,1.213543204,0.105287923,-0.030495537,0.009546734,-0.008971048,0.001874501,-0.001761465
0.97088625,0.020724548,-0.007670812,1.214574449,0.105549008,-0.028938818,0.013912642,-0.013075871,0.002731747,-0.002567447
0.971920313,0.020773219,-0.007303524,1.21560778,0.105796888,-0.027553191,0.017798712,-0.016714061,0.003494777,-0.003281806
0.97289602,0.02085468,-0.006921832,1.216582261,0.106211765,-0.026113223,0.021837188,-0.02033766,0.004287732,-0.003993299
0.973877033,0.020814603,-0.006669902,1.217563878,0.106007655,-0.025162794,0.024502721,-0.023207303,0.004811109,-0.004556754
0.974830827,0.020867672,-0.006453523,1.218516873,0.106277931,-0.024346487,0.0267921,-0.025226406,0.005260629,-0.004953205
0.975916723,0.020866783,-0.006272818,1.219602783,0.106273406,-0.023664759,0.028704047,-0.027142878,0.00563604,-0.005329504
0.97687773,0.020971513,-0.005820236,1.220562214,0.106806789,-0.021957355,0.033492562,-0.03139801,0.006576265,-0.006164999
