Edisk/V,Idisk/mA,Iring/mA,E-iR vs RHE,jdisk mAcm-2,jring mAcm-2,jCER,jOER,I cer,I OER
0.959384307,-0.014622807,-0.037744114,1.20228152,-0.074473172,-0.142393004,0.131935204,-0.245770525,0.025905477,-0.048257043
0.960481783,-0.004564584,-0.033292699,1.203243344,-0.023247179,-0.12559965,0.084836485,-0.147445813,0.016657644,-0.028950985
0.961485347,3.55279E-05,-0.030586242,1.204184868,0.000180942,-0.1153893,0.056200488,-0.095381695,0.011034966,-0.018728196
0.962541543,0.002776816,-0.028868054,1.205204093,0.014142175,-0.108907286,0.038021003,-0.063240977,0.007465424,-0.012417366
0.963522117,0.004991855,-0.027069142,1.206154793,0.025423252,-0.102120732,0.0189874,-0.032926298,0.003728176,-0.006465079
0.96452071,0.006450756,-0.026311257,1.207133711,0.032853356,-0.099261541,0.010968501,-0.017477294,0.002153665,-0.003431667
0.965486867,0.007728758,-0.025274597,1.208082631,0.039362149,-0.095350651,0,0,0,0
0.96647346,0.009069349,-0.024524717,1.209051145,0.046189709,-0.092521661,0.007934198,-0.001106638,0.00155788,-0.000217288
0.967499117,0.009859861,-0.023897208,1.21006614,0.050215743,-0.09015433,0.014573625,-0.003720031,0.002861531,-0.000730428
0.96851025,0.010651099,-0.023424852,1.211066602,0.054245473,-0.088372324,0.019571447,-0.004688123,0.003842854,-0.000920513
0.969606043,0.011508094,-0.022999718,1.212150838,0.058610106,-0.086768469,0.024069628,-0.004821671,0.004726071,-0.000946735
0.970532913,0.012003403,-0.022407181,1.213071027,0.061132687,-0.084533071,0.030339036,-0.008568499,0.00595707,-0.001682425
0.971434813,0.012402866,-0.0220453,1.21396754,0.063167128,-0.083167844,0.034167957,-0.010362978,0.006708878,-0.002034771
0.972478547,0.013127594,-0.021715313,1.215001499,0.066858129,-0.081922937,0.037659428,-0.010163447,0.007394429,-0.001995593
0.97352602,0.013532176,-0.021494683,1.216043516,0.068918645,-0.081090592,0.039993826,-0.01043733,0.007852788,-0.00204937
0.974540513,0.013940256,-0.021089297,1.217052506,0.070996976,-0.079561238,0.044283061,-0.012648233,0.008694979,-0.002483481
0.975538413,0.014361975,-0.021011462,1.218044718,0.073144769,-0.079267597,0.045106607,-0.011323987,0.008856682,-0.002223465
0.976522407,0.01471087,-0.020572473,1.219024006,0.074921669,-0.077611472,0.049751382,-0.014191862,0.009768684,-0.002786572
0.97748512,0.014853635,-0.02044507,1.219984794,0.075648767,-0.077130832,0.051099388,-0.014812771,0.010033365,-0.002908488
0.97844203,0.015290727,-0.020352042,1.220935809,0.077874853,-0.076779876,0.052083682,-0.013570978,0.010226631,-0.002664662
0.979501843,0.015736568,-0.020048281,1.221989609,0.080145494,-0.075633913,0.055297654,-0.01451431,0.010857694,-0.002849885
0.980552313,0.015931052,-0.019920786,1.223037457,0.08113599,-0.075152927,0.05664663,-0.014872789,0.011122566,-0.002920272
0.9815079,0.016201157,-0.019570662,1.2239894,0.08251162,-0.073832052,0.060351163,-0.017201691,0.011849951,-0.003377552
0.982518517,0.016579321,-0.019548399,1.224994917,0.084437593,-0.073748063,0.060586719,-0.015511275,0.011896202,-0.003045639
0.98351238,0.01655284,-0.019415365,1.225989137,0.084302723,-0.073246179,0.061994304,-0.017053731,0.012172582,-0.0033485
0.98452872,0.016762207,-0.019312631,1.227002654,0.08536902,-0.072858608,0.063081287,-0.017074416,0.012386011,-0.003352562
0.985448657,0.017166676,-0.019233332,1.227917135,0.087428958,-0.072559446,0.063920319,-0.01585351,0.012550755,-0.003112837
0.986480117,0.017310126,-0.018941326,1.228946661,0.088159543,-0.071457827,0.067009923,-0.018212529,0.013157398,-0.00357603
0.987530987,0.017703163,-0.01911297,1.22999223,0.090161256,-0.072105368,0.065193827,-0.01439472,0.012800808,-0.002826403
0.988537707,0.017814578,-0.018922745,1.230997447,0.090728689,-0.071387727,0.067206529,-0.015839989,0.013196002,-0.003110182
0.98950523,0.017923046,-0.01863058,1.231963508,0.091281109,-0.070285508,0.070297816,-0.018378856,0.013802976,-0.003608688
0.99049111,0.017858353,-0.018755239,1.23295026,0.090951634,-0.070755795,0.068978846,-0.017389361,0.013543996,-0.003414401
0.991497517,0.018155926,-0.018636889,1.233952654,0.092467157,-0.070309311,0.070231059,-0.017126051,0.013789868,-0.0033627
0.992438557,0.018441273,-0.01835881,1.234889845,0.093920414,-0.069260233,0.073173307,-0.018615042,0.014367579,-0.003655063
0.993514853,0.018662771,-0.018431419,1.235963155,0.09504849,-0.069534157,0.072405059,-0.016718718,0.014216733,-0.00328272
0.994586987,0.018747675,-0.01827847,1.237034143,0.095480901,-0.068957145,0.07402335,-0.017904598,0.014534485,-0.003515568
0.9955256,0.019039478,-0.0182516,1.237968821,0.096967038,-0.068855774,0.074307655,-0.016702766,0.014590308,-0.003279588
0.996455033,0.018922444,-0.018007451,1.238899833,0.096370989,-0.067934699,0.076890906,-0.019882066,0.015097529,-0.003903844
0.997462117,0.01908027,-0.018096594,1.239904787,0.097174788,-0.068271001,0.075947711,-0.018135072,0.014912333,-0.003560821
0.998535197,0.019443622,-0.018032338,1.240972967,0.099025322,-0.068028589,0.076627583,-0.01696441,0.015045826,-0.003330962
0.9995268,0.019555502,-0.017774139,1.241963061,0.099595123,-0.06705451,0.079359488,-0.019126514,0.015582235,-0.003755491
1.000528167,0.019792001,-0.017839012,1.242961239,0.100799598,-0.067299249,0.078673091,-0.017235643,0.015447461,-0.003384218
1.001512133,0.019914409,-0.017769471,1.243943554,0.101423017,-0.0670369,0.079408878,-0.01734801,0.015591933,-0.003406282
1.0024738,0.019920353,-0.017579147,1.244905141,0.101453287,-0.066318884,0.081422627,-0.019331489,0.015987333,-0.003795738
1.0034555,0.019904798,-0.01751797,1.245887051,0.101374067,-0.066088089,0.082069918,-0.020058,0.016114428,-0.003938388
1.004485267,0.020234105,-0.017532937,1.246912376,0.10305121,-0.066144554,0.081911554,-0.018222494,0.016083334,-0.003577987
1.0055598,0.020336698,-0.017542419,1.247985526,0.103573709,-0.066180326,0.081811229,-0.017599669,0.016063635,-0.003455695
1.0065075,0.020552545,-0.017430105,1.248930315,0.104673006,-0.065756611,0.08299958,-0.017688724,0.016296968,-0.003473181
1.007466233,0.020611739,-0.017287034,1.24988825,0.104974478,-0.065216863,0.08451336,-0.018901032,0.016594198,-0.003711218
1.008522333,0.020769212,-0.017298786,1.250942226,0.105776479,-0.065261198,0.08438902,-0.01797469,0.016569784,-0.00352933
1.0095251,0.020670393,-0.01740089,1.251946325,0.105273201,-0.065646394,0.083308697,-0.017397645,0.016357663,-0.003416028
1.0104935,0.020908652,-0.017339199,1.252911512,0.106486641,-0.065413661,0.083961422,-0.01683693,0.016485825,-0.003305931
1.011475533,0.021200925,-0.017364267,1.253889604,0.10797517,-0.065508231,0.083696191,-0.01508317,0.016433747,-0.00296158
1.012509867,0.021358487,-0.01730814,1.254921812,0.108777628,-0.065296486,0.084290049,-0.01487457,0.016550351,-0.002920622
1.0135579,0.021423144,-0.017027411,1.255968973,0.10910692,-0.064237413,0.087260332,-0.017515562,0.017133566,-0.003439181
1.014517767,0.021642306,-0.017023961,1.256925884,0.1102231,-0.064224399,0.087296832,-0.016435881,0.017140733,-0.003227185
1.015509333,0.021560914,-0.017020296,1.257918548,0.109808575,-0.064210572,0.08733561,-0.016889184,0.017148347,-0.003316191
1.0164997,0.021613501,-0.017014893,1.258908206,0.110076401,-0.064190186,0.087392784,-0.016678532,0.017159573,-0.00327483
1.017499367,0.021938142,-0.016885571,1.259903494,0.111729778,-0.063702308,0.088761091,-0.016393461,0.01742824,-0.003218856
1.018502633,0.021995877,-0.0168866,1.260905982,0.112023821,-0.063706192,0.088750196,-0.016088524,0.017426101,-0.003158982
1.0195743,0.022206806,-0.016789919,1.261974804,0.11309807,-0.063341454,0.089773141,-0.01603722,0.017626956,-0.003148908
1.020546067,0.022375389,-0.016807321,1.262944297,0.113956654,-0.063407105,0.089589017,-0.014994512,0.017590804,-0.002944172
1.021455067,0.022426585,-0.016616423,1.263852607,0.114217392,-0.062686924,0.09160884,-0.016753596,0.017987396,-0.003289569
1.0224278,0.022324318,-0.016532593,1.264826719,0.113696552,-0.062370668,0.092495813,-0.01816141,0.018161553,-0.003565993
1.023512333,0.022642053,-0.016694598,1.265906968,0.115314758,-0.062981848,0.090781696,-0.014829088,0.017824986,-0.002911691
